Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which widgets are part of the Employee Profile widget set? (Choose two.),multiple-choice,Employee Profile Header,Employee Profile Details,Employee Taxonomy,Quick Links Widget,,,,,,,,,,,,"1,2","The Employee Profile widget set includes: Employee Profile Details (displays basic profile and work-related information), Employee Profile Header (appears across the employee profile page), Employee Profile My Team, Employee Profile Overview, and Public Profile Visibility. Source:",Core HR Applications & Employee Center
What does the Content Experience widget (cd-content-experience) enable administrators to do?,multiple-choice,Create employee training courses,"Deliver targeted, actionable communications to employees",Generate employee performance reports,Configure employee self-service workflows,,,,,,,,,,,,2,"The Content Experience widget (cd-content-experience) delivers targeted, actionable communications to employees. For more information, see Creating campaigns with Content Experiences. Source:",Core HR Applications & Employee Center
Which Content Governance quick start test provides end-to-end testing from content request creation through publishing?,multiple-choice,Content Publishing: Audience,Content Publishing: Schedule Portal Content,Content Governance - New Content Request E2E Workflow,Content Experiences: Create and Publish a Campaign,,,,,,,,,,,,3,The 'Content Governance - New Content Request E2E Workflow' test provides end-to-end testing from creating a content request through publishing the content. This is the comprehensive test for the content governance workflow. Source:,Core HR Applications & Employee Center
An organization wants to use base system widgets as-is in their Employee Center without modification. Which approach is recommended?,multiple-choice,Always clone widgets before using them,"Use base system widgets directly, then clone only if customization is needed",Create all widgets from scratch to avoid upgrade conflicts,Use only third-party widgets from the ServiceNow Store,,,,,,,,,,,,2,You can use base system widgets as-is in your Employee Center or clone them to suit your own business needs. The documentation recommends using them directly and cloning only when customization is required. Source:,Core HR Applications & Employee Center
Which Employee Center Pro Kiosk widget enables login and access to the kiosk portal?,multiple-choice,Kiosk Header,Employee Center Pro Kiosk Portal login,Preferences,Employee Upcoming Shift,,,,,,,,,,,,2,The Employee Center Pro Kiosk Portal login widget (ec-pro-kiosk-portal-login) enables the login and access to the kiosk portal. This is the authentication widget for the Kiosk experience. Source:,Core HR Applications & Employee Center
What role is required to create a task for a case in Agent Workspace for HR Case Management?,multiple-choice,sn_hr_core.admin,sn_hr_core.case_writer,sn_hr_core.task_writer,sn_hr_ef.document_writer,,,,,,,,,,,,2,The sn_hr_core.case_writer role is required to create a task for a case in Agent Workspace for HR Case Management.,Core HR Applications & Employee Center
Which HR task type should be used to collect information from employees using a questionnaire built in the survey designer?,multiple-choice,Take Survey,Collect Employee Input,Submit Catalog Item,Upload Documents,,,,,,,,,,,,2,"The 'Collect Employee Input' task type collects information from employees. It uses employee forms, which are questionnaires built using the survey designer to collect information from employees.",Core HR Applications & Employee Center
Which HR task types can be used to request user acknowledgment of a document? (Choose two.),multiple-choice,Credential,E-signature,Checklist,View Video,,,,,,,,,,,,"1,2",Both 'Credential' and 'E-signature' task types require users to acknowledge documents. Credential requires login acknowledgment while E-signature requires electronic signature of the document.,Core HR Applications & Employee Center
An HR agent needs to schedule an onboarding meeting with a new hire and send the invite to their Microsoft Outlook. Which task type should be used?,multiple-choice,URL,Checklist,Schedule a meeting,HR Service,,,,,,,,,,,,3,The 'Schedule a meeting' task type enables creating meeting invites for employees while working on an HR case. It integrates with Microsoft Outlook to send meeting invites and requires the ServiceNow Microsoft Exchange Online Spoke.,Core HR Applications & Employee Center
What is the purpose of the 'Mark When Complete' task type?,multiple-choice,To automatically mark the case as complete,To show a Completed button on HR Service Portal that changes task state to Closed Complete,To send a notification when the task is completed,To generate a completion report,,,,,,,,,,,,2,"The 'Mark When Complete' task type notifies the user that a Completed button appears on the HR Service Portal. When clicked, it changes the state of the task to Closed Complete.",Core HR Applications & Employee Center
Which spoke must be installed for the meeting invite and scheduling capability in HR tasks?,multiple-choice,ServiceNow Calendar Spoke,ServiceNow Microsoft Exchange Online Spoke,ServiceNow Meeting Manager Spoke,ServiceNow Google Calendar Spoke,,,,,,,,,,,,2,"For the meeting invite and scheduling capability in HR tasks, the ServiceNow Microsoft Exchange Online Spoke must be installed.",Core HR Applications & Employee Center
In which state must an HR task be for the 'Upload Documents' task type to work?,multiple-choice,Draft or Pending,Ready or Work in Progress,Open or Active,Any state except Closed,,,,,,,,,,,,2,"For the 'Upload Documents' task type, the task must be in 'Ready' or 'Work in Progress' state for users to upload documents.",Core HR Applications & Employee Center
Where do you navigate to access Agent Workspace for HR Case Management to create tasks?,multiple-choice,All > HR Administration > Task Management,All > HR Case Management > Agent Workspace for HR Case Management,All > HR Services > Agent Workspace,All > HR Administration > Agent Workspace,,,,,,,,,,,,2,The navigation path to access Agent Workspace for HR Case Management is All > HR Case Management > Agent Workspace for HR Case Management.,Core HR Applications & Employee Center
"Which new suite of applications in Zurich simplifies the hiring process for hiring managers, recruiters, and applicants?",multiple-choice,Talent Management Suite,Hiring Experiences,Recruitment Center,HR Hiring Hub,,,,,,,,,,,,2,"Hiring Experiences is a new suite of applications in Zurich built to simplify and improve the hiring process. It includes Manager Hub Hiring tab, Applicant Center, Recruiter Workspace, and Interview Management. Previously known as Talent Acquisition, it is now integrated into HRSD.",Employee Journey Management
Which new AI agent in Zurich automatically creates a personalized onboarding plan for new hires including learning tasks and team introductions?,multiple-choice,Onboarding Assistant Agent,Generate Onboarding Ramp-up Plan,New Hire Journey Creator,Employee Starter Agent,,,,,,,,,,,,2,"Generate Onboarding Ramp-up Plan is a new Now Assist AI agent workflow in Zurich. It activates five days before start date with three agents: Input Gathering Agent (analyzes resumes, interviews, job descriptions), Plan Generator Agent (builds stage-based plan), and Reviewer Agent (presents plan to manager).",Employee Journey Management
What does the Zurich HR Case Planner AI Agent provide to HR agents for resolving cases?,multiple-choice,Automated case closure,Step-by-step resolution plan with fulfillment steps and supporting content,Direct employee communication,Case priority scoring,,,,,,,,,,,,2,"The HR Case Planner AI Agent in Zurich (part of Resolve HR Cases v2) compiles case details, fulfillment steps, and supporting content into a clear, step-by-step resolution plan. Agents can review, adjust, and approve the plan, which is saved to worknotes for audit purposes.",Case and Knowledge Management
Which new Zurich feature enables pre-hires to begin onboarding tasks ahead of their start date with limited-access roles?,multiple-choice,Early Access Portal,Pre-Hire Experience,Candidate Onboarding,Future Employee Portal,,,,,,,,,,,,2,"Pre-Hire Experience in Zurich enables pre-hires to begin onboarding tasks ahead of their start date, fostering early engagement. Security is preserved through limited-access roles, and automated transitions from pre-hire to employee reduce administrative overhead.",Employee Journey Management
What enhancement does Zurich bring to HR Multi-Instance Integration (HR MII) for provider agents?,multiple-choice,Provider agents can manage consumer instance configurations,Provider agents can initiate ad-hoc approvals and assign HR tasks within remote HR cases,Provider agents can automatically sync employee data,Provider agents can modify consumer knowledge bases,,,,,,,,,,,,2,"Zurich enhances HR MII so provider agents can now initiate ad-hoc approvals and assign HR tasks within remote HR cases created by consumer employees. All 13 task types are supported, including a new 'URL' task type.",HRSD Administration
"Which role grants access to create, manage, and add users to groups within Lifecycle Events?",multiple-choice,sn_hr_le.activity_reader,sn_hr_le.case_writer,sn_hr_le.admin,sn_hr_le.activity_set_manager,,,,,,,,,,,,3,"The Lifecycle Events administrator [sn_hr_le.admin] role grants access to create, manage, and add users to groups within Lifecycle Events. This role can access Guided Setup, Manage Owner Groups, Manage Roles, LE UI Configuration, and Executive Dashboards. Source:",HR Journeys & Lifecycle Events
What is the plugin name for Lifecycle Events in ServiceNow?,multiple-choice,com.sn_hr_core,com.sn_hr_lifecycle_events,com.sn_hr_le_transitions,com.sn_onboarding_events,,,,,,,,,,,,2,The Human Resources Scoped App: Lifecycle Events plugin has the name [com.sn_hr_lifecycle_events]. This plugin installs several types of components including tables and user roles. Source:,HR Journeys & Lifecycle Events
What is the purpose of the sn_hr_le.min_admin_count system property?,multiple-choice,Sets the minimum number of activities in a lifecycle event,Prevents deleting your only Enterprise Onboarding admin by requiring a minimum number of active users with the role,Limits the number of concurrent lifecycle events,Sets the minimum approval count for HR cases,,,,,,,,,,,,2,The sn_hr_le.min_admin_count system property helps prevent you from deleting your only Enterprise Onboarding and Transition admin user by requiring a minimum number (the default is two) of active users with this role. Source:,HR Journeys & Lifecycle Events
Which tables are installed with the Lifecycle Events plugin? (Choose three.),multiple-choice,Activity [sn_hr_le_activity],Activity Set [sn_hr_le_activity set],HR Lifecycle Events Case [sn_hr_le_case],Employee Schedule [sn_hr_le_schedule],Journey Template [sn_hr_le_journey],,,,,,,,,,,"1,2,3","The Lifecycle Events plugin installs several tables including: Activity [sn_hr_le_activity] for activity details, Activity Set [sn_hr_le_activity set] for activity set details, and HR Lifecycle Events Case [sn_hr_le_case] for submitted lifecycle event case details. Source:",HR Journeys & Lifecycle Events
What does the Activity Set Context table track in Lifecycle Events?,multiple-choice,The employee information for each activity,"The state of each Activity Set when the lifecycle event initializes (triggered, waiting for activities, etc.)",The approval history for activity sets,The cost center assignment for activities,,,,,,,,,,,,2,"The Activity Set Context [sn_hr_le_activity_set_context] table is created for each Activity Set when the lifecycle event initializes. It tracks the state of each set (triggered, waiting for activities to complete, and more). It works with the Activity Status table to provide filtering for the Lifecycle Events widget. Source:",HR Journeys & Lifecycle Events
Which role can activate and trigger HR activity sets?,multiple-choice,sn_hr_le.activity_reader,sn_hr_le.activity_writer,sn_hr_le.activity_set_manager,sn_hr_le.case_reader,,,,,,,,,,,,3,The Activity set manager [sn_hr_le.activity_set_manager] role can activate and trigger HR activity sets. This role contains the sn_hr_le.activity_writer role which allows creating activity sets and activities. Source:,HR Journeys & Lifecycle Events
Which is NOT a supported family release for Journey Accelerator Version 4.0.2?,multiple-choice,Utah,Tokyo,San Diego,Rome,,,,,,,,,,,,4,"Rome is NOT a supported release for Journey Accelerator Version 4.0.2. The supported family releases are Utah, Tokyo, and San Diego. Rome is supported in earlier versions like 3.0.3, 2.0.2, and 2.0.1. Source:",HR Journeys & Lifecycle Events
Which spoke must be installed to schedule Outlook meetings from Journey Accelerator task-based to-dos?,multiple-choice,Microsoft AD Spoke [com.sn.ad.spoke],Microsoft Exchange Online Spoke [sn_ex_online_spke],Microsoft Azure AD Spoke [com.sn.azure_ad.spoke],Microsoft Teams Spoke [sn_teams_spoke],,,,,,,,,,,,2,"To schedule Outlook meetings from Journey Accelerator task-based to-dos, the Microsoft Exchange Online Spoke [sn_ex_online_spke] and Retry Handler Framework should be installed. Source:",HR Journeys & Lifecycle Events
What is significant about Journey Accelerator Version 5.0.0?,multiple-choice,It is the first version to support mobile devices,It cannot be installed as a standalone application and is installed as a dependency with Journey Designer,It requires a separate license from ServiceNow,It only supports the Xanadu release,,,,,,,,,,,,2,Journey Accelerator Version 5.0.0 cannot be installed as a standalone application. Journey Accelerator version 5 functionality is installed as a dependency with Journey Designer version 1. This represents a major architectural change in how Journey Accelerator is deployed. Source:,HR Journeys & Lifecycle Events
Which update sets must be loaded after installing Journey Accelerator? (Choose two.),multiple-choice,JA_ESC_header_menu_item-Journey Accelerator_Plans.xml,JA_Enforce_security_property.xml,JA_Enable_mobile_access.xml,JA_Database_upgrade.xml,,,,,,,,,,,,"1,2","After installing Journey Accelerator, the following update sets must be loaded: JA_ESC_header_menu_item-Journey Accelerator_Plans.xml, JA_Enforce_security_property.xml, and JA_Allow_Content_Delivery.xml. These are linked in the Supporting Links and Documentation section of the ServiceNow Store. Source:",HR Journeys & Lifecycle Events
What is the purpose of the Activity Field Mapping table in Lifecycle Events?,multiple-choice,Maps activities to employee profiles,Passes information from the parent lifecycle event case to an activity,Maps field names between ServiceNow and external systems,Defines field validation rules for activities,,,,,,,,,,,,2,The Activity Field Mapping [sn_hr_le_activity_field_mapping] table stores details of activity field mappings that pass information from the parent lifecycle event case to an activity. This enables data to flow from the case to individual activities. Source:,HR Journeys & Lifecycle Events
"After the Lifecycle Events plugin is installed, the sn_hr_le.admin role is automatically assigned to which role?",multiple-choice,sn_hr_core.manager,itil,admin,hr_manager,,,,,,,,,,,,3,"After the Lifecycle Events plugin is installed, the Lifecycle Events administrator (sn_hr_le.admin) role is automatically assigned to the IT system administrator (admin) role. Administrators should then assign sn_hr_le.admin to at least two users and remove it from the admin role to suppress IT administrators from viewing sensitive HR information. Source:",HR Journeys & Lifecycle Events
"Which of the following statements is true about Lifecycle Events roles?
a) The sn_hr_le.case_writer role contains sn_hr_core.case_writer
b) The sn_hr_le.activity_reader role contains no other roles
c) The sn_hr_le.activity_set_manager role contains sn_hr_le.activity_writer
d) The sn_hr_le.admin role contains skill_admin",multiple-choice,Only a and b are true,"Only b, c, and d are true","All statements (a, b, c, d) are true",Only c and d are true,,,,,,,,,,,,3,All four statements are true. The sn_hr_le.case_writer contains sn_hr_core.case_writer. The sn_hr_le.activity_reader contains no other roles. The sn_hr_le.activity_set_manager contains sn_hr_le.activity_writer. The sn_hr_le.admin contains skill_admin along with several other roles. Source:,HR Journeys & Lifecycle Events
What is the purpose of Lifecycle Events Types?,multiple-choice,Define different employee categories,"Organize activity sets and activities together as a container, associated with an HR Service",Categorize HR cases by priority,Define workflow approval types,,,,,,,,,,,,2,Lifecycle Events Types [sn_hr_le_type] are a way to organize activity sets and activities together. Lifecycle Events Types act as a container for activity sets and activities. They are also associated with an HR Service. Source:,HR Journeys & Lifecycle Events
Which table tracks details about activities waiting to be triggered in Lifecycle Events?,multiple-choice,Activity Status [sn_hr_le_activity_status],Activity Set Context [sn_hr_le_activity_set_context],Future To-dos [sn_hr_le_future_todo],Activity Base [sn_hr_le_activity_base],,,,,,,,,,,,3,The Future To-dos [sn_hr_le_future_todo] table tracks details about activities waiting to be triggered. This table holds pending activities that have not yet met their trigger conditions. Source:,HR Journeys & Lifecycle Events
An organization is implementing Lifecycle Events and wants the administrator role to also be able to configure COEs. Which additional role must be combined with sn_hr_le.admin?,multiple-choice,sn_hr_core.manager,delegated_developer,sn_hr_core.case_writer,skill_admin,,,,,,,,,,,,2,The Lifecycle Events administrator (sn_hr_le.admin) role with the Delegated Developer (delegated_developer) role can also configure and create COEs (Centers of Excellence). This combination enables HR administrators to manage both Lifecycle Events and COE configuration. Source:,HR Journeys & Lifecycle Events
What role is required to create or upload employee documents in Agent Workspace for HR Case Management?,multiple-choice,sn_hr_core.admin,sn_hr_ef.document_writer,sn_hr_core.case_writer,sn_hr_ef.manager,,,,,,,,,,,,2,The sn_hr_ef.document_writer role is required to create or upload employee documents in Agent Workspace for HR Case Management.,Security & Data Protection
Which roles have permission to change purge authorization for employee documents? (Choose two.),multiple-choice,EF admin [sn_hr_ef.admin],Employee File Management Manager [sn_hr_ef.manager],HR Core Admin [sn_hr_core.admin],Document Writer [sn_hr_ef.document_writer],,,,,,,,,,,,"1,2",The EF admin (sn_hr_ef.admin) and Employee File Management Manager (sn_hr_ef.manager) roles have permission to change purge authorization for employee documents.,Security & Data Protection
What makes Employee Relations (ER) cases different from standard HR cases?,multiple-choice,ER cases require manager approval before creation,ER cases have tighter security due to their sensitive nature,ER cases cannot be assigned to groups,ER cases must always have an Opened for person,,,,,,,,,,,,2,"Because of the sensitive nature of employee relations (ER) cases, there are expectations for tighter security to protect privacy. This is what makes them different from standard HR cases.",Security & Data Protection
HR Service Delivery employee relations uses which of the following to ensure the correct people have visibility? (Choose three.),multiple-choice,Roles,Groups,Assignment rules,Domain separation,Data encryption,,,,,,,,,,,"1,2,3","HR Service Delivery employee relations uses Roles, Groups, and Assignment rules to ensure confidentiality and that the correct people have visibility to cases.",Security & Data Protection
An Employee Relations agent is involved as an 'involved party' in a case. What level of access will they have to the case?,multiple-choice,Full administrative access to manage the case,Read-only access to all case details and related records,Same access as a normal employee with restricted self-service view,No access to the case at all,,,,,,,,,,,,3,An Employee Relations agent who is an involved party in a case is treated as a normal employee and does not have special privileges. They can only view the restricted self-service view of the case.,Security & Data Protection
Which UI actions are NOT available to an Employee Relations agent who is restricted on a case?,multiple-choice,Update and Cancel,Ready for Work and Update,"Delete, Close Complete, and Suspend",View and Update,,,,,,,,,,,,3,"When an ER agent is restricted on a case, actions such as Associate Interaction, Delete, Close Complete, Close Incomplete, and Suspend are not available. Actions like Update, Ready for Work, and Cancel remain available.",Security & Data Protection
What is the purpose of using the Restrict button on an Employee Relations case?,multiple-choice,To prevent any edits to the case,To ensure an involved ER agent cannot access the case even if they are in the HR confidential group,To remove the case from reports,To archive the case for compliance purposes,,,,,,,,,,,,2,"Restricting a case means that even if an Employee Relations agent is part of the HR confidential group and is involved in a case, the agent will not have access to that case.",Security & Data Protection
What are COE security policies built upon in ServiceNow?,multiple-choice,Business Rules,Access Control Rules (ACLs),Script Includes,UI Policies,,,,,,,,,,,,2,COE security policies are a way to easily restrict access to different COEs via configuration. The underlying COE security policy implementations are ServiceNow ACLs (Access Control Rules).,Security & Data Protection
What is the default maximum file upload size for employee documents?,multiple-choice,10 MB,20 MB,30 MB,50 MB,,,,,,,,,,,,3,"By default, the maximum size of a document allowed is 30 MB. This can be changed from the 'Maximum file upload size in megabytes' field in Employee Document Properties.",Security & Data Protection
What role is required to electronically sign a document in Agent Workspace for HR Case Management?,multiple-choice,sn_hr_ef.document_writer,sn_hr_core.case_writer,sn_hr_core.admin,sn_hr_ef.esign_user,,,,,,,,,,,,2,The sn_hr_core.case_writer role is required to electronically sign a document in Agent Workspace for HR Case Management.,Security & Data Protection
"When electronically signing a document in Agent Workspace, which signature methods are available? (Choose two.)",multiple-choice,Type signature,Draw signature,Upload image signature,Biometric fingerprint,,,,,,,,,,,,"1,2","When signing a document, users can select 'Type signature' to type their signature or 'Draw signature' to draw their signature using their mouse.",Security & Data Protection
What happens to HR matching rules when an Employee Relations agent is a subject person of a case?,multiple-choice,The matching rules are ignored completely,The matching rules skip the ER agent so the case is not assigned to them,The matching rules prioritize the ER agent for faster resolution,The matching rules create a copy of the case for the ER agent,,,,,,,,,,,,2,"For Employee Relations COE, the HR matching rules skip any Employee Relations agent who meets the criteria (is the opened for person, involved party, or subject person) so that the case is not assigned to them.",Security & Data Protection
Which role is required to create HR cases in ServiceNow?,multiple-choice,sn_hr_core.basic,sn_hr_core.case_writer,sn_hr_core.manager,sn_hr_agent_ws.admin,,,,,,,,,,,,2,"The sn_hr_core.case_writer role grants access to write all HR cases. Users with this role can access Agent Workspace for HR Case Management and view, create, and work on existing cases. Source:",HR System Architecture
What is the navigation path to create a new HR case in ServiceNow?,multiple-choice,All > HR Service Delivery > Create Case,All > HR Case Management > Create New Case,All > HR Administration > New Case,All > Employee Center > Submit Case,,,,,,,,,,,,2,"To create a new HR case, navigate to All > HR Case Management > Create New Case. Alternatively, from any case list, you can click New. Source:",HR System Architecture
Which fields are available when creating an HR case in the Case Details section? (Choose two.),multiple-choice,COE (Center of Excellence),HR Profile ID,HR service,Cost Center,Manager Approval,,,,,,,,,,,"1,3","The Case Details section includes COE (Center of Excellence) and HR service fields. The COE filters available HR services, and selecting an HR service can auto-populate the associated COE. Source:",HR System Architecture
What happens when you select the 'Skip verification' option during HR case creation?,multiple-choice,The case is created without manager approval,The case is created without entering an employee name and the Employee Information section is not displayed,The case bypasses all validation rules,The case is assigned directly to an HR agent without routing,,,,,,,,,,,,2,Selecting Skip verification creates the case without having to enter an employee name or case number. This option takes you directly to the Case Details section and the Employee Information section is not displayed. This is useful for anonymous employees or external individuals. Source:,HR System Architecture
Which plugin must be activated for the Document Template Type field to appear when configuring an HR service?,multiple-choice,com.sn_hr_core,com.snc.document_templates,com.sn_hr_lifecycle_events,sn_hr_agent_ws,,,,,,,,,,,,2,"The Document Template Type field appears only when the Document Templates [com.snc.document_templates] plugin is activated, and the Document Template Type field is selected while configuring the HR service. Source:",HR System Architecture
What is the difference between the 'Opened for' and 'Subject person' fields in an HR case?,multiple-choice,They are always the same and represent the same person,"Opened for is the requester, Subject person is who the case is about - they may differ when a manager files a case for an employee","Opened for is the HR agent, Subject person is the employee",Subject person is optional while Opened for is always required,,,,,,,,,,,,2,"If the case is being created by the person making the request, the values for Subject person and Opened for are the same. If the case is being created for a different user, for example, a manager filing a case for an employee, use the choice list to select a different user. Source:",HR System Architecture
Which role is required to configure HR Service Delivery playbook cards?,multiple-choice,sn_hr_core.manager,sn_hr_ws.admin,sn_hr_core.case_writer,sn_hr_core.basic,,,,,,,,,,,,2,The sn_hr_ws.admin role is required to configure HR Service Delivery playbook cards. This role allows you to navigate to All > HR Administration > Playbook Card Configuration. Source:,HR System Architecture
Which property determines which playbook card configuration is used when both Classic HR Service Delivery Agent Workspace and Agent Workspace for HR Case Management are installed?,multiple-choice,sn_hr_agent_ws.default_playbook_config,sn_hr_agent_ws.use_uib_playbook_card_config,sn_hr_core.playbook_card_source,sn_hr_ws.card_configuration_mode,,,,,,,,,,,,2,"The property sn_hr_agent_ws.use_uib_playbook_card_config (default value = false) decides which card configuration is used for HR Service Delivery Playbook when you have each Agent Workspace installed. By default, the Classic card configuration will be selected. Source:",HR System Architecture
Which third-party background check providers are supported for HR cases in ServiceNow? (Choose three.),multiple-choice,First Advantage,Checkr,Accurate,Sterling,HireRight,,,,,,,,,,,"1,3,4","ServiceNow supports requesting background checks through First Advantage, Accurate, or Sterling as third-party background check providers. Source:",HR System Architecture
When does a DocuSign flow trigger to create signature tasks in an HR case?,multiple-choice,When the case is created,When the case state changes to Ready,When the case is assigned to an agent,When the case is closed,,,,,,,,,,,,2,"When the case state changes to Ready, the flow triggers and creates DocuSign tasks for all of the signers. For parallel signing, the tasks are assigned all at once. For serial signing, the tasks are created in the order defined. Source:",HR System Architecture
Which application must be installed to set up Agent Workspace for HR Case Management?,multiple-choice,sn_hr_core,sn_hr_agent_ws,com.sn_hr_service_portal,sn_hr_le,,,,,,,,,,,,2,"To set up Agent Workspace for HR Case Management, install the application Agent Workspace for HR Case Management [sn_hr_agent_ws]. Source:",HR System Architecture
Which is NOT a field available in the HR Playbook Card Configuration Type Values section?,multiple-choice,Footer,Show SLA,Case Priority,Show Checklist,,,,,,,,,,,,3,"Case Priority is NOT a field in the Type Values section. The Type Values section includes fields like Footer, Icon, Description, Show SLA, Title, Form fields, Tagline, Record fields, Show Checklist, and Assigned to. Source:",HR System Architecture
