Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What is the purpose of wide-net normalization in SAM?,multiple-choice,To normalize all discovery models regardless of their status,To normalize discovery models with similar discovered field values that weren't fully normalized by content rules,To override manual normalization with automated content,To expand the scope of discovery to additional network segments,,,,,,,,,,,,2,Wide-net normalization reduces the need for the Content Service team to create separate normalization rules for each product by normalizing discovery models that share similar discovered field values and couldn't be normalized using content rules.,Data Integrity & Sources
An organization wants to use machine learning to normalize unrecognized discovered software. Which property must be enabled?,multiple-choice,com.snc.samp.wide_net_normalization.enabled,com.snc.samp.enable.ml_normalization,com.snc.samp.automaticsmrcreation,com.snc.samp.recon.enablecustommetrics,,,,,,,,,,,,2,The com.snc.samp.enable.ml_normalization property enables machine learning normalization for discovery models. It's enabled by default and only applies to models that couldn't be normalized using content rules. Only users with admin role can modify it.,Data Integrity & Sources
Which SCCM integration plugins are certified for Software Asset Management? (Choose 2),multiple-choice,Integration — Microsoft SCCM 2012 v2,Integration — Microsoft SCCM 2010,Integration — Microsoft SCCM 2016,Integration — Microsoft SCCM 2020,,,,,,,,,,,,"1,3",Both SCCM 2012 v2 (com.snc.integration.sccm2012v2) and SCCM 2016 (com.snc.integration.sccm2016) plugins are certified for SAM. Note that these plugins are being deprecated; the Service Graph connector for Microsoft SCCM is the recommended replacement.,Data Integrity & Sources
What are normalization suggestions in SAM used for?,multiple-choice,To suggest new software purchases based on usage patterns,To evaluate discovery models that were manually normalized when updated content differs from current values,To recommend which discovery patterns to run next,To suggest optimal license metric configurations,,,,,,,,,,,,2,Normalization suggestions are automatically identified when there is a difference between updated normalization content and your current content. They help evaluate manually normalized discovery models against the most up-to-date information from the Content Service.,Data Integrity & Sources
Which property allows SAM administrators to exclude software installed on specific devices from SAM?,multiple-choice,com.snc.samp.exclude_device_flag,com.snc.samp.recon.group,com.snc.samp.automaticsmcreation,com.snc.samp.debug,,,,,,,,,,,,1,The com.snc.samp.exclude_device_flag property excludes software installed on devices where the Exclude from SAM column is set to true. You enter the column name 'exclude_from_sam' to activate this feature on the cmdb_ci_hardware table.,Data Integrity & Sources
What is the recommended replacement for the deprecated Microsoft SCCM integration plugins?,multiple-choice,Service Graph connector for Microsoft SCCM,Integration Hub for Microsoft SCCM,CMDB Connector for Microsoft Endpoint Manager,Direct API integration with Microsoft Intune,,,,,,,,,,,,1,The Service Graph connector for Microsoft SCCM (available from the ServiceNow Store) is the recommended replacement. A Migration Readiness Tool is available to prepare instances for migration from the SCCM plugin to the Service Graph connector.,Data Integrity & Sources
What authentication method is used by the Anglepoint integration to access ServiceNow APIs?,multiple-choice,Basic authentication with username/password,OAuth 2.0 tokens,API key authentication,SAML assertion,,,,,,,,,,,,2,"The Anglepoint integration uses OAuth 2.0 authentication. The Anglepoint Elevate platform sends credentials to the ServiceNow OAuth token endpoint, which generates OAuth tokens for API access to Anglepoint integration resources.",Extending SAM
Which APIs are used by the Anglepoint integration? (Choose two.),multiple-choice,Transform API for processing installed IBM software information,Get Entitlements API for retrieving IBM software entitlement information,Discovery API for scanning network devices,CMDB Sync API for configuration item updates,,,,,,,,,,,,"1,2","The Anglepoint integration uses multiple APIs including: Transform (POST) for processing installed IBM software, Get Entitlements for retrieving entitlement information, Get Computer for VM/host information, and Get/Post Classification for classification information.",Extending SAM
How is the Over-licensed amount calculated for Microsoft 365 subscriptions?,multiple-choice,Rights owned - Rights used,Rights available × Software entitlement unit cost,Total subscriptions - Active users,License count × Per-user cost,,,,,,,,,,,,2,The Over-licensed amount is calculated by 'Rights available × Software entitlement unit cost'. Rights available is calculated as 'Rights used - Rights owned'. This amount presents potential savings opportunities.,Extending SAM
An organization wants to identify Microsoft 365 subscriptions that are candidates for reclamation. Which field should they analyze to find inactive subscriptions?,multiple-choice,Created date,Last activity,Subscription start date,License assignment date,,,,,,,,,,,,2,"The Last activity field shows when a subscription was last used. Subscriptions that haven't registered user activity in several months are potential reclamation candidates. For suite products, the Last activity date is the latest activity from any of its suite components.",Extending SAM
"Which of the following statements about Microsoft 365 commit levels are true?
a) A commit level serves as a minimum or floor to your license count.
b) You cannot reduce enterprise subscription quantities below the commit level during the contract term.
c) Potential savings from over-licensing can be realized at the end of the contract term.
d) Commit levels only apply to E5 subscriptions.",multiple-choice,"a, b, c, and d","a, b, and c only","b, c, and d only",a and b only,,,,,,,,,,,,2,"Statements a, b, and c are true. Statement d is false because commit levels apply to enterprise subscriptions such as E1, E3, AND E5 - not only E5.",Extending SAM
What is the API path for the Anglepoint Transform API that processes installed IBM software information?,multiple-choice,/api/sn_samp_ibm/transform,/api/sn_samp_ibm_lic/ibm_data/transform,/api/anglepoint/ibm/process,/api/sam/ibm/data/transform,,,,,,,,,,,,2,The Transform API uses the path /api/sn_samp_ibm_lic/ibm_data/transform. This POST API processes information for your installed IBM software.,Extending SAM
An organization has over-licensed Microsoft 365 subscriptions. What are valid approaches to realize savings? (Choose two.),multiple-choice,Remove over-licensed amount during next in-contract true-up without breaching commit level,Use over-licensed amount to inform new contract negotiations,Immediately cancel all subscriptions,Convert enterprise licenses to individual licenses,,,,,,,,,,,,"1,2","If new subscriptions aren't needed, you can remove the over-licensed amount during the next in-contract true-up without breaching the commit level. If the commit level prevents in-contract true-up, you can use the over-licensed amount to inform new contract negotiations as a proactive cost saving approach.",Extending SAM
Where does the Last activity date for a Microsoft 365 suite product come from?,multiple-choice,The subscription creation date,The latest activity information from any of its suite components,The first login date,The license assignment date,,,,,,,,,,,,2,"If a subscription is a suite product, the Last activity date is the latest activity information from any of its suite components. The Last activity date is pulled from the published Microsoft 365 integration profile and inventory tools.",Extending SAM
Which role is required to create or modify a custom license metric script in SAM?,multiple-choice,sam_user,sam_admin,sam_developer,admin,,,,,,,,,,,,3,The sam_developer role is required to create or modify a custom license metric script. The sam_admin role can only read custom metric scripts.,Extending SAM
What is the purpose of creating a custom license metric in SAM?,multiple-choice,To generate custom reports for management,To define specific software calculations not included in predefined license metrics,To change the discovery schedule,To modify user access permissions,,,,,,,,,,,,2,Custom license metrics can be created to define specific software calculations not included in the predefined license metrics list. They are useful for calculating rights per user or device for certain software products from lesser-known publishers.,Extending SAM
An organization needs to calculate licensing for a software bundle from a lesser-known publisher that is not in the predefined metrics list. What should they do?,multiple-choice,Contact ServiceNow to add the publisher to the global library,Create a custom license metric with a calculation script,Manually track the licenses outside of ServiceNow,Mark all installations as non-licensable,,,,,,,,,,,,2,"For software bundles from lesser-known publishers, you can create a custom license metric to avoid over-counting installs and define specific calculations. Navigate to Software Asset > Administration > Custom License Metrics to create a new record with a calculation script.",Extending SAM
Which publisher packs are available as add-ons for SAM? (Choose 3),multiple-choice,Adobe,Oracle,Salesforce,SAP,,,,,,,,,,,,"1,2,4","Available publisher packs include Adobe, Citrix, IBM (includes Red Hat), Microsoft, Oracle, SAP, and VMware. Salesforce is not available as a publisher pack.",Extending SAM
What does the SAP Digital Access license metric measure?,multiple-choice,The number of concurrent SAP users,The indirect usage of SAP applications through third-party software by counting documents created,The total SAP server CPU consumption,The number of SAP transactions per month,,,,,,,,,,,,2,"SAP Digital Access licenses the indirect usage of SAP applications through a third-party application or non-SAP intermediary software, measured by the count of documents created by the third-party application.",Extending SAM
Which quick start test validates Oracle PaaS BYOL (Bring Your Own License) functionality?,multiple-choice,SAM - Oracle PaaS BYOL,SAM - BYOL,SAM - Oracle Database Reconciliation,SAM - Cloud License Validation,,,,,,,,,,,,1,The 'SAM - Oracle PaaS BYOL' test validates the addition of the Serverless Hardware table and Oracle Database license compliance in AWS PaaS environments. It requires the Oracle publisher pack and CMDB CI Class Models store application.,Extending SAM
An organization wants to determine whether to use Microsoft SQL Server Standard or Enterprise edition with Software Assurance. Which property controls this cost optimization?,multiple-choice,com.snc.samp.windowserver.license.threshold,com.snc.samp.sqlserver.standard_sa.to.enterprise_sa.cost.ratio,com.snc.samp.ms.sa.to.nonsa.cost.ratio,com.snc.samp.oracle.reconlevel,,,,,,,,,,,,2,The com.snc.samp.sqlserver.standard_sa.to.enterprise_sa.cost.ratio property determines cost effectiveness between SQL Server Standard and Enterprise with SA. Default ratio is 0.25 (Standard SA price / Enterprise SA price). Requires Microsoft publisher pack.,Extending SAM
What is the default threshold value for the Windows Server Datacenter license cost optimization property?,multiple-choice,0.25,1.25,3.2,4.59,,,,,,,,,,,,4,"The default cost ratio for Windows Server Datacenter vs Standard is 4.59, calculated by dividing the average Datacenter Edition license price by the Standard Edition license price. This helps determine whether to license physical hosts or VMs.",Extending SAM
What does the com.snc.samp.use_lifecycle_approximation property enable?,multiple-choice,Approximate license counts for products without entitlements,Approximate lifecycle dates based on publisher General Availability dates and industry averages,Approximate normalization for unrecognized software,Approximate cost calculations for true-up reports,,,,,,,,,,,,2,"When enabled (default), this property includes approximate lifecycle dates when generating the lifecycle report. The approximation logic is built on publisher-provided General Availability dates, publicly available information, and industry averages.",Extending SAM
Which SAM quick start test validates the replacement of a custom publisher part number (PPN) with a new Content Service PPN?,multiple-choice,SAM - Software Entitlement Creation Using Custom PPN,SAM - Mapping Custom PPN/DMAP to newly published PPN and Content,SAM - Downgrade Rights on Software Model,SAM - Software Model and Software Entitlement,,,,,,,,,,,,2,The 'SAM - Mapping Custom PPN/DMAP to newly published PPN and Content' test validates replacing a custom PPN with a new SAM Content Service PPN. This was introduced in the San Diego release.,Extending SAM
What activity defines user engagement for the Asana direct integration reclamation rule? (Choose 2),multiple-choice,Tasks created or completed,User login,Comments added to tasks or subtasks,Dashboard viewed,,,,,,,,,,,,"1,3","Asana reclamation activities include: tasks/subtasks created or completed, assigning tasks/subtasks, moving tasks/subtasks between projects, comments added to tasks/subtasks, and story created. User login and dashboard viewing are not Asana reclamation activities.",Extending SAM
What is the navigation path to access removal candidates in the Software Asset Workspace?,multiple-choice,Software Asset Workspace > Reconciliation > Removal candidates,Software Asset Workspace > License usage > Removal candidates tab,Software Asset Workspace > Optimization > Candidates,Software Asset Workspace > Reclamation > View candidates,,,,,,,,,,,,2,"To access removal candidates in the Software Asset Workspace, navigate to Software Asset Workspace > License usage, then select the Removal candidates tab.",Operational Integration
What are valid reasons for reclaiming software in Software Asset Management? (Choose three.),multiple-choice,Low usage,Optimization generated due to consolidation,Software version is outdated,Overlapping subscriptions,Discovery scan completed,,,,,,,,,,,"1,2,4","You can reclaim software for multiple reasons including: low usage, optimization generated due to consolidation, and overlapping subscriptions. The reclamation process can be managed manually or automatically using Client Software Distribution (CSD 2.0).",Operational Integration
"When a user receives a software reclamation email and selects 'Yes' to keep the software, what happens to the removal candidate record?",multiple-choice,The record moves to Close Complete state immediately,The record state changes to Awaiting Approval for assignment group review,The software is automatically removed,The record is deleted from the system,,,,,,,,,,,,2,"If the user selects 'Yes' to keep the software, a task is created for the removal candidate record and the state changes to Awaiting Approval. A member of the assignment group must then approve or reject the request to keep the software.",Operational Integration
Which plugin must be installed to create demands for software application rationalization?,multiple-choice,Software Asset Management Professional (com.snc.samp_professional),PPM Standard (com.snc.financial_planning_pmo),Demand Management Core (com.snc.demand_core),IT Business Management (com.snc.itbm),,,,,,,,,,,,2,The PPM Standard (com.snc.financial_planning_pmo) plugin must be installed to create demands for rationalizing SaaS and SSO applications.,Operational Integration
"Which of the following statements about software demand actions in SAM are true?
a) 'Discontinue after expiration' is an available demand action.
b) 'Migrate to approved product' is an available demand action.
c) 'Reclaim licenses' is an available demand action.
d) 'Upgrade to latest version' is an available demand action.",multiple-choice,"a, b, c, and d","a, b, and c only","b, c, and d only",a and b only,,,,,,,,,,,,2,"The available demand actions are: Discontinue after expiration, Migrate to approved product, Discontinue immediately, Reclaim licenses, and No action. 'Upgrade to latest version' is NOT a standard demand action.",Operational Integration
An organization wants to automate the software removal process instead of manually uninstalling software. Which capability should they implement?,multiple-choice,Discovery automation rules,Client Software Distribution (CSD 2.0),Flow Designer workflows,Orchestration automation packs,,,,,,,,,,,,2,"The reclamation process can be automated using Client Software Distribution (CSD 2.0) capabilities. Without CSD 2.0, the sam admin must assign the request to an individual who can manually uninstall the software. With CSD 2.0, the software is automatically removed.",Operational Integration
Which roles are required to create demands for software rationalization? (Choose two.),multiple-choice,sam_admin with it_demand_user,sam_user with it_demand_user,sam_admin alone,itil with demand_manager,,,,,,,,,,,,"1,2",The sam_admin and sam_user roles must also have the it_demand_user role to create demands. Either sam_admin + it_demand_user OR sam_user + it_demand_user combinations allow demand creation.,Operational Integration
"When initiating software reclamation, what state does the removal candidate record change to after selecting 'Reclaim'?",multiple-choice,Awaiting Revocation,Awaiting User,Pending Approval,In Progress,,,,,,,,,,,,2,"When you select 'Reclaim', the state of the removal candidate record changes from Ready to Awaiting User. An email notification is sent to the user to whom the software license is assigned, giving them options to keep or remove the software.",Operational Integration
What is the purpose of the software reclamation process in SAM?,multiple-choice,To automatically purchase new licenses when needed,To uninstall software from devices and reclaim those software rights for reallocation,To discover new software installations in the environment,To generate reports on software usage trends,,,,,,,,,,,,2,The reclamation process remediates non-compliance by uninstalling software from devices and reclaiming those software rights. This can be automated using Client Software Distribution (CSD) and includes creating removal candidates and reclamation rules.,Operational Integration
Which features are available for software optimization in SAM? (Choose two.),multiple-choice,Removal candidates and reclamation workflows,Automatic firewall configuration,Support for creating purchase orders through Procurement integration,Email notification to end users about new features,,,,,,,,,,,,"1,3","SAM optimization features include removal candidate and workflows for reclaiming unused software, reclamation rule creation, software usage listing, and support for creating purchase orders directly using Procurement integration.",Operational Integration
Which remediation options are available from Software Model Results after reconciliation?,multiple-choice,"Create and remove allocations, remove unallocated installs, remove unlicensed installs","Modify license keys, update entitlements, change publishers","Delete discovery models, reset normalization, clear history","Change server configurations, update network settings",,,,,,,,,,,,1,"From Software Model Results, remediation options are available to automatically create and remove allocations, remove unallocated installs, and remove unlicensed installs. These options help maintain compliance.",Operational Integration
What happens when a software model is marked as restricted in SAM?,multiple-choice,The software is automatically uninstalled from all devices,Removal candidates are created for any software associated with that software model,The software model is deleted from the CMDB,All entitlements for the software are automatically retired,,,,,,,,,,,,2,"When a software model is marked as restricted, removal candidates are created for any software associated with that software model. The state is automatically set to 'Awaiting Revocation' with justification 'Restricted Software'.",Operational Integration
Which scheduled job creates removal candidates based on reclamation rules and software usage?,multiple-choice,SAM — Daily Job,SAM — Identify new reclamation candidates,SAM — Updating Existing Reclamation Candidates,SAM — Normalize discovery models,,,,,,,,,,,,2,The 'SAM — Identify new reclamation candidates' scheduled job runs monthly and uses reclamation rules and software usage to create removal candidates. It requires at least one successful reconciliation to have run first.,Operational Integration
What are the possible states for a removal candidate? (Choose 3),multiple-choice,Awaiting Revocation,In Progress,Closed Complete,Attention Required,,,,,,,,,,,,"1,3,4","Valid removal candidate states include: Attention Required, Ready, Awaiting User, Awaiting Approval, Awaiting Revocation, Closed Complete, Closed Skipped, and Closed Canceled. 'In Progress' is not a valid state.",Operational Integration
When does a removal candidate enter the 'Attention Required' state?,multiple-choice,When the software cannot be uninstalled automatically,When the User field is empty on an automatic removal candidate that has Notify User selected,When the user rejects the removal request,When the removal candidate exceeds the SLA timeline,,,,,,,,,,,,2,"A removal candidate enters 'Attention Required' when the User field is empty on an automatic removal candidate that has the Notify User check box selected. Once the User field is populated, the state automatically changes to Ready.",Operational Integration
How does the reclamation workflow differ for restricted software versus low usage justifications?,multiple-choice,Restricted software is automatically executed without user approval; low usage prompts the user for approval,Both require user approval before proceeding,Low usage is automatically executed; restricted software requires manager approval,Both skip the user and go directly to Closed Complete,,,,,,,,,,,,1,Workflows for restricted software (and unlicensed) justifications execute automatically — the user is notified of unauthorized use but is NOT prompted for approval. Low usage (and unallocated) justifications prompt the user for approval before proceeding.,Operational Integration
What is the default license period (in days) for Citrix applications to be considered during reconciliation?,multiple-choice,30 days,60 days,90 days,180 days,,,,,,,,,,,,3,"The default license period for Citrix applications is 90 days, controlled by the com.snc.samp.citrix.app.license.period property. This property is only available when the Citrix publisher pack is activated.",Operational Integration
How is suite-based software reclamation handled differently from individual product reclamation?,multiple-choice,Suite reclamation creates one removal candidate per suite component,"Suite reclamation is performed at the user level with one removal candidate for the entire suite, showing potential savings for the whole suite",Suite components can be reclaimed individually,Suite reclamation requires manual approval for each component,,,,,,,,,,,,2,"For suite-based products, bulk reclamation is performed at the user level. One removal candidate is created for the entire suite, and you can add suite components via the Software Installation related list. Potential savings show the entire suite value. Suite components cannot be reclaimed individually.",Operational Integration
A weekly scheduled job automatically updates removal candidates in the 'Awaiting Revocation' state to 'Closed Complete'. What additional condition must be met?,multiple-choice,The user must have approved the removal,The software install field must be empty,The removal candidate must be older than 30 days,The manager must have signed off on the removal,,,,,,,,,,,,2,The weekly scheduled job 'SAM — Updating Existing Reclamation Candidates' automatically updates removal candidates in the Awaiting Revocation state to Closed Complete only when the software install field is empty (indicating the software has been removed).,Operational Integration
What is the navigation path to access the Engineering license overview dashboard in the Software Asset Workspace?,multiple-choice,Software asset > License Management > Engineering overview,Software asset > Software Asset Workspace > Software asset analytics > Engineering license overview,Engineering > License overview > Dashboard,Software Asset Workspace > Reports > Engineering licenses,,,,,,,,,,,,2,The Engineering license overview dashboard is accessed by navigating to Software asset > Software Asset Workspace > Software asset analytics > Engineering license overview. This dashboard displays reports on normalized products and publishers for engineering applications.,SAM Overview & Fundamentals
Which metrics are displayed in the Engineering license overview dashboard? (Choose two.),multiple-choice,Total spend and Potential savings,Hardware asset utilization,Top denied products and Top denied users,Contract expiration dates,,,,,,,,,,,,"1,3","The Engineering license overview dashboard displays Total spend (total cost of all entitlements), Potential savings (cost saved if removal candidates are reclaimed), Top denied products (products denied due to peak concurrent usage), and Top denied users (users denied licenses to products).",SAM Overview & Fundamentals
"In the Engineering license overview dashboard, what does the User session summary report display?",multiple-choice,Number of active user accounts in the system,Duration of time spent by users (idle vs active) on products,User login frequency over the past year,Total number of sessions per user per product,,,,,,,,,,,,2,The User session summary report shows the duration of time spent by users (idle vs active) on products. Only the top 5 users with more idle duration appear on the report. Idle is calculated from the Total idle duration column and Active from the Total session duration column.,SAM Overview & Fundamentals
Which is NOT a main feature area of the Software Asset Management application?,multiple-choice,Discovery and normalization,Reconciliation,Hardware lifecycle management,Downgrade Rights,,,,,,,,,,,,3,"Hardware lifecycle management is NOT a feature of Software Asset Management. SAM focuses on software assets including Dashboards, Licensing, Discovery and normalization, Reconciliation, Optimization, and Downgrade Rights. Hardware assets are managed through Hardware Asset Management (HAM).",SAM Overview & Fundamentals
Which dashboards are available in the Software Asset Management application? (Choose three.),multiple-choice,Software Asset Analytics,Hardware Utilization,Normalization and Content Service,Software Publisher Analytics,Network Discovery,,,,,,,,,,,"1,3,4","SAM includes Software Asset Analytics (Overview, License Summary, Compliance Summary, Removal Summary), Normalization and Content Service (Normalization trend charts), and Software Publisher Analytics (Citrix, IBM, Microsoft, Oracle, SAP, VMware - requires publisher pack add-on).",SAM Overview & Fundamentals
"Which of the following statements about the Oracle publisher overview in Software Asset Workspace are true?
a) True-up cost shows the cost to be compliant based on the average price of rights in Oracle software entitlements.
b) The overview displays unlicensed installations, subscriptions, and client access records.
c) License types shown include BYOL and License Included for cloud platforms.
d) The Oracle overview is updated weekly by a scheduled job.",multiple-choice,"a, b, c, and d","a, b, and c only","b, c, and d only",a and c only,,,,,,,,,,,,2,"Statements a, b, and c are true. Statement d is false because results are updated whenever a new reconciliation result is available, not weekly by a scheduled job.",SAM Overview & Fundamentals
An administrator wants to view how many Oracle software installations are currently unlicensed. Which section of the Oracle publisher overview should they access?,multiple-choice,Progress indicators,Unlicensed entities,License types on cloud platforms,True-up cost,,,,,,,,,,,,2,"The Unlicensed entities section displays a summary including Unlicensed installs (total number of unlicensed Oracle software installations), Installs requiring action, Unlicensed subscriptions, Unlicensed client access, and Unlicensed options. Selecting the number allows viewing the complete list.",SAM Overview & Fundamentals
What table stores the engineering application products and publishers that appear in the Engineering license overview dashboard filter?,multiple-choice,Engineering Application Usage [samp_eng_app_usage],Engineering Application License [samp_eng_app_license],Software Installation [alm_software_install],Product Result [samp_product_result],,,,,,,,,,,,2,"Only products and publishers that belong to engineering applications and are listed in the Engineering Application License [samp_eng_app_license] table appear in the filter. If no product or publisher is selected, cumulative data for all engineering applications appears.",SAM Overview & Fundamentals
Which plugin must be activated to access the Software Asset Workspace instead of the classic Software Asset Management interface?,multiple-choice,Software Asset Management Professional (com.sn_samp_master),Software Asset Workspace (com.sn_sam_workspace),Software Asset Management Foundation (com.snc.software_asset_management),CMDB Software Discovery (com.snc.discovery.software),,,,,,,,,,,,2,"The Software Asset Workspace plugin (com.sn_sam_workspace) must be activated to access the new workspace experience. After activation, the classic Software Asset Management interface menus are hidden for features moved to the workspace.",SAM Overview & Fundamentals
