Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What is the primary purpose of major case management in CSM?,multiple-choice,To handle cases from major customers only,To manage communication and resolution for issues affecting multiple customers,To escalate cases to senior management,To track major system outages in IT,,,,,,,,,,,,2,Major case management handles issues that impact multiple customers. It enables coordinated communication and resolution processes when a single issue affects a large customer base.,Case Management
What is the relationship between a case and an interaction in CSM?,multiple-choice,Cases and interactions are the same record,"An interaction captures the communication channel, while a case tracks the issue resolution",Cases automatically create interactions when closed,Interactions replace cases in the latest CSM version,,,,,,,,,,,,2,"Interactions capture the omnichannel communication (email, chat, phone) with customers, while cases track the actual service issue and its resolution. One interaction can lead to creating a case for issue resolution.",Case Management
What are case tasks used for in CSM?,multiple-choice,To replace the main case record,To break down case work into manageable pieces that can be assigned to different people,To automatically close cases after a time period,To schedule recurring customer follow-ups,,,,,,,,,,,,2,"Case tasks break down the work required to resolve a case into smaller, manageable pieces. Different tasks can be assigned to different team members, enabling parallel work on complex cases.",Case Management
When should case escalation be used in CSM?,multiple-choice,To automatically route all new cases to managers,When a case requires attention from higher-level support or management due to complexity or customer impact,To transfer cases between agents in the same team,To close cases that have been open too long,,,,,,,,,,,,2,"Case escalation is used when a case requires attention from higher-level support or management. This typically occurs due to complexity, SLA risk, customer impact, or when standard resolution approaches are insufficient.",Case Management
What is a case digest in CSM?,multiple-choice,A summary email sent to customers about their open cases,A condensed view of case information and activity for review,A method to merge duplicate cases,A security feature for case data encryption,,,,,,,,,,,,2,"A case digest provides a condensed view of case information and activity, making it easier for managers and reviewers to quickly understand case status and history without reading all details.",Case Management
How does a parent-child case relationship work in CSM major case management?,multiple-choice,Parent cases are always higher priority than child cases,A parent case represents the major issue while child cases track individual customer impacts,Child cases must be resolved before parent cases can be created,Parent and child cases cannot have different assigned agents,,,,,,,,,,,,2,"In major case management, the parent case represents the overarching issue affecting multiple customers, while child cases are linked to track each individual customer's impact and resolution status.",Case Management
What is the CSM Configurable Workspace?,multiple-choice,A customer-facing portal for self-service,An agent interface optimized for handling customer service cases and interactions,A configuration tool for system administrators,A mobile application for field agents,,,,,,,,,,,,2,"The CSM Configurable Workspace is an agent interface specifically designed for handling customer service cases and interactions. It provides a unified view of customer information, case details, and tools needed for efficient case resolution.",Case Management
What happens when a case moves through its state flow in CSM?,multiple-choice,Nothing changes except the state field value,"Different actions, validations, and notifications may be triggered based on state transitions",Cases automatically resolve after reaching a certain state,State changes are only cosmetic and don't affect case behavior,,,,,,,,,,,,2,"Case state transitions can trigger different actions, field validations, notifications, and workflow steps. The state flow controls the case lifecycle and what happens at each stage of resolution.",Case Management
A software company experiences a bug affecting 500 customers. How should they manage this in CSM?,multiple-choice,Create 500 separate unrelated cases,Create a major case for the bug and link child cases for affected customers,Wait until all customers report the issue before creating any cases,Create one case and add all 500 customers to it,,,,,,,,,,,,2,"Major case management should be used for issues affecting multiple customers. Create a parent major case to track the overall bug resolution, with child cases linked for individual customer impacts and communications.",Case Management
What are case actions in CSM?,multiple-choice,Automated scripts that run on case creation,Configurable buttons and options that allow agents to perform common operations on cases,Keyboard shortcuts for case navigation,AI recommendations for case resolution,,,,,,,,,,,,2,Case actions are configurable buttons and options that allow agents to perform common operations on cases. They streamline agent workflows by providing quick access to frequently needed actions.,Case Management
What is the difference between a case action summary and a post case review in CSM?,multiple-choice,Case action summaries are internal only; post case reviews are customer-facing only,Case action summaries provide updates while a case is in progress; post case reviews summarize resolved cases,Case action summaries are automated; post case reviews are manual,There is no difference — they are the same feature with different names,,,,,,,,,,,,2,"Case action summaries are used while a case is in progress to provide periodic updates to customers and stakeholders. Post case reviews are created after case resolution to document root cause, resolution, mitigation plans, and preventive actions.",CIS-CSM
A customer service manager creates a post case review for a major case. What can they do with the review for associated child cases?,multiple-choice,Child cases automatically receive the review when published,The manager can copy the review to associated child cases,Child cases must have their own independent reviews created,Post case reviews cannot be created for major cases,,,,,,,,,,,,2,"Customer service managers can create and publish reviews for major cases, and these reviews can be copied to associated child cases. This avoids duplicating effort for issues that affected multiple customers.",CIS-CSM
What can case action summaries in CSM include? (Choose two.),multiple-choice,Internal content visible only to internal users,Customer-visible information,Automated SLA breach predictions,Agent performance metrics,,,,,,,,,,,,"1,2","Case action summaries can include both internal content and customer-visible information. Summaries available to customers include only customer-visible information, while summaries for internal users include both types.",CIS-CSM
An entitlement is configured with 'cases' as the unit type and 50 total units. How is the Remaining Units field updated?,multiple-choice,Manually by the CSM manager after each case,By the 'Update case entitlement on Close' business rule when a case is closed,Automatically when a new case is created,By a scheduled job that runs nightly,,,,,,,,,,,,2,"When using cases as the unit type, the 'Update case entitlement on Close' business rule updates the Remaining Units field when a case associated with the entitlement is closed.",CIS-CSM
What is the purpose of service definitions in CSM case management?,multiple-choice,To define SLA response times for different service levels,"To create connections between products, services, and case types",To configure the Service Portal layout for customers,To specify agent working hours and schedules,,,,,,,,,,,,2,"Service definitions create connections between products, services, and case types. Agents can use service definitions to create cases of the right type to support specific service requests.",CIS-CSM
What feature should be configured to automatically close cases that remain in the Resolved state without customer action?,multiple-choice,Case action status,Auto Close Resolved Cases,Escalation management,Case digest notifications,,,,,,,,,,,,2,The Auto Close Resolved Cases feature automatically closes cases in the Resolved state if customers do not take any action within a configured period. This prevents cases from staying open indefinitely after resolution.,CIS-CSM
What is the purpose of CSM Guided Setup?,multiple-choice,To provide interactive tutorials for end users,To guide administrators through the configuration of CSM features in a structured sequence,To automatically configure CSM based on industry templates,To generate customer service reports,,,,,,,,,,,,2,CSM Guided Setup provides administrators with a structured sequence of configuration tasks organized by category. Each task includes descriptions and links to the configuration pages in the instance where settings are completed.,CSM Configuration
What role is required to configure case routing and assignment in CSM?,multiple-choice,sn_customerservice_agent,itil,admin,sn_customerservice_user,,,,,,,,,,,,3,The admin role is required to configure case routing and assignment features in CSM. This includes creating matching rules and assignment rules for case distribution.,CSM Configuration
What are matching rules used for in CSM case routing?,multiple-choice,To match customers with their previous cases,To identify case attributes and the agent resources best suited to handle those cases,To match duplicate cases for consolidation,To match case descriptions with knowledge articles,,,,,,,,,,,,2,Matching rules are based on two defined sets of conditions: one that identifies specific case attributes and another that identifies the agent resources best suited to handle cases with those attributes. Assignment rules are then created for matching rules.,CSM Configuration
What is Advanced Work Assignment (AWA) in CSM?,multiple-choice,A manual assignment process where supervisors assign each case,An intelligent routing system that assigns work based on agent skills and availability,A reporting tool for tracking case assignments,A self-service feature for customers to choose their agent,,,,,,,,,,,,2,"Advanced Work Assignment (AWA) provides intelligent routing based on agent skills, availability, and workload. It automates case distribution to ensure cases are handled by the most appropriate agents.",CSM Configuration
What is Agent Affinity in the context of Advanced Work Assignment?,multiple-choice,Agent preferences for specific case types,A feature that routes returning customers to agents who previously helped them,Agent satisfaction scores with their assignments,The physical location proximity between agents and customers,,,,,,,,,,,,2,"Agent Affinity is a feature in Advanced Work Assignment that routes returning customers to agents who have previously assisted them, promoting continuity and better customer experience.",CSM Configuration
What do case types define in CSM?,multiple-choice,The priority levels available for cases,Specific categories of customer issues with associated behaviors and required fields,The data types for custom case fields,The types of customers who can create cases,,,,,,,,,,,,2,"Case types handle different types of customer issues. When agents create cases, they select the case type that corresponds to the customer issue. Each case type can have different behaviors, fields, and workflows.",CSM Configuration
What is the relationship between matching rules and assignment rules in CSM?,multiple-choice,They are independent and don't interact with each other,Assignment rules automatically assign tasks when matching rule conditions are met,Matching rules replace the need for assignment rules,Assignment rules must be created before matching rules,,,,,,,,,,,,2,Assignment rules automatically assign tasks to users and groups when the conditions in a matching rule are met. You create assignment rules for a matching rule using the Create assignment rule related link on the Matching Rule form.,CSM Configuration
Where do you navigate to access CSM Guided Setup in ServiceNow?,multiple-choice,All > System Definition > Guided Setup,All > Customer Service > Administration > Guided Setup,All > Configuration > CSM Setup Wizard,All > Applications > CSM > Setup,,,,,,,,,,,,2,CSM Guided Setup is accessed by navigating to All > Customer Service > Administration > Guided Setup. The Getting Started page allows you to begin the configuration process.,CSM Configuration
Which are valid options for case routing and assignment in CSM? (Choose 2),multiple-choice,Manual routing using assignment workbench,Automatic routing using matching and assignment rules,Random assignment to any available agent,Customer-selected agent assignment,,,,,,,,,,,,"1,2",CSM supports both manual routing (using assignment workbench where supervisors can assign cases) and automatic routing (using matching rules and assignment rules that automatically route cases based on defined conditions).,CSM Configuration
What communication channels does CSM support for customer interactions?,multiple-choice,Only email and phone,Email only,"Web, email, chat, telephone, and social media",Chat and web portal only,,,,,,,,,,,,3,"CSM supports omnichannel communication including web portals, email, chat (live agent and virtual agent), telephone, and social media. This enables customers to communicate and receive support through their preferred channels.",CSM Configuration
What is the purpose of service definitions in CSM?,multiple-choice,To define the services offered on customer portals,"To create connections between products, services, and case types",To define SLA response times,To configure service desk operating hours,,,,,,,,,,,,2,"Service definitions create connections between products, services, and case types. Agents use service definitions to create cases of the right type to support service requests for specific products.",CSM Configuration
Which feature helps agents quickly identify and verify customer information during interactions?,multiple-choice,Customer Central,Lookup and Verify,Knowledge Blocks,Case Digest,,,,,,,,,,,,2,Lookup and Verify is a feature that helps agents quickly identify and verify customer information during interactions. It streamlines the process of confirming customer identity before proceeding with case creation.,CSM Configuration
What is the Assignment Workbench used for in CSM?,multiple-choice,To create new case types,To manually assign and manage case distribution to agents,To design customer portals,To configure matching rules,,,,,,,,,,,,2,The Assignment Workbench provides supervisors and team leads with a tool to manually assign and manage case distribution to agents. It allows visibility into case queues and agent workloads for better distribution decisions.,CSM Configuration
What is the purpose of the Customer Central component in CSM Workspace?,multiple-choice,To provide a central location for knowledge articles,To display comprehensive customer information and history in a unified view,To manage central routing of cases,To centralize SLA management,,,,,,,,,,,,2,"The Customer Central component displays comprehensive customer information and history in a unified view, enabling agents to quickly understand the customer's context, previous interactions, and relationship with the company.",CSM Configuration
What happens when a case is created through email interaction in CSM?,multiple-choice,"An interaction record is always created first, then linked to the case",Cases created via email bypass the interaction record,Email cases must be manually converted to interactions,Email cannot be used to create cases in CSM,,,,,,,,,,,,1,"In CSM, email interactions create an interaction record first, which captures the omnichannel contact. This interaction can then be linked to a case. This maintains the separation between the communication channel (interaction) and the service request (case).",CSM Configuration
What role does Virtual Agent play in CSM?,multiple-choice,It replaces all human agents for case handling,It provides automated self-service through conversational AI before escalating to live agents,It monitors agent performance metrics,It creates case types automatically,,,,,,,,,,,,2,"Virtual Agent provides automated self-service through conversational AI. It can handle common requests and questions, and escalate to live agents when needed, reducing agent workload while providing 24/7 customer support.",CSM Configuration
An organization wants to ensure high-priority cases from VIP customers are always routed to senior agents with specific skills. Which AWA feature should they configure?,multiple-choice,Random assignment,Skills-based routing with capacity management,First-come-first-served queue,Agent preference settings,,,,,,,,,,,,2,Skills-based routing in AWA allows routing cases to agents with specific skills while capacity management ensures agents aren't overloaded. This combination ensures VIP cases reach qualified agents who have availability.,CSM Configuration
What is the primary difference between Live Agent and Agent Chat in CSM?,multiple-choice,"Live Agent is for phone calls, Agent Chat is for messaging","Live Agent connects customers to human agents, while Agent Chat is the interface agents use",Live Agent is deprecated in favor of Agent Chat,They are the same feature with different names,,,,,,,,,,,,2,Live Agent is the customer-facing chat functionality that connects customers to human agents for real-time support. Agent Chat is the interface that agents use to conduct chat conversations with customers.,CSM Configuration
What are Response Templates used for in CSM?,multiple-choice,To define automated email responses to customers,To provide pre-written responses that agents can use during interactions,To template case resolutions for reports,To create response time SLA definitions,,,,,,,,,,,,2,Response Templates provide pre-written responses that agents can quickly insert during customer interactions. This improves consistency and efficiency by allowing agents to use standardized responses for common scenarios.,CSM Configuration
Which features are configured in the Case Management category of CSM Guided Setup? (Choose 2),multiple-choice,Create matching rules for case routing,Configure customer portals,Create assignment rules for case routing,Set up product models,,,,,,,,,,,,"1,3",The Case Management category in Guided Setup includes tasks for creating matching rules and assignment rules for case routing. These rules work together to automatically route cases to appropriate agents.,CSM Configuration
What is the purpose of interaction state transitions in CSM?,multiple-choice,To track which agents are online,To define the flow of customer communications from initial contact through resolution,To manage state changes in virtual machines,To configure state-based business rules,,,,,,,,,,,,2,"Interaction state transitions define how customer communications flow through the system, from initial contact (New) through various states (Active, Closed, etc.). This tracks the lifecycle of the omnichannel interaction.",CSM Configuration
What does the Customer History Component display in CSM Workspace?,multiple-choice,A log of all system configuration changes,"Previous interactions, cases, and activities associated with the customer",A history of product price changes,Agent performance history,,,,,,,,,,,,2,"The Customer History Component displays previous interactions, cases, and activities associated with the customer. This gives agents context about the customer's relationship history with the company.",CSM Configuration
"A company needs to configure CSM so that when customers contact support for products they own, agents can immediately see those products during the interaction. Which features should be configured?",multiple-choice,Customer Central with Install Base integration,Response Templates with product catalog,Virtual Agent with Knowledge Management,SLA definitions with product filtering,,,,,,,,,,,,1,Customer Central with Install Base integration allows agents to see the customer's owned products (install base items) directly in the workspace during interactions. This provides immediate context about what the customer owns.,CSM Configuration
What is the recommended method for configuring CSM case management features?,multiple-choice,Manually navigate to each configuration page,Use the Customer Service guided setup,Import an XML update set with default configuration,Run a PowerShell configuration script,,,,,,,,,,,,2,"The Customer Service guided setup (Customer Service > Administration > Guided Setup) walks through the entire setup and configuration process for case management, providing a structured approach to configuring all required features.",CIS-CSM
An organization wants to automatically route incoming cases to the most qualified agent based on skills and availability. Which CSM feature should they configure?,multiple-choice,Case routing with matching rules only,Assignment workbench with matching criteria and configuration,Auto-assignment based on round-robin,Direct assignment through the case form,,,,,,,,,,,,2,The assignment workbench uses configurable criteria such as skills and availability to evaluate agents in a group and provide an overall ranking. Managers can view results and assign tasks with one click. It requires creating matching criteria and an assignment workbench configuration.,CIS-CSM
What does the case action status feature provide in CSM?,multiple-choice,Automatic case closure after a defined period,Visual indicators in the case list to highlight cases that need attention,Automated email notifications for overdue cases,Dashboard widgets showing case volume trends,,,,,,,,,,,,2,Case action status provides visual indicators in the Action Status column on the case list. It tracks blocking tasks and helps agents quickly identify and prioritize cases that need attention.,CIS-CSM
Which plugins are required to activate Major Issue Management in CSM? (Choose two.),multiple-choice,Customer Service [com.sn_customerservice],Targeted Communications [com.sn_publications],Performance Analytics [com.snc.pa],Virtual Agent [com.glide.cs.chatbot],,,,,,,,,,,,"1,2","Major Issue Management requires three plugins: Customer Service, Targeted Communications, and Task Communications Management. Both Customer Service and Targeted Communications are essential dependencies.",CIS-CSM
A CSM administrator wants to bring important customer information to agents' attention when they open a case. Which feature should be configured?,multiple-choice,Case action status indicators,Special handling notes,Escalation management,Case digest summaries,,,,,,,,,,,,2,"Special handling notes bring important case information to an agent's attention. They can be configured to display as pop-up windows or in a related list on the case form, ensuring agents see critical customer-specific information.",CIS-CSM
What happens when case synchronization is enabled for major issue management?,multiple-choice,All cases in the system are automatically linked together,Fields from the major (parent) case are synchronized to associated child cases,Case data is replicated to a backup instance,Customer contact information is synced across all their cases,,,,,,,,,,,,2,"When case synchronization is enabled, fields from the major (parent) case are synchronized to associated child cases. This is configured through the system property 'Synchronize fields from parent to child case.'",CIS-CSM
How does CSM case routing work to assign cases to agents?,multiple-choice,Cases are randomly distributed to available agents,"Matching rules identify cases that meet conditions, then assignment rules route them to agents",All cases go to a manager who manually assigns them,Cases are assigned based on alphabetical order of agent last names,,,,,,,,,,,,2,"CSM case routing uses a two-step process: matching rules identify cases that meet certain conditions, and then assignment rules route those matched cases to appropriate customer service agents.",CIS-CSM
"Which new Zurich feature in CSM allows predefined templates to auto-apply based on case conditions, bringing structure to complex case handling?",multiple-choice,Case Workflow Builder,Task Plan Templates,Dynamic Case Routing,Case Automation Rules,,,,,,,,,,,,2,"Task Plan Templates is a new Zurich feature that brings structure and speed to complex case handling. Predefined templates auto-apply based on case conditions, so agents no longer need to guess what comes next. Process owners can quickly adapt workflows to changing rules.",Case Management
"In Zurich, which new component allows CSM agents to view all customer activity—actor-related and non-actor-related—in a single, searchable timeline?",multiple-choice,Customer 360 View,Activity Stream,Customer History Component,Case Timeline Widget,,,,,,,,,,,,3,"The Customer History Component is new in Zurich and allows agents to view all customer activity in a single, searchable timeline. It can filter by type or date, refresh data dynamically, and be customized with milestones, icons, and branding.",Workspace Configuration
Which new Zurich store app helps CSM administrators classify and protect sensitive customer data including PII?,multiple-choice,Data Loss Prevention,CSM Data Privacy,Customer Data Vault,PII Scanner,,,,,,,,,,,,2,Zurich introduces a CSM Data Privacy store app that simplifies classification of sensitive customer data. It provides out-of-the-box templates and integrates with ServiceNow Vault for privacy controls.,CSM Configuration
What Zurich enhancement allows CSM agents to launch record producers directly from the service selector in the Configurable Workspace?,multiple-choice,Service Catalog Integration,Quick Case Creator,Record Producer in CSM Configurable Workspace,Universal Intake Form,,,,,,,,,,,,3,"Zurich allows agents to launch record producers directly from the CSM service selector in the Configurable Workspace. This lets admins reuse portal intake processes without rebuilding them, creating a unified intake experience.",Workspace Configuration
Which Zurich enhancement to the Declarative Framework allows admins to manage responsibility access configurations through a UI instead of custom scripting?,multiple-choice,Access Control Rules UI,Enhanced UI-based responsibility access configurations,Role-Based Access Designer,Permission Matrix Editor,,,,,,,,,,,,2,"Zurich enhances the Declarative Framework with UI-based responsibility access configurations. Admins can now set and view access controls through an intuitive interface using filters and table mappings, reducing the need for custom scripting.",CSM Configuration
Which business model should be used when a company sells products or services directly to individual consumers without involving intermediaries?,multiple-choice,B2B,B2C,B2B2C,B2B2E,,,,,,,,,,,,2,"B2C (Business-to-Consumer) is the business model where a company sells products or services directly to individual consumers. In this model, the end customer is a consumer who interacts directly with the service provider.",CSM Foundational Data Model
"In the B2B business model, which table is used to store information about companies that receive services?",multiple-choice,Consumer [csm_consumer],Customer Account [customer_account],Customer Contact [customer_contact],User [sys_user],,,,,,,,,,,,2,"In the B2B model, the Customer Account table [customer_account] stores information about the companies (accounts) that receive services. Customer contacts are the individual people at those accounts.",CSM Foundational Data Model
Which plugin must be activated before installing Customer Data Models for B2B2C?,multiple-choice,Customer Service Management [com.sn_customerservice],Customer Service Install Base Management [com.snc.install_base],Advanced Work Assignment [com.snc.awa],Case Management [com.snc.case],,,,,,,,,,,,2,"The Customer Service Install Base Management plugin [com.snc.install_base] must be activated before installing Customer Data Models for B2B2C, as the B2B2C model relies on install base functionality to track products owned by consumers.",CSM Foundational Data Model
What is the purpose of install base management in Customer Service Management?,multiple-choice,To manage the installation of ServiceNow plugins,To track products and assets that customers own or have installed,To configure the base URL for customer portals,To install software updates on customer systems,,,,,,,,,,,,2,"Install base management tracks the products and assets that customers own or have installed. This enables agents to see what products a customer has, their configurations, service history, and associated contracts or entitlements.",CSM Foundational Data Model
Which role is required to create characteristics for install base items in CSM?,multiple-choice,admin,sn_customerservice_agent,sn_customerservice_manager,itil,,,,,,,,,,,,3,"Only users with the sn_customerservice_manager role can create characteristics for install base items. Administrators can activate the Install Base Characteristics plugin to capture and view characteristics, but the manager role is needed to create them.",CSM Foundational Data Model
Which table stores install base characteristics in Customer Service Management?,multiple-choice,sn_customerservice_case,sn_install_base_item,sn_install_base_item_characteristic,customer_product,,,,,,,,,,,,3,Install base characteristics are stored in the Install Base Characteristics table [sn_install_base_item_characteristic]. Both install base and product model characteristics are displayed in related lists on the install base form.,CSM Foundational Data Model
"When the Customer Data Models for B2B2C plugin is activated, which role is automatically inherited by customer service agents?",multiple-choice,sn_acct_consumer.consumer,sn_acct_consumer.agent,sn_customerservice_manager,admin,,,,,,,,,,,,2,"When the Customer Data Models for B2B2C plugin is activated, customer service agents inherit the account consumer agent role (sn_acct_consumer.agent). Consumers who are added as account consumers receive the sn_acct_consumer.consumer role.",CSM Foundational Data Model
What is the B2B2E business model in Customer Service Management?,multiple-choice,Business-to-Business-to-Everyone,Business-to-Business-to-Employee,Business-to-Business-to-Enterprise,Business-to-Business-to-Environment,,,,,,,,,,,,2,"B2B2E stands for Business-to-Business-to-Employee. This model is used when a company provides services to another business's employees, such as a benefits provider serving employees of client companies.",CSM Foundational Data Model
What is the purpose of the product model in CSM?,multiple-choice,To define the organizational hierarchy of customer accounts,"To define what products a company sells, including attributes and configurations",To model customer service agent performance metrics,To configure the visual layout of the customer portal,,,,,,,,,,,,2,"Product models define what products a company sells, including their attributes, configurations, and relationships. Product model characteristics are non-configurable and directly taken from the product model associated with an install base item.",CSM Foundational Data Model
What determines the services a customer can access in CSM?,multiple-choice,User roles assigned to the customer,Contracts and entitlements,The customer's geographic location,The number of cases they have created,,,,,,,,,,,,2,"Contracts and entitlements determine what services a customer can access and under what conditions. Entitlements define service levels, support hours, and specific service features available to customers based on their contracts.",CSM Foundational Data Model
Which items are installed with the Customer Data Models for B2B2C plugin? (Choose 2),multiple-choice,Business rules: Mandatory account or consumer,Flow Designer templates for case escalation,"UI policies for Case, Interaction, Sold Product, and Install Base Items tables",Custom mobile application for B2B2C users,,,,,,,,,,,,"1,3","The Customer Data Models for B2B2C plugin installs business rules including 'Mandatory account or consumer' and UI policies for the Case, Interaction, Sold Product, and Install Base Items tables to support the B2B2C data model.",CSM Foundational Data Model
On which portals can users view install base characteristics associated with parent install base items?,multiple-choice,Only the IT Service Portal,"Customer Service, Consumer Service, and Business Location Service Portal",Only the Employee Service Center,All ServiceNow portals by default,,,,,,,,,,,,2,"Install base characteristics can be viewed on the Customer Service Portal, Consumer Service Portal, and Business Location Service Portal (BLSP). Note that characteristics associated with child items are not visible on the portals.",CSM Foundational Data Model
What is the relationship between a sold product and a contract in CSM?,multiple-choice,Sold products and contracts are unrelated concepts,A sold product can be associated with a service contract to define entitlements,A contract automatically creates sold products,Contracts replace the need for sold products,,,,,,,,,,,,2,A sold product can be associated with a service contract to define the customer's entitlements for that product. This relationship enables tracking what services and support levels the customer is entitled to for specific products.,CSM Foundational Data Model
"A telecommunications company sells phones to retail stores, which then sell to individual consumers. What CSM business model should be implemented?",multiple-choice,B2C,B2B,B2B2C,B2B2E,,,,,,,,,,,,3,B2B2C (Business-to-Business-to-Consumer) is the correct model when a company sells through business partners (retail stores) to reach individual consumers. This model allows tracking of both the business relationship and the end consumer.,CSM Foundational Data Model
What script modification is required to enable internal users (sys_user) as Unified Consumer users in CSM?,multiple-choice,Modify the sys_user table directly to add consumer flag,Update the Consumer script include to add sys_user to userExtensions,Create a new UI policy on the consumer form,Add the consumer role to sys_user through Access Control,,,,,,,,,,,,2,"To enable internal users as Unified Consumer users, you must update the Consumer script include and add sys_user to the userExtensions array in the initialize method. This allows sys_users to be included in the consumer reference list.",CSM Foundational Data Model
Which types of install base characteristics exist in CSM?,multiple-choice,Only configurable characteristics,Only product model characteristics,Configurable and non-configurable (product model) characteristics,System-defined and user-defined characteristics,,,,,,,,,,,,3,"Install base items have two types of characteristics: configurable characteristics that vary from product to product, and non-configurable product model characteristics that are directly taken from the associated product model.",CSM Foundational Data Model
"In a B2B2C data model, which record type represents the end user who actually uses the product or service?",multiple-choice,Account,Contact,Consumer,Partner,,,,,,,,,,,,3,"In the B2B2C model, the Consumer record represents the end user. The business customer (Account) sells to or supports their consumers, and ServiceNow CSM tracks these consumers separately from the business contacts.",CIS-CSM
What is the purpose of an install base item in CSM?,multiple-choice,To track software licenses across the organization,To represent a specific product or service instance owned or used by a customer,To manage the installation process for new software,To store the customer's IT infrastructure configuration,,,,,,,,,,,,2,"Install base items represent specific instances of products or services that a customer owns or uses. They enable tracking of service requirements, warranties, and maintenance needs for individual customer assets.",CIS-CSM
A customer has a service contract that covers multiple products. Each product has specific support entitlements. How are entitlements associated in the CSM data model?,multiple-choice,"Entitlements can only be associated with accounts, not individual products","Entitlements are associated with service contracts and can be linked to specific products, assets, or accounts",Each product must have its own separate service contract,Entitlements are automatically created when a product is added to the CMDB,,,,,,,,,,,,2,"Service entitlements can be associated with a product, an asset, an account, or a contract. A single service contract can include multiple entitlements covering different products or services.",CIS-CSM
