Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which of the following fields are synchronized between Asset and CI records? (Choose 3),multiple-choice,Serial Number,Description,Assigned to,Location,,,,,,,,,,,,"1,3,4","Fields synchronized between Asset and CI include: Asset tag, Assigned, Assigned to, Company, Cost (asset to CI only), Cost center, Department, Location, Model, Serial number, and many others. Description is not in the synchronized field list.",Data Integrity & Sources
Which HAM version is required to access the Asset Total Cost of Ownership feature?,multiple-choice,Hardware Asset Management 9.0.0 or later,Hardware Asset Management 10.0.0 or later,Hardware Asset Management 11.0.0 or later,Hardware Asset Management 12.0.0 or later,,,,,,,,,,,,2,You must install Hardware Asset Management 10.0.0 version or later to access the Asset Total Cost of Ownership feature.,Financial Management
Which types of rate cards does Hardware Asset Management support for TCO tracking? (Choose two.),multiple-choice,Task rate cards,Labor rate cards,Software rate cards,Depreciation rate cards,,,,,,,,,,,,"1,2",The Hardware Asset Management application supports Task rate cards and Labor rate cards for TCO tracking. The labor rate card is a part of the created expense line and is valid if you've included the labor rate card information with the task rate card.,Financial Management
How frequently does the Calculate Depreciation scheduled job run by default?,multiple-choice,Daily,Weekly,Bi-weekly,Monthly,,,,,,,,,,,,2,"By default, the sn_itam_trigger_depreciation_job_after_days system property is set to 7. Therefore, the Calculate Depreciation scheduled job runs weekly to calculate depreciation amount.",Financial Management
How is Total Cost of Ownership (TCO) calculated for a hardware asset?,multiple-choice,Purchase cost only,Sum of all expense lines (capital cost + operational cost) incurred during the asset's lifetime,Depreciation value minus salvage value,Monthly lease payments multiplied by the lease term,,,,,,,,,,,,2,"TCO is the sum of all expenses that occurred on the asset during its lifetime, including initial capital cost (purchase cost) and all operational costs tracked via expense lines.",Financial Management
Which rate cards does Hardware Asset Management support for TCO tracking? (Choose 2),multiple-choice,Task rate cards,Depreciation rate cards,Labor rate cards,Vendor rate cards,,,,,,,,,,,,"1,3",HAM supports Task rate cards and Labor rate cards. Labor rate cards are included as part of expense lines and are valid when included with task rate card information.,Financial Management
What is the default TCO benchmark threshold percentage used in HAM?,multiple-choice,50% of the TCO benchmark cost,75% of the TCO benchmark cost,90% of the TCO benchmark cost,100% of the TCO benchmark cost,,,,,,,,,,,,2,"The TCO benchmark threshold is calculated as: TCO benchmark cost × TCO benchmark threshold percentage, where the default threshold percentage is 75% of the TCO benchmark cost.",Financial Management
What formula is used to calculate Normalized TCO (TCO per month) when the useful life is equal to or greater than asset life?,multiple-choice,(Purchase cost + Operational cost) / Asset life,(Purchase cost / Useful life) + (Sum of operational cost / Asset life),Total cost / Number of months in service,Purchase cost / Useful life,,,,,,,,,,,,2,"When useful life ≥ asset life, Normalized TCO = (Purchase cost / Useful life) + (Sum of operational cost / Asset life). This separates capital and operational cost normalization.",Financial Management
Which assets are excluded from TCO calculation and tracking? (Choose 2),multiple-choice,Bundle assets,Serialized assets,Pallet assets,Leased assets,,,,,,,,,,,,"1,3","TCO is not calculated for Bundle assets, Pallet assets, individual consumables, excluded assets, and assets that are part of opted-out model categories. Consumables used as child assets have their expense lines added to the parent asset.",Financial Management
What is the subscription unit ratio for End User Computers in the HAM licensing model?,multiple-choice,1:1,3:1,4:1,10:1,,,,,,,,,,,,3,"End User Computers have a subscription unit ratio of 4:1, meaning 4 computer assets require 1 subscription unit. For example, if 1 license costs $100, then 4 computer assets cost $100.",Financial Management
Which HAM license resource categories have a subscription unit ratio of 1:1? (Choose 2),multiple-choice,Servers,Network Gear,Unclassified hardware,Monitors,,,,,,,,,,,,"1,3",Servers and Unclassified hardware both have a 1:1 subscription unit ratio. Network Gear is 5:1 and Monitors is 15:1.,Financial Management
An organization wants to distribute contract costs evenly across assets. Which option should they use on the contract rate card?,multiple-choice,Allocate and distribute amount asset options,Per-unit cost calculation,Weighted cost distribution,Equal split allocation,,,,,,,,,,,,1,"For contract cost distribution, use the 'allocate and distribute amount asset' options on the contract rate card. You must add assets to the 'Asset covered' for the contract rate card.",Financial Management
Which HAM workflows support TCO tracking through rate cards? (Choose 3),multiple-choice,Disposal,Discovery,Zero Touch Refresh,Return Merchandise Authorization (RMA),,,,,,,,,,,,"1,3,4","HAM workflows with TCO rate card support include: Disposal, Donation, Zero Touch Refresh, Contract renewal, RMA, Lease, Loaner, Hardware asset refresh, and Asset reclamation.",Financial Management
Which role provides full access to all Hardware Asset Management features in ServiceNow?,multiple-choice,asset,inventory_admin,ham_admin,itil,,,,,,,,,,,,3,The ham_admin role is available only when Hardware Asset Management (HAM) is installed and provides access to all HAM features. This is the most comprehensive role for HAM functionality.,ITAM Overview & Fundamentals
Which roles can access the Hardware Asset Workspace? (Choose two.),multiple-choice,procurement_user,knowledge_manager,inventory_admin,hr_admin,,,,,,,,,,,,"1,3","Both procurement_user and inventory_admin roles can access Hardware Asset Workspace. The procurement_user has access to procurement tasks such as creating purchase orders and viewing transfer orders, while inventory_admin has access to create, edit, manage, and delete stockrooms.",ITAM Overview & Fundamentals
Which plugin must be activated to enable Hardware Model Normalization?,multiple-choice,com.sn_hwnorm plugin is activated separately,com.sn_hwnorm is activated when Hardware Asset Management [sn_hamp] is activated,com.snc.asset_management plugin,Hardware Model Normalization requires no plugin activation,,,,,,,,,,,,2,The Hardware Model Normalization (com.sn_hwnorm) plugin is automatically activated when you activate the Hardware Asset Management [sn_hamp] plugin. No separate activation is required.,ITAM Overview & Fundamentals
Which application triggers the retire asset event when a change ticket to retire a server is implemented?,multiple-choice,Hardware Asset Management,Change Management,Asset Lifecycle Automation,Configuration Management,,,,,,,,,,,,2,"When a change is implemented to retire a server, the Change Management application triggers the retire asset event. This then creates a retire task that automatically updates the CI, related asset record, software allocations, and maintenance contracts.",ITAM Overview & Fundamentals
"When an asset is retired or swapped via an incident, how is the Stockroom field populated? (Choose two.)",multiple-choice,Based on the location of the asset,The field remains empty if no stockroom exists at the asset location,The field is always populated with the default system stockroom,A random stockroom from the same region is selected,,,,,,,,,,,,"1,2","When an asset is retired or swapped via an incident, the Stockroom field is populated based on the location of the asset. If there isn't any stockroom in the location of the asset, then the Stockroom field isn't populated.",ITAM Overview & Fundamentals
Which system property must be set to false to disable mandatory asset action validation when closing incidents in HAM version 11.0.2 or later?,multiple-choice,sn_hamp.disable_asset_action_incident,sn_hamp.enable_asset_action_validation_incident,sn_hamp.require_asset_action,sn_hamp.asset_validation_mode,,,,,,,,,,,,2,"From Hardware Asset Management version 11.0.2 onward, if you don't want to enforce any asset action for the closure of an incident, you can set the value of the system property sn_hamp.enable_asset_action_validation_incident to false.",ITAM Overview & Fundamentals
"Which of the following statements about asset tasks in HAM are true?
a) Asset tasks for deploy, replace, and retire operations automatically update the CI/asset record.
b) The Change Management application provides Deploy and Retire asset tasks.
c) The Incident Management application provides Deploy asset tasks.
d) Field Service Management provides the Deploy asset task.",multiple-choice,"a, b, c, and d","a, b, and c only","a, b, and d only",a and b only,,,,,,,,,,,,3,"Statement c is false - Incident Management provides Update/Repair, Swap, and Retire tasks, NOT Deploy. Change Management provides Deploy and Retire tasks. Field Service Management provides Deploy. All asset tasks automatically update CI/asset records.",ITAM Overview & Fundamentals
"Which role is required to create, modify, and delete records in the base Model [cmdb_model] table?",multiple-choice,asset,model_manager,ham_admin,catalog_admin,,,,,,,,,,,,2,"The model_manager role provides access to create, modify, and delete records of the base Model [cmdb_model] table. This role is essential for maintaining model definitions in HAM.",ITAM Overview & Fundamentals
What happens to excluded assets in the automated asset lifecycle workflow?,multiple-choice,They are processed with a different workflow,They require manual update of asset records or CIs,They are automatically deleted from the system,They are moved to a quarantine stockroom,,,,,,,,,,,,2,The automated workflow isn't triggered for excluded assets. You must manually update your asset records or CIs for the excluded assets.,ITAM Overview & Fundamentals
"When a retire task is triggered for a server via a change ticket, which records are automatically updated? (Choose three.)",multiple-choice,CI,Related asset record,Software allocations,Purchase orders,Maintenance contracts,,,,,,,,,,,"1,2,5","When a retire task is triggered, it automatically updates the CI, the related asset record, software allocations, and maintenance contracts. However, the question asks for three, and the four items that are updated are: CI, related asset record, software allocations, and maintenance contracts. Purchase orders are NOT automatically updated.",ITAM Overview & Fundamentals
"Which view in the Hardware Asset Workspace displays Asset counts by model category, lifecycle state, and asset value by model category?",multiple-choice,Overall performance section,360 asset view section,Inventory view,Procurement view,,,,,,,,,,,,2,"The 360 asset view section in the Hardware asset overview displays Asset counts by model category and lifecycle state, and asset value by model category.",ITAM Overview & Fundamentals
Which system property enables lazy loading of reports on the Hardware asset overview page to improve performance?,multiple-choice,sn_hamp.enable_lazy_loading,sn_itam_workspace.asset_overview_enable_lazy_loading,sn_ham.report_lazy_load,glide.ui.lazy_load_reports,,,,,,,,,,,,2,"The system property sn_itam_workspace.asset_overview_enable_lazy_loading provides the option to either selectively load reports on demand or load reports concurrently with the page. By default, this property is set to False.",ITAM Overview & Fundamentals
Which minimum HAM version is required to access the Asset Total Cost of Ownership feature?,multiple-choice,HAM 8.0.0,HAM 9.0.0,HAM 10.0.0,HAM 11.0.0,,,,,,,,,,,,3,You must install Hardware Asset Management version 10.0.0 or later to access the Asset Total Cost of Ownership feature.,ITAM Fundamentals
What resource categories were added with HAM license version 5.0? (Choose 2),multiple-choice,End User Computers and Servers,Monitors and Storage,Printers and Unclassified hardware,Mobile Devices and Network Gear,,,,,,,,,,,,"2,3","Unclassified hardware, Monitors, Storage, and Printers are available with HAM version 10.1.0 and later only when you upgrade to HAM license version 5.0. You must explicitly opt in these resource categories.",ITAM Fundamentals
How does the system property glide.create_alm_asset.async affect asset creation?,multiple-choice,Assets are created in batches of 100,"When true, assets are created by a scheduled job that runs every 15 minutes instead of immediately",Assets are created through an API call to an external system,Asset creation is disabled until manual trigger,,,,,,,,,,,,2,"When set to true, the 'Asset - Create asset delayed sync' scheduled job runs every 15 minutes to create assets. This allows a large number of CIs to be created quickly without waiting for asset creation. When false (default for upgrades from Orlando or earlier), assets are created immediately.",ITAM Fundamentals
What is the purpose of the five disposal order tasks in the asset disposal workflow?,multiple-choice,"Verify, Schedule pickup, Pack, Ship, Confirm","Planning, Scheduling, Verification, Departure, Confirmation","Approve, Document, Wipe, Pack, Dispose","Identify, Assess, Approve, Process, Archive",,,,,,,,,,,,2,"The disposal workflow guides through five tasks: planning, scheduling, verification, departure, and final confirmation. Closing each task completes it and creates the next task in the workflow.",ITAM Fundamentals
Which asset tasks are available in Incident Management? (Choose 3),multiple-choice,Update/Repair,Deploy,Swap,Retire,,,,,,,,,,,,"1,3,4","Incident Management supports three asset tasks: Update/Repair, Swap, and Retire. Deploy is available in Change Management and Field Service Management, not Incident Management.",ITAM Fundamentals
A HAM administrator wants to disable the mandatory asset action requirement when closing incidents. Which system property should be set to false?,multiple-choice,sn_hamp.enable_asset_action_validation_change_request,sn_hamp.enable_asset_action_validation_incident,glide.create_alm_asset.async,sn_hamp.enable_custom_category_licensing,,,,,,,,,,,,2,Setting sn_hamp.enable_asset_action_validation_incident to false removes the mandatory asset action requirement when closing incidents. Available from HAM version 11.0.2 onward.,ITAM Fundamentals
Which Procurement view widget shows the count of purchase orders that aren't received and aren't canceled?,multiple-choice,Expenditure by vendor,Purchase order pending delivery,Requests pending approval,Open purchase orders,,,,,,,,,,,,2,"The 'Purchase order pending delivery' widget shows the count of purchase orders that aren't received and aren't canceled. Only purchase orders with status of Requested, Ordered, or Pending Delivery are displayed.",Operational Integration
Which filters are available in the Procurement view of the Hardware Asset Workspace? (Choose three.),multiple-choice,Location,Stockroom,Domain,Vendor,Model category,,,,,,,,,,,"1,2,3","You can use Location, Stockroom, and Domain filters in the Procurement view to narrow down your results. Note: The Domain filter is available only when Domain Extensions Installer and Domain Separation plugins are enabled.",Operational Integration
Which plugins must be enabled for the Domain filter to appear in the Procurement view?,multiple-choice,Domain Separation only,Domain Extensions Installer and Domain Separation,Multi-tenancy and Domain Separation,Hardware Asset Management and Domain Separation,,,,,,,,,,,,2,The Domain filter is available only when you've enabled the Domain Extensions Installer (com.glide.domain.msp_extensions.installer) and Domain Separation (plugin com.snc.pa.domain_support) plugins.,Operational Integration
"Which Procurement view widget shows requests for which a purchase order, local order, or transfer order hasn't been initiated?",multiple-choice,Requests pending approval,Requests by state for last 30 days,Requests that require sourcing,Open purchase orders,,,,,,,,,,,,3,"The 'Requests that require sourcing' widget shows a list of requests for which a purchase order, local order, or transfer order hasn't been initiated.",Operational Integration
"Which inventory report helps identify suitable replacement options for assets that are in use, in maintenance, pending repair, or defective?",multiple-choice,Supply vs Demand report,Inventory availability report,Open demands report,Stockroom inventory report,,,,,,,,,,,,2,"The Inventory availability report is used to determine suitable replacement options for assets and their child components that are in use, in maintenance, pending repair, or defective.",Operational Integration
What information does the Inventory availability report help determine? (Choose two.),multiple-choice,Quantity of available substitute models locally,Total cost of ownership for assets,Estimated lead time for new purchases,Depreciation amount for assets,,,,,,,,,,,,"1,3","The Inventory availability report helps determine the quantity of available substitute models that can be used locally, moved through distribution channels, and estimate the lead time for new purchases.",Operational Integration
Which HAM version is required to access the inventory reports feature?,multiple-choice,Hardware Asset Management version 10.0.0 or later,Hardware Asset Management version 11.0.0 or later,Hardware Asset Management version 12.0.0 or later,Hardware Asset Management version 13.0.0 or later,,,,,,,,,,,,4,The inventory reports are available with Hardware Asset Management version 13.0.0 and later.,Operational Integration
Which report helps you determine if you have enough assets to meet demand by evaluating available and incoming quantity of models in your stockroom?,multiple-choice,Inventory availability report,Supply vs Demand report,Open demands report,Asset count by lifecycle state report,,,,,,,,,,,,2,The Supply vs Demand report evaluates the available and incoming quantity of models in your stockroom and the requests for these models from different service locations. This report helps you determine if you have enough assets to meet the demand.,Operational Integration
An asset manager needs to find available stock to fulfill open sourcing requests. Which report should they use?,multiple-choice,Inventory availability report,Supply vs Demand report,Open demands report,Requests that require sourcing report,,,,,,,,,,,,3,The Open demands report is used to determine available stock within local stockrooms and distribution channels to fulfill sourcing requests that are open.,Operational Integration
"Which of the following statements about the Hardware asset overview are true?
a) The 360 asset view shows asset counts by model category and lifecycle state.
b) The Overall performance section displays discovered and undiscovered asset count.
c) The Model normalization widget shows the total number of models.
d) The Hardware asset overview supports lazy loading of reports.",multiple-choice,"a, b, c, and d","a, b, and d only",a and b only,"b, c, and d only",,,,,,,,,,,,2,"Statement c is false - the Model normalization widget shows the PERCENTAGE of hardware and consumable models that are normalized, not the total number. Statements a, b, and d are all true.",Operational Integration
Which Hardware asset overview widget shows assets that have already expired or are on the expiry date and are eligible for a refresh?,multiple-choice,Model lifecycle overview,Assets eligible for refresh by model category,Asset count by lifecycle state,Refresh requests,,,,,,,,,,,,2,"The 'Assets eligible for refresh by model category' widget shows the number of assets that have already expired or the current day is the expiry date, and are eligible for a refresh.",Operational Integration
Which subscription unit ratio applies to Mobile Devices in the HAM licensing model?,multiple-choice,4:1,5:1,10:1,15:1,,,,,,,,,,,,3,"Mobile Devices have a subscription unit ratio of 10:1, meaning 10 mobile device assets require 1 subscription unit.",Operational Integration
What system property controls whether HAM licensing applies to custom model categories?,multiple-choice,sn_hamp.enable_custom_category_licensing,sn_ham_active_entitlements,glide.create_alm_asset.async,glide.asset.create_ci_with_ire,,,,,,,,,,,,1,"The sn_hamp.enable_custom_category_licensing property (default false) controls whether HAM licensing applies to custom model categories. When true, custom model category assets are excluded from HAM workflows unless their parent is an opted-in licensable category.",Operational Integration
An organization has an on-premise ServiceNow instance. How should they store their HAM entitlement details?,multiple-choice,Upload an entitlement file to the Asset Management module,Update the sn_ham_active_entitlements system property with a comma-separated list of entitlements,Create entitlement records in the Software Entitlement table,Contact ServiceNow support to activate entitlements remotely,,,,,,,,,,,,2,"On-premise instances don't download entitlements automatically. You use the sn_ham_active_entitlements system property with comma-separated values like: ham_computer_license, ham_server_license, etc.",Operational Integration
What happens to child assets when expenses are tracked in the TCO system?,multiple-choice,Child asset expenses are tracked independently and do not affect the parent,Expenses on child assets are added to the TCO of the parent asset; removing a child doesn't affect parent TCO,Child asset expenses replace the parent asset expenses,Expenses are only tracked at the parent level and distributed to children,,,,,,,,,,,,2,"When cost is incurred on a child asset, the same cost is added to the parent asset's TCO. If a child asset is removed, its expense lines persist and the parent's TCO is not affected. If a child is swapped, one expense line is created for operational cost.",Operational Integration
What is the maximum number of lines that can be created in a Multiple model hardware asset refresh request?,multiple-choice,25,50,100,Unlimited,,,,,,,,,,,,2,"When using the Multiple model refresh type, you can create up to 50 lines, each specifying a different replacement model for a specific old asset.",Operational Integration
In which table are consumable assets stored in ServiceNow?,multiple-choice,Hardware Asset [alm_hardware],Consumable [alm_consumable],Asset [alm_asset],Consumable Model [cmdb_consumable_product_model],,,,,,,,,,,,2,Consumable assets are stored in the Consumable [alm_consumable] table. Consumables follow a slightly different life cycle from other assets and are tracked as a group of the same model rather than individually.,Practical Asset Management
Which characteristics define a group of consumables in ServiceNow? (Choose three.),multiple-choice,Same location,Same state,Same serial number,Consumed by the same asset,Same purchase date,,,,,,,,,,,"1,2,4","Consumables are assets not tracked individually but as a group of the same model. The group has one or more of these traits: Same location, Same state, or Consumed by the same asset (typically as accessories or parts).",Practical Asset Management
Which are valid lifecycle stages for consumables? (Choose three.),multiple-choice,On order,In stock,Deployed,Consumed,In maintenance,,,,,,,,,,,"1,2,4","The consumable lifecycle stages are: On order, In stock, In transit, Consumed, In maintenance, Retired, and Missing. Note that 'Deployed' is not a valid consumable state - consumables use 'Consumed' instead.",Practical Asset Management
What state and substate must a consumable asset have before it can be consumed?,multiple-choice,In stock with substate Available,In stock with substate Reserved,On order with substate Pending,In transit with substate Shipping,,,,,,,,,,,,1,"To consume consumable assets, they must have a state of In Stock and a substate of Available. This ensures only available inventory can be consumed.",Practical Asset Management
Which statement is true about consumables in ServiceNow HAM?,multiple-choice,Consumables can be pre-allocated to users,Consumables cannot be pre-allocated,Consumables are tracked with individual serial numbers,Consumables must always be associated with a hardware asset,,,,,,,,,,,,2,"Consumables cannot be pre-allocated. They are tracked by quantity as a group, not individually, which is why pre-allocation is not supported.",Practical Asset Management
What is the first task in the hardware disposal order workflow?,multiple-choice,Schedule Pickup,Verify Assets,Asset Departure,Vendor Confirmation,,,,,,,,,,,,2,"The first task in the hardware disposal workflow is Verify Assets, which occurs during the Draft stage when the hardware disposal record is created.",Practical Asset Management
"Which of the following statements about hardware disposal order stages are true?
a) Closing a task completes it and automatically creates the next task.
b) A disposal order can be canceled at any stage.
c) The Transit stage uses the Asset Departure task.
d) The final stage is Completed with no associated task.",multiple-choice,"a, b, c, and d","a, c, and d only",a and d only,b and c only,,,,,,,,,,,,2,"Statement b is false - a disposal order can be canceled ONLY until the transit stage, not at any stage. Statements a, c, and d are all true.",Practical Asset Management
An administrator closes the Schedule Pickup task in a hardware disposal workflow. What happens automatically?,multiple-choice,The disposal order is completed,The Asset Departure task is created,The Vendor Confirmation task is created,The assets are marked as Retired,,,,,,,,,,,,2,"After you close the Schedule Pickup task, the state for that task changes to Closed Complete and the next task, Asset Departure, is automatically created. This continues the disposal workflow sequence.",Practical Asset Management
Until which stage can a hardware disposal order be canceled?,multiple-choice,Draft stage,Scheduling stage,Transit stage,Confirmation stage,,,,,,,,,,,,3,"A disposal order can be canceled only until the transit stage. After the transit stage begins, the cancellation option is no longer available.",Practical Asset Management
Which task is associated with the Documentation stage of the hardware disposal workflow?,multiple-choice,Verify Assets,Vendor Confirmation,Disposal Documentation,Asset Departure,,,,,,,,,,,,3,"The Documentation stage uses the Disposal Documentation task, where documentation for the disposal record is attached before completing the workflow.",Practical Asset Management
Which feature enables fulfillment of employee hardware refresh requests through an external vendor without maintaining assets locally?,multiple-choice,Asset Transfer Order,Zero Touch Refresh,Hardware Procurement,Loaner Asset Management,,,,,,,,,,,,2,Zero Touch Refresh allows you to fulfill employee hardware refresh requests through an external vendor without having to maintain new assets in the local stockroom.,Practical Asset Management
What are the requirements for the Zero Touch Refresh flow to work? (Choose two.),multiple-choice,The employee's organization and provider must be on the same ServiceNow Cloud,MID Server must be installed at both locations,Service Bridge application must be configured on both instances,Discovery must be enabled for both organizations,,,,,,,,,,,,"1,3","The Zero Touch Refresh flow requires: 1) The employee's organization and the provider must be on the same ServiceNow Cloud, and 2) The Service Bridge application must be configured on the ServiceNow instance of both the provider and the employee's organization.",Practical Asset Management
"When a provider ships a new asset during Zero Touch Refresh, where can the shipment records be viewed?",multiple-choice,Procurement view,Assets operations view of the Hardware Asset Workspace,Inventory view,Contract management view,,,,,,,,,,,,2,You can view the shipment records with the associated assets in the Assets operations view of the Hardware Asset Workspace.,Practical Asset Management
