Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which applications manage or contribute data to CSDM tables according to ServiceNow documentation? (Choose two.),multiple-choice,Vulnerability Response,Password Reset,Software Bill of Materials,Survey Administration,,,,,,,,,,,,"1,3","Vulnerability Response, Application Vulnerability Response, third-party vulnerability integrations, and Software Bill of Materials applications manage (contribute data to) CSDM tables.",Vulnerability Response Applications and Modules
An organization wants to track progress and follow up to ensure vulnerability remediation actions worked. Which Vulnerability Response capability addresses this need?,multiple-choice,Automatic scanner rescan verification,Manual vulnerability re-import,Vulnerability state tracking with scanner confirmation,Email notifications only,,,,,,,,,,,,3,VR confirms vulnerabilities are resolved and updated automatically by detections from scanner products. This addresses the question 'How do we know if we are making progress reducing our overall risk posture?',Vulnerability Response Applications and Modules
What is the relationship between Vulnerability Response and the Security Operations suite?,multiple-choice,Vulnerability Response is a standalone product unrelated to Security Operations,Vulnerability Response is part of Security Operations and helps improve overall security posture,Security Operations is a feature within Vulnerability Response,They are competing products that cannot be used together,,,,,,,,,,,,2,The Vulnerability Response application is part of the Security Operations suite. Together these applications help protect assets by improving overall security posture.,Vulnerability Response Applications and Modules
What does 'triage' in Vulnerability Response include?,multiple-choice,Only prioritizing vulnerabilities by severity,"Creating remediation tasks, prioritizing, and assigning them to teams",Only creating vulnerability reports,Only scanning for new vulnerabilities,,,,,,,,,,,,2,"Triage in VR includes creating remediation tasks composed of multiple vulnerable items, grouping these tasks by category, prioritizing them, and assigning them to teams.",Vulnerability Response Applications and Modules
What is the primary purpose of Watch Topics in the Vulnerability Manager Workspace?,multiple-choice,To subscribe to vulnerability scanner updates,To define a segment of vulnerable items that managers want to monitor with focused overview reports,To track changes to vulnerability database entries,To create alerts for new CVE publications,,,,,,,,,,,,2,"Watch Topics define a segment of vulnerable items that managers and analysts want to monitor in the Vulnerability Manager Workspace, showing focused overview reports with trending, CI, and vulnerability-related statistics.",VR Applications and Features
What is the purpose of the Vulnerability Assessment Workspace?,multiple-choice,To manage vulnerability scanner configurations,To perform vulnerability assessment during zero-day vulnerability analysis,To generate compliance reports for auditors,To configure vulnerability integration profiles,,,,,,,,,,,,2,"The Vulnerability Assessment Workspace enables vulnerability analysts to perform vulnerability assessment during zero-day vulnerability analysis, assessing potential impact and risk.",VR Applications and Features
What are the three main workspaces in Vulnerability Response?,multiple-choice,"Scanner Workspace, Remediation Workspace, and Reporting Workspace","Vulnerability Manager Workspace, IT Remediation Workspace, and Vulnerability Assessment Workspace","Admin Workspace, Analyst Workspace, and Manager Workspace","Configuration Workspace, Integration Workspace, and Dashboard Workspace",,,,,,,,,,,,2,"Vulnerability Response supports three main workspaces: Vulnerability Manager Workspace (for managers), IT Remediation Workspace (for IT teams), and Vulnerability Assessment Workspace (for analysts during zero-day analysis).",VR Applications and Features
"In the IT Remediation Workspace, what type of information is easily available for remediation owners?",multiple-choice,Vulnerability scanner configuration details,"IT-centric information including impacted CIs, distinct CIs, solutions, and remediation progress",Integration run logs and error details,Threat intelligence feeds and indicators,,,,,,,,,,,,2,"In the IT Remediation Workspace, IT-centric information including impacted and distinct configuration items, Solutions, and remediation progress is easily available for remediation owners.",VR Applications and Features
What were Remediation Task Rules previously known as in Vulnerability Response?,multiple-choice,Assignment Rules,Vulnerability Group Rules,CI Lookup Rules,Severity Rules,,,,,,,,,,,,2,Remediation Task Rules were previously known as Vulnerability Group Rules. They are used for organizing vulnerable items into remediation tasks.,VR Applications and Features
What is the purpose of the Vulnerability Calculator in Vulnerability Response?,multiple-choice,To calculate the financial impact of vulnerabilities,To compute risk scores based on vulnerability and asset attributes,To determine the number of affected hosts,To calculate SLA compliance for remediation tasks,,,,,,,,,,,,2,"The Vulnerability Calculator computes risk scores by combining vulnerability attributes (CVSS, severity) with asset attributes (business criticality, exposure) to prioritize remediation.",CIS-VR
What is the difference between Vulnerability Response and Application Vulnerability Response?,multiple-choice,They are the same application with different names,VR handles infrastructure vulnerabilities while AVR focuses on application code vulnerabilities,AVR is the legacy version of VR,VR is for internal use while AVR is for external vendors,,,,,,,,,,,,2,"Vulnerability Response manages infrastructure and network vulnerabilities (from scanners like Qualys/Tenable), while Application Vulnerability Response handles application-layer code vulnerabilities (from SAST/DAST tools).",CIS-VR
What is the purpose of an exception rule in Vulnerability Response?,multiple-choice,To permanently delete vulnerable items,To automatically request an exception for VIs matching specific conditions,To bypass scanner integrations,To generate vulnerability reports,,,,,,,,,,,,2,"An exception rule automatically requests an exception for a specific condition for a group of vulnerable items (VIs), such as a rule with a condition based on vulnerability severity. With this rule, you can defer new and existing VIs automatically if they match the approved rule condition.",Automating Vulnerability Response
What role is required to create an exception rule in Vulnerability Response?,multiple-choice,sn_vul.remediation_owner,sn_vul.vulnerability_analyst,sn_vul.vulnerability_admin,sn_vul.vulnerability_read,,,,,,,,,,,,3,The role required to create an exception rule is sn_vul.vulnerability_admin.,Automating Vulnerability Response
What happens when an exception rule is approved?,multiple-choice,All matching VIs are immediately closed,A remediation task is created in the Deferred state,The rule is deleted from the system,A change request is automatically created,,,,,,,,,,,,2,The remediation task (VUL) is created when the rule is approved. The grouping method for this VUL is known as exception rules. The VUL is created in the Deferred state.,Automating Vulnerability Response
Which fields define the time period during which an exception rule is active? (Choose two.),multiple-choice,Valid from,Start date,Valid to,End date,,,,,,,,,,,,"1,3","The 'Valid from' field defines the date from which the rule is active to defer VIs, and 'Valid to' defines the date from which the remediation task stops accepting new VIs.",Automating Vulnerability Response
What happens when an exception rule is rejected?,multiple-choice,The rule is permanently deleted,"The rule can be reopened in Draft state, updated, and resubmitted",All associated VIs are immediately closed,The rule is archived and cannot be modified,,,,,,,,,,,,2,"If the rule is rejected, you can reopen it in the Draft state, update it, and then resubmit it for approval.",Automating Vulnerability Response
What is the 'Deferred until' field used for in an exception rule?,multiple-choice,The date when the rule becomes active,The date until when VULs and VIs are deferred; after this date the VUL closes and VIs are regrouped,The date when the rule was created,The date when email notifications are sent,,,,,,,,,,,,2,"The 'Deferred until' field specifies the date until when VULs and VIs are deferred. On this date, the created VUL is closed, all the VIs move out of the group, and group rules are reapplied.",Automating Vulnerability Response
What option enables an exception rule to run on existing VIs the first time it executes?,multiple-choice,Apply retroactively,Execute on existing data,Include historical VIs,Backfill mode,,,,,,,,,,,,2,The 'Execute on existing data' option enables you to run the exception rule on existing data the first time that the rule is run.,Automating Vulnerability Response
"Which statements about exception rule email notifications are true?
a) Email notifications are sent at every stage of the exception rule workflow
b) The requester receives an email when an exception rule is submitted
c) Email notifications are only sent when the rule is rejected
d) Emails provide the status and other details of the request",multiple-choice,"a, b, c, and d","a, b, and d only",b and c only,a only,,,,,,,,,,,,2,"Statements a, b, and d are true. Email notifications are sent at every workflow stage, including when submitted (requester gets confirmation). They provide status and details. Statement c is false - notifications are sent at all stages, not only rejection.",Automating Vulnerability Response
What system property must be enabled to automatically reevaluate and regroup VIs when assignment rules change?,multiple-choice,sn_vul.auto_regroup,sn_vul.rerun_task_rules,sn_vul.assignment_refresh,sn_vul.rule_evaluation,,,,,,,,,,,,2,"When an assignment group on an assignment rule changes, the vulnerable items can be automatically reevaluated and regrouped by enabling the system property sn_vul.rerun_task_rules.",Automating Vulnerability Response
What business rule must be activated to automate the regrouping of vulnerable items when assignment rules change?,multiple-choice,Regroup Vulnerable Items,Link to Remediation Tasks,Auto-assign VIs,Update Task Groups,,,,,,,,,,,,2,"To automate the regrouping of vulnerable items, you must activate the business rule 'Link to Remediation Tasks'. When enabled, it regroups VIs by moving them to the relevant group or creating a group if needed.",Automating Vulnerability Response
Which is NOT true about automated regrouping when the 'Link to Remediation Tasks' business rule is enabled?,multiple-choice,VIs are removed from groups without deleting the groups,Only items created using remediation task rules or remediation effort are removed,Regrouping occurs when assignment groups are manually changed,Regrouping is done automatically when assignment group changes as part of an assignment rule,,,,,,,,,,,,3,"Regrouping is done automatically ONLY when the assignment group changes as part of an assignment rule, NOT when it is manually changed. Manual changes do not trigger automatic regrouping.",Automating Vulnerability Response
A vulnerability admin needs to track deferrals that have been applied multiple times to identify potential exceptions that need permanent resolution. Which VR feature should they use?,multiple-choice,Exception rule history,Multiple deferrals module showing deferral counts,Vulnerability reports,Change request history,,,,,,,,,,,,2,"The set deferral counts scheduled job runs daily to post counts for records deferred more than once in the Deferral count column. Records are displayed in the Multiple deferrals modules for VR, AVR, and CVR.",Automating Vulnerability Response
How many vulnerability calculators are included in the Vulnerability Response base system?,multiple-choice,One,Two,Three,Four,,,,,,,,,,,,2,The Vulnerability Response base system includes two vulnerability calculators: Default Risk Calculator and Vulnerability Severity.,VR Automation and Orchestration
What happens when multiple vulnerability calculators target the same field (Risk Score)?,multiple-choice,Both calculators run and the highest score is used,All calculators run and scores are averaged,Only one calculator per target field can be active at a time,The calculators run in sequence and each modifies the result,,,,,,,,,,,,3,Only one calculator per target field (Risk Score) can be active at a time. The Vulnerability Severity calculator is disabled by default.,VR Automation and Orchestration
What is the default state of the Vulnerability Severity calculator in the base system?,multiple-choice,Active,Disabled,Active only for critical vulnerabilities,Active only in the workspace,,,,,,,,,,,,2,The Vulnerability Severity calculator is disabled by default in the Vulnerability Response base system.,VR Automation and Orchestration
What information is recorded in the Notes section when a risk score is updated on a vulnerable item?,multiple-choice,Only the new risk score value,The calculator group name and details of the update,The name of the user who triggered the recalculation,Only the timestamp of the change,,,,,,,,,,,,2,"Whenever the risk score is updated on a VIT, the Notes section is updated with the calculator group name and other update details.",VR Automation and Orchestration
An organization determines that external-facing CIs require higher risk scores. Which approach should they use in Vulnerability Response?,multiple-choice,Manually update the risk score on each vulnerable item,Create a custom vulnerability calculator using CMDB CI attributes like Internet Facing,Request the vulnerability scanner to increase severity ratings,Change the CVSS score in the NVD database,,,,,,,,,,,,2,You can use attributes like Internet Facing from the CMDB CI configuration_item table to create logic for vulnerability risk calculators that assign higher risk scores to external-facing CIs.,VR Automation and Orchestration
How does the Automatically update related vulnerable items feature work in remediation tasks?,multiple-choice,It manually adds all new VIs to every open task,"New VIs matching the task filter criteria are automatically added, and non-matching VIs are automatically removed",It only adds new VIs but never removes existing ones,It runs once daily to update all tasks,,,,,,,,,,,,2,"When the 'Automatically update related vulnerable items' checkbox is selected, new VIs matching the filter criteria are automatically added, and VIs no longer matching are automatically removed.",VR Automation and Orchestration
How can remediation tasks be automatically created in Vulnerability Response?,multiple-choice,By configuring auto-remediation rules that trigger based on vulnerability severity and CI attributes,Only through manual creation by security analysts,By importing tasks from the vulnerability scanner,Through the Change Management module only,,,,,,,,,,,,1,"Auto-remediation rules can be configured to automatically create remediation tasks based on conditions like vulnerability severity, CVSS score, and affected CI attributes.",CIS-VR
What is a vulnerable item (VIT) in ServiceNow Vulnerability Response?,multiple-choice,A vulnerability definition from the NVD database,An asset (CI) that is determined to have a vulnerability,A scanner integration configuration,A remediation task assigned to a team,,,,,,,,,,,,2,A vulnerable item (VIT) represents an asset (Configuration Item) that has been determined to have a vulnerability. VITs are the core records that vulnerability teams work with.,Getting Data into Vulnerability Response
Which two data sources does Vulnerability Response use to import vulnerability data? (Choose two.),multiple-choice,National Vulnerability Database (NVD),Microsoft Active Directory,Third-party scanner integrations,ServiceNow App Store reviews,,,,,,,,,,,,"1,3","Vulnerability data is pulled from external sources including the National Vulnerability Database (NVD) and third-party integrations (scanners like Qualys, Tenable, Rapid7).",Getting Data into Vulnerability Response
What happens when vulnerability detections from third-party scanners are imported into Vulnerability Response?,multiple-choice,They are stored without any CI matching,They are reconciled with assets in the CMDB,They automatically create change requests,They are immediately closed as resolved,,,,,,,,,,,,2,"Imported vulnerabilities from the NVD and detection data from third-party products are reconciled with the assets in your CMDB, linking vulnerabilities to specific Configuration Items.",Getting Data into Vulnerability Response
What types of data can be used to enhance ingested vulnerability data for better decision-making? (Choose three.),multiple-choice,Exploit intelligence,Threat intelligence,Employee satisfaction scores,Business context,Social media trends,,,,,,,,,,,"1,2,4","VR enhances ingested vulnerability data with exploit, threat intelligence, risk, and business context to help with patching and remediation strategies.",Getting Data into Vulnerability Response
What are hosts discovered by third-party vulnerability scanners that don't match any existing CIs in the CMDB called?,multiple-choice,Orphan vulnerabilities,Unmatched Configuration Items,Rogue assets,Shadow CIs,,,,,,,,,,,,2,Unmatched Configuration Items are hosts discovered by third-party vulnerability scanners that don't match any existing CI in the CMDB. This is tracked as an indicator in VR.,Getting Data into Vulnerability Response
Which integration must run first before other Rapid7 InsightVM integrations to make asset tags available for Assignment Rules?,multiple-choice,Rapid7 InsightVM Vulnerability List integration,Rapid7 InsightVM Asset List integration,Rapid7 InsightVM Scan integration,Rapid7 InsightVM Report integration,,,,,,,,,,,,2,"To make Rapid7 InsightVM asset tags available for use in the Condition filter for Assignment Rules, you must run the Rapid7 InsightVM Asset List integration before the other Rapid7 InsightVM integrations.",Getting Data into Vulnerability Response
What is the purpose of classification groups in Vulnerability Response?,multiple-choice,To assign users to security roles,To automate classification of table values based on rules,To organize scanner integrations,To generate vulnerability reports,,,,,,,,,,,,2,"Classification groups automate classification of values of a table based on the classification rules defined in the group. The condition for each rule is evaluated in order, and the first matching rule is used.",Getting Data into Vulnerability Response
Which two classification groups are included in the Vulnerability Response base system? (Choose two.),multiple-choice,Discovered Items Classification,Scanner Results Classification,Vulnerability Entry Classification,Remediation Task Classification,,,,,,,,,,,,"1,3","The Vulnerability Response base system includes two classification groups: Discovered Items Classification and Vulnerability Entry Classification, which classify discovered items and vulnerabilities respectively.",Getting Data into Vulnerability Response
When are vulnerability classification rules executed in Vulnerability Response?,multiple-choice,Only when manually triggered by an administrator,Whenever vulnerabilities and discovered items are imported,Only during the daily scheduled job,Only when remediation tasks are created,,,,,,,,,,,,2,"Whenever vulnerabilities and discovered items are imported, the vulnerability classification rules in the respective groups get executed. Based on the conditions set in the rule, the records get classified to the relevant classification group.",Getting Data into Vulnerability Response
Which is NOT true about classification groups in Vulnerability Response?,multiple-choice,"For a selected table, there can only be one active classification group","Once you create a group, you cannot delete it",Classification rules within a group are evaluated in order,You can have multiple active classification groups per table,,,,,,,,,,,,4,"For a selected table, there can only be ONE active classification group. This means you cannot have multiple active classification groups per table.",Getting Data into Vulnerability Response
An organization imports vulnerability scan results and notices some hosts don't appear in their CMDB. What VR metric tracks this issue?,multiple-choice,Unmatched CIs indicator,Missing Hosts Report,CMDB Gap Analysis,Scanner Discovery Status,,,,,,,,,,,,1,"The Unmatched CIs indicator tracks the number of imported configuration items that do not match any existing CI in the CMDB, helping identify gaps between scanner discoveries and CMDB inventory.",Getting Data into Vulnerability Response
What does AVR stand for in the context of Vulnerability Response?,multiple-choice,Automated Vulnerability Remediation,Application Vulnerability Response,Advanced Vulnerability Reporting,Asset Vulnerability Registry,,,,,,,,,,,,2,"AVR stands for Application Vulnerability Response, a feature of the Vulnerability Response application that specifically handles application vulnerabilities and imports application vulnerable items (AVITs).",Getting Data into Vulnerability Response
"Which statements about importing vulnerabilities into Vulnerability Response are true?
a) Vulnerabilities from NVD are imported as vulnerability entries
b) Scanner detections create vulnerable items linked to CIs
c) All imported vulnerabilities are automatically closed after 30 days
d) Third-party integrations can enrich vulnerability data with threat intelligence",multiple-choice,"a, b, c, and d","a, b, and d only",b and d only,a and c only,,,,,,,,,,,,2,"Statements a, b, and d are true. NVD vulnerabilities become vulnerability entries, scanner detections create VITs linked to CIs, and third-party integrations can enrich data. Statement c is false - vulnerabilities are not automatically closed after 30 days; they require remediation or manual closure.",Getting Data into Vulnerability Response
What type of vulnerable items does Container Vulnerability Response (CVR) handle?,multiple-choice,Network device vulnerabilities,Container vulnerable items (CVITs),Web application vulnerabilities,Endpoint vulnerabilities,,,,,,,,,,,,2,Container Vulnerability Response (CVR) specifically handles container vulnerable items (CVITs). It works with container-based infrastructure like Docker images.,Getting Data into Vulnerability Response
A vulnerability manager needs to verify that scanning integration data is correctly populating the CMDB. Which indicator should they check first?,multiple-choice,Vulnerable Configuration Items (CIs),Unmatched CIs,Remediation Tasks,Deferred Vulnerable Items,,,,,,,,,,,,2,The Unmatched CIs indicator shows hosts discovered by scanners that don't match CMDB entries. A high number suggests integration or CMDB data quality issues that need resolution.,Getting Data into Vulnerability Response
What is the primary goal of Vulnerability Response in processing vulnerability data?,multiple-choice,To replace vulnerability scanners,To automatically group and prioritize vulnerable items for efficient remediation,To perform network scanning,To generate CVE entries for the NVD,,,,,,,,,,,,2,The Vulnerability Response application imports and automatically groups vulnerable items according to rules that permit you to remediate vulnerabilities quickly.,Data Ingestion and Integration
What are the two primary user roles in Vulnerability Response?,multiple-choice,Scanner Admin and Report Viewer,Vulnerability Analyst and Remediation Owner,Security Admin and IT Manager,CISO and Security Engineer,,,,,,,,,,,,2,"The Vulnerability Response application has two primary user roles: Vulnerability Analysts who monitor and initiate remediation, and Remediation Owners who execute remediation tasks.",Data Ingestion and Integration
What is the definition of an exception in Vulnerability Response Exception Management?,multiple-choice,A vulnerability that has been permanently closed,A request to defer the remediation of a vulnerable item or remediation task for a specified period,An error that occurs during vulnerability data import,A vulnerability that has been falsely reported by a scanner,,,,,,,,,,,,2,"An exception is a request to defer the remediation of a VI or RT for a specified period. For example, a remediation owner can request an exception if a patch is not available.",Data Ingestion and Integration
Which TWO vulnerability scanner integrations are available out-of-the-box in ServiceNow? (Choose 2),multiple-choice,Qualys,Tenable.io,OpenVAS,Burp Suite,,,,,,,,,,,,"1,2",ServiceNow provides out-of-the-box integrations with Qualys and Tenable.io for importing vulnerability scan data into Vulnerability Response.,CIS-VR
What happens when a vulnerability scanner imports a vulnerability that already exists in ServiceNow?,multiple-choice,A duplicate record is always created,The existing record is updated with the latest scan data based on matching rules,The import is rejected entirely,The old record is deleted and a new one is created,,,,,,,,,,,,2,"Matching rules identify existing vulnerability records and update them with the latest scan data (last seen date, status, etc.) rather than creating duplicates.",CIS-VR
What is the role of the Vulnerable Item (VI) record in Vulnerability Response?,multiple-choice,It represents the vulnerability definition from the NVD database,It represents the association between a specific vulnerability and an affected configuration item,It stores the scan schedule configuration,It tracks the remediation task progress,,,,,,,,,,,,2,"A Vulnerable Item (VI) record represents the specific instance where a vulnerability exists on a particular CI, linking the vulnerability definition to the affected asset.",CIS-VR
What is the default assignment rule included in the Vulnerability Response base system?,multiple-choice,Assign to IT Operations,Assign to CI support group,Assign to Security Team,Assign to Remediation Manager,,,,,,,,,,,,2,"A default assignment rule 'Assign to CI support group' is included in the base system, assigning vulnerable items to whatever support group is set for the configuration item (CI) associated with the VIT.",Tools to Manage Vulnerability Response
What are the three methods to assign vulnerable items using the 'Assign using' field? (Choose three.),multiple-choice,User group,User group field,Email notification,Script,Calendar schedule,,,,,,,,,,,"1,2,4","There are three ways to assign vulnerable items: (1) User group - select any existing user group, (2) User group field - choose an assignment group field from cmdb_ci table, (3) Script - define conditions using code for advanced cases.",Tools to Manage Vulnerability Response
When is a vulnerable item (VIT) evaluated against assignment rules?,multiple-choice,Only when manually triggered by an administrator,"When a new VIT is opened, imported, or reopened",Every hour via a scheduled job,Only when the VIT is closed,,,,,,,,,,,,2,"Assignment rules are used to evaluate and assign a VIT when a new VIT is opened (imported, created manually, or reopened). Unless manually reapplied after the VIT changes, a VIT is evaluated once.",Tools to Manage Vulnerability Response
What happens to a VIT when none of the assignment rules match?,multiple-choice,The VIT is deleted,"The VIT is assigned to the default assignment group, if a default rule exists",The VIT is marked as invalid,The import fails with an error,,,,,,,,,,,,2,"Where the conditions do not find a match among all the other rules, the VIT is assigned to the default assignment group, if a default rule exists. The default rule is the rule with the highest execution order value.",Tools to Manage Vulnerability Response
Which button is used to rerun changed assignment rules on all active Open VIs?,multiple-choice,Refresh Rules,Apply Changes,Execute Now,Reprocess All,,,,,,,,,,,,2,"Use the Apply Changes button on the Assignment Rules list page to rerun all the changed rules on all active Open VIs, except those that were manually assigned.",Tools to Manage Vulnerability Response
Which VITs are excluded when the Apply Changes button is used to rerun assignment rules?,multiple-choice,VITs with high severity,VITs that were manually assigned,VITs created more than 30 days ago,VITs linked to critical assets,,,,,,,,,,,,2,"The Apply Changes button reruns all changed rules on all active Open VIs, EXCEPT those that were manually assigned. Assignment rules do not reevaluate manually created assignments.",Tools to Manage Vulnerability Response
A vulnerability admin wants to run high-priority rules first for critical vulnerabilities. What is the recommended approach?,multiple-choice,Create rules with alphabetical names,Set lower execution order values for high-priority rules,Mark high-priority rules as 'urgent',Create all rules in a single group,,,,,,,,,,,,2,"Run high priority rules (items that need special handling, where risk is critical) first by setting lower execution order values. Rules are evaluated in order, lowest execution order first.",Tools to Manage Vulnerability Response
What is a vulnerability calculator in Vulnerability Response?,multiple-choice,A tool to count the number of vulnerabilities,A pre-defined formula to calculate a target field when criteria are met,A report generator for vulnerability statistics,A scanner integration configuration,,,,,,,,,,,,2,A vulnerability calculator is a pre-defined formula to calculate a target field when certain criteria are met. Calculators that calculate the vulnerable item Risk Score can contain Risk Rules.,Tools to Manage Vulnerability Response
Which two calculators are included in the Application Vulnerability Response base system? (Choose two.),multiple-choice,Basic Risk Calculator,CVSS Calculator,Advanced Risk Calculator,Compliance Calculator,,,,,,,,,,,,"1,3",The Application Vulnerability Response base system includes two vulnerability calculators: Basic Risk Calculator (enabled by default) and Advanced Risk Calculator (inactive by default).,Tools to Manage Vulnerability Response
What role is required to create a Vulnerability Response calculator?,multiple-choice,sn_vul.vulnerability_read,sn_vul.vulnerability_analyst,sn_vul.vulnerability_admin,sn_vul.remediation_owner,,,,,,,,,,,,3,The role required to create a Vulnerability Response calculator is sn_vul.vulnerability_admin (or the deprecated sn_vul.admin role).,Tools to Manage Vulnerability Response
What is the recommended approach when running vulnerability calculators that contain scripts?,multiple-choice,Run script-based rules first for best performance,"Order rules to run simplest rules first, scripts only for complex cases",Disable all non-script rules,Run all rules in parallel,,,,,,,,,,,,2,You may notice performance degradation when running calculators with scripts. Order your rules to run the simplest rules first and only run scripts on items that cannot be handled with a condition and template value or a risk rule.,Tools to Manage Vulnerability Response
Which field on the VIT form indicates whether the assignment was made by a rule or manually?,multiple-choice,Assignment source,Assignment type,Assignment method,Assignment origin,,,,,,,,,,,,2,"Assignment type, whether Manual or Rule, is available from the VIT form and the list view. This helps identify how VITs were assigned.",Tools to Manage Vulnerability Response
What is NOT true about assignment rules and VITs in the Deferred state?,multiple-choice,Assignment rules do not apply to VITs in the Deferred state,Deferred VITs must be manually assigned if needed,Deferred VITs are automatically assigned by default rules,Deferred VITs are excluded from rule reapplication,,,,,,,,,,,,3,"Deferred VITs are NOT automatically assigned by default rules. Assignment rules do not apply to VITs in the Deferred state. If a VIT is deferred, you must manually assign it if needed.",Tools to Manage Vulnerability Response
