Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
A dispatcher needs to urgently assign a work order task to an alternative agent after the originally assigned agent becomes unavailable. The dispatcher wants to visually see all nearby agents and their skills before making the assignment. Which approach should the dispatcher use?,multiple-choice,Use auto-dispatch from the dispatch queue to automatically reassign to the best available agent,Navigate to Dispatcher Workspace and use the drag-and-drop capability,Open the work order task and click View Task on Map to see nearby agents with their skills and schedules,Create a new work order template with the updated assignment group,,,,,,,,,,,,3,"The task map is specifically designed for urgent dispatch or reassignment scenarios. By clicking View Task on Map, the dispatcher can see a visual representation of the task location with all nearby agents displayed as icons. Clicking an agent icon shows their name, skills, and schedule, allowing informed reassignment decisions.",Field Service Management Fundamentals
Which plugin must be activated before creating field mapping from a source table to a work order?,multiple-choice,Field Service Core plugin (com.snc.work_management),Template Management for Field Service plugin (com.snc.fsm_template_management),Field Service Dispatch plugin (com.snc.fsm_dispatch),Work Order Configuration plugin (com.snc.wm_config),,,,,,,,,,,,2,The Template Management for Field Service plugin (com.snc.fsm_template_management) must be activated to create table maps that configure field mapping from source tables to work orders.,Field Service Management Fundamentals
"In the Field Service Management workflow, which two roles are responsible for ensuring work order tasks reach the appropriate field service agents? (Choose two.)",multiple-choice,Qualifier - reviews and qualifies work orders to ensure tasks are created,Initiator - creates work orders from records like incidents or cases,Dispatcher - assigns work order tasks to the most appropriate and available agents,Administrator - configures the FSM application for automation,Agent - travels to customer locations to complete assigned tasks,,,,,,,,,,,"1,3","The Qualifier reviews and qualifies work orders to ensure work order tasks are created, then the Dispatcher assigns those tasks to the most appropriate and available agents. Together, these roles ensure tasks reach the right agents.",Field Service Management Fundamentals
A field service agent needs to block time on their personal calendar for a training session next week. The agent wants to ensure they are not assigned any work order tasks during this time. Which value should the agent select in the 'Show as' field when creating this calendar event?,multiple-choice,Free,Tentative,Busy,On call,,,,,,,,,,,,3,"Selecting 'Busy' in the Show as field excludes the block of time from agent availability calculations for auto assignment and the case assignment workbench, preventing task assignments during that period.",Field Service Management Fundamentals
Which three features are available to Dispatchers in Field Service Management? (Choose three.),multiple-choice,Dispatcher Workspace - provides everything needed in one place for smart scheduling decisions,Dynamic scheduling - automatically assigns tasks to available agents with the right skills,Guided setup - simplifies initial FSM configuration using low-code plugins,Intelligent Task Recommendation - recommends best tasks to fill gaps in agent schedules,Predictive Intelligence - finds and analyzes work orders with similar underlying issues,Now Assist for FSM - generates work order task summaries for agents,,,,,,,,,,"1,2,4","Dispatchers benefit from Dispatcher Workspace (smart scheduling in one place), Dynamic scheduling (auto-assign to agents with right skills), and Intelligent Task Recommendation (recommend tasks to fill schedule gaps). These features help dispatchers efficiently manage field teams.",Field Service Management Fundamentals
Which of the following is NOT a valid event type that can be added to an agent's personal calendar in Field Service Management?,multiple-choice,Time off,On call,Travel time,Time off - in approval,,,,,,,,,,,,3,"Travel time is not a valid event type for agent personal calendar entries. Travel time is tracked separately as part of work order task execution, not as a personal calendar event type.",Field Service Management Fundamentals
Which statements are TRUE regarding table mapping behavior when multiple table maps match a source record? (Select the statement that accurately describes the system behavior.),multiple-choice,"If multiple matching table maps have the same order, the system uses the map with the newest created date","If multiple matching table maps have different orders, the system uses the map with the lowest order number","If multiple matching table maps have the same order, the system uses the map with the older created date; if different orders exist, the system uses the map with the highest order",The system randomly selects among matching table maps when multiple maps have the same order value,,,,,,,,,,,,3,"When multiple table maps match, ServiceNow applies specific priority rules: if they have the same order, the older created date wins; if they have different orders, the highest order value takes precedence. This ensures deterministic mapping behavior.",Field Service Management Fundamentals
"In Field Service Management, what happens when a work order is created using task-driven processing?",multiple-choice,The work order is automatically assigned to the nearest available technician,A corresponding task record is instantly generated,The customer is automatically notified via email,A service level agreement is created for the work order,,,,,,,,,,,,2,"When configuring Field Service Management to use a task-driven process, each work order encapsulates a list of essential tasks. Upon the creation of a work order, a corresponding task record is instantly generated. This provides structure and clarity for intricate projects.",Field Service Management Fundamentals
"A store manager at a retail location discovers that the point-of-sale systems are having trouble reading cards. Using Mobile Agent, they scan the bar code on the PoS system. What is the immediate result of this action in a coordinated Field Service and IT Service Management environment?",multiple-choice,A work order is created and assigned to a field technician,An incident is automatically created and populated with equipment information,The system initiates a software upgrade on the PoS system,A technician is dispatched to the store location,,,,,,,,,,,,2,"When a store manager scans malfunctioning equipment using Mobile Agent, it automatically creates and populates an incident with all required equipment information, which is then assigned to the store Support Service desk. The work order is created later by the Support team if a field technician is needed.",Field Service Management Fundamentals
Which two scheduling features are categorized as interactive scheduling tools that require dispatchers to make the final assignment decision? (Choose two.),multiple-choice,Dynamic Scheduling,Auto-Assign,Intelligent Task Recommendation,Batch Optimization,Intraday Optimization,,,,,,,,,,,"2,3","Auto-Assign and Intelligent Task Recommendation are interactive tools where dispatchers utilize the system's suggestions but make the final decision. Auto-Assign manually triggers dynamic scheduling and finds suitable agents, while Intelligent Task Recommendation recommends tasks to fill gaps in agent schedules.",Field Service Management Fundamentals
Which three optional configurations can be added when setting up work orders and tasks in Field Service Management? (Choose three.),multiple-choice,Planned Work Management for scheduling recurring maintenance activities,Playbooks for guiding agents through sequences of activities,Auto-population of access hours based on customer preferences,Automatic incident creation from work orders,Time zone conversion for international scheduling,Field Service Work Configurations for capturing task-specific information,,,,,,,,,,"1,2,3","Planned Work Management allows scheduling regular activities like maintenance or inspections. Playbooks guide agents through task sequences with defined workflows. Auto-population of access hours ensures tasks are assigned only during customer operational hours based on account, location, or asset preferences.",Field Service Management Fundamentals
Which scheduling method is NOT designed to optimize task assignments for multiple field agents simultaneously?,multiple-choice,Batch Optimization,Intraday Optimization,Auto-Assign,Route Optimization,,,,,,,,,,,,3,"Auto-Assign is an interactive tool that manually triggers dynamic scheduling to find a suitable field agent for an individual task. It focuses on single task assignment where the dispatcher makes the final decision, rather than optimizing schedules for multiple agents simultaneously.",Field Service Management Fundamentals
Which statements about work order tasks in Field Service Management are true? (Choose two.),multiple-choice,Work order tasks can include automatic time recording that translates into time cards,Questionnaires can only be required after completing a task,Work order tasks can specify required agent skills and part requirements,Work order tasks must always be completed in sequential order,,,,,,,,,,,,"1,3","Work order tasks support automatic time recording that tracks and translates time worked into a time card. Tasks also contain specific details about work to be performed, including required agent skills and part requirements, which help ensure the right technician is assigned.",Field Service Management Fundamentals
Which plugin must an administrator activate to enable work order task bundling in Field Service Management?,multiple-choice,Field Service Dynamic Scheduling,Field Service Task Bundling,Field Service Route Optimization,Field Service Territory Planning,,,,,,,,,,,,2,An administrator must activate the Field Service Task Bundling plugin to bundle work order tasks. This adds work order task bundling to the instance and enables dispatchers to bundle work order tasks into logical groups.,Field Service Management Fundamentals
Which values do subtasks in a work order task bundle inherit from the parent bundle? (Choose two.),multiple-choice,State,Estimated work duration,Assigned to,Order location,Actual work end,,,,,,,,,,,"1,3","Subtasks in a bundle inherit the state, assigned to, and schedule lock values from the parent bundle. This ensures consistency across all tasks within the bundle when assignment and state changes occur.",Field Service Management Fundamentals
Which task state is NOT valid for removing a work order task from a bundle?,multiple-choice,Pending Dispatch,Draft,Work in Progress,Assigned,,,,,,,,,,,,3,"Tasks in the Accepted, Work in Progress, Cancelled, Closed Complete, or Closed Incomplete states cannot be removed from bundles. Work in Progress is an active state where work has begun, preventing removal.",Field Service Management Fundamentals
A dispatcher needs to change the scheduled start time for a subtask within an existing bundle. What is the correct procedure to ensure the changes are properly reflected in the bundle?,multiple-choice,Edit the subtask directly within the bundle and save the changes,"Modify the bundle's scheduled start time, which automatically updates all subtasks","Remove the subtask from the bundle, make the changes, then add the subtask back to the bundle",Use the Route Optimization feature to automatically recalculate the subtask timing,,,,,,,,,,,,3,"To change the work duration or scheduled start time for a subtask in a bundle, you must remove the subtask from the bundle, make the changes, then add the subtask back. When the subtask is re-added, validation occurs and pushes any changes to the bundle. If you don't follow this procedure, the changes won't reflect in the bundle.",Field Service Management Fundamentals
What is the primary function of the Dispatcher Workspace in Field Service Management?,multiple-choice,Create work order templates and configure asset management,"Efficiently manage field teams through task assignment, scheduling, and route optimization",Generate invoices and track financial transactions,Configure user roles and security policies,,,,,,,,,,,,2,"Dispatcher Workspace is the main working space for dispatchers, bringing speed and efficiency to field service scheduling. It provides dispatchers and managers with a complete view of tasks, teams, locations, and status, enabling them to manage work efficiently, simplify resource management, and maximize productivity.",Field Service Management Fundamentals
Which key features are available in Dispatcher Workspace for managing field service operations? (Choose three.),multiple-choice,"Single configurable workspace showing tasks, technician schedules, and maps",Direct customer billing integration,"Automated work assignment based on skills, parts, distance, and availability",Route optimization to reduce travel time and costs,Automatic inventory purchasing from suppliers,,,,,,,,,,,"1,3,4","Dispatcher Workspace provides: (1) a single configurable workspace showing everything from unassigned tasks to technician schedules and maps, (2) automated work assignment utilizing dynamic scheduling based on skills, availability, parts, and distance, and (3) route optimization to reduce travel time and costs by visualizing and improving multiple technician routes simultaneously.",Field Service Management Fundamentals
Which plugin must be activated before installing the Field Service Management Virtual Conferencing Integration application?,multiple-choice,Notify (com.snc.notify),Service Portal (com.glide.service-portal),Agent Workspace (com.snc.agent_workspace),Flow Designer (com.glide.process-automation),,,,,,,,,,,,1,"The Notify plugin (com.snc.notify) is a required prerequisite that must be activated before installing FSM Virtual Conferencing Integration. Notify provides support for SMS and voice channels on the platform, which is essential for virtual conferencing functionality.",Implementation Planning
"When integrating Field Service Management with Customer Service Management, which two fields on the Work Order form automatically update related fields? (Choose two.)",multiple-choice,Account field updates the Company field,Contact field updates the Caller field,Priority field updates the Urgency field,Asset field updates the Configuration Item field,Consumer field updates the Customer field,,,,,,,,,,,"1,2","According to the CSM-FSM integration documentation, updating the Account field on the Work Order form also updates the Company field, and updating the Contact field on the Work Order form updates the Caller field. These automatic field synchronizations ensure data consistency between related records.",Implementation Planning
Which task is NOT included in the Work Order Task Types category of the Field Service Management guided setup?,multiple-choice,Set Up View Rules,Set Up Business Rules,Set Up SLA Definitions,Set Up ACLs,,,,,,,,,,,,3,"Set Up SLA Definitions is not listed as a task in the Work Order Task Types category of the guided setup. The guided setup includes tasks for View Rules, UI Policies, Client Scripts, Business Rules, UI Actions, Roles, ACLs, Work Categories, Work Types, SM Config, and Work Configuration.",Implementation Planning
A company wants to implement virtual conferencing capabilities in Field Service Management using Microsoft Teams. Which two ServiceNow Store applications must be installed to support this integration?,multiple-choice,Microsoft Teams Spoke and Azure AD Integration,Notify Connector for Microsoft Teams and Microsoft Teams Communication Spoke,Microsoft Graph API Spoke and Teams Webhook Integration,Office 365 Spoke and Microsoft Teams Notifications,,,,,,,,,,,,2,"To integrate Microsoft Teams with FSM Virtual Conferencing, two specific ServiceNow Store applications are required: Notify Connector for Microsoft Teams (to manage and initiate Teams meetings directly from a task) and Microsoft Teams Communication Spoke (to manage group calls and meetings in Microsoft Communications account from ServiceNow).",Implementation Planning
Which three statements are true about the Customer Service Management and Field Service Management integration? (Choose three.),multiple-choice,Work order creation from a case automatically includes case-related information,Changes on the Case form are automatically synchronized to the Work Order form,Customers can view case-related work orders from the Customer Service Portal,The integration adds a Work Orders link to the Customer Service Portal header,Field mappings between case and work order tables cannot be customized,,,,,,,,,,,"1,3,4","The CSM-FSM integration provides these capabilities: (1) when an agent creates a work order from a case, the work order includes case-related information such as account and contact; (2) customers can view details of work orders related to their cases from the Customer Service Portal; and (3) the integration adds a Work Orders link to the Customer Service Portal and Consumer Service Portal headers.",Implementation Planning
An administrator needs to add buffer time between field service tasks to allow agents to complete documentation before traveling to the next location. Which Schedule Optimization property should be configured?,multiple-choice,Number of seconds used for task scheduling resolution,Exit buffer time,Maximum number of overlapping qualifiers in a qualifier set,Travel start interval,,,,,,,,,,,,2,Exit buffer time adds a specified amount of time (in minutes) between the end of a task and the travel start of the next task. This property is found at All > Field Service > Administration > Properties.,Implementing Field Service Processes
What happens to the Schedule Optimization qualifier type when the Field Service Territory model is enabled?,multiple-choice,The qualifier type remains as Assignment group but can be manually changed to Territory,The qualifier type automatically switches to Territory and remains fixed,Both Assignment group and Territory qualifier types become available for selection,The qualifier type must be manually configured to Territory after enabling the model,,,,,,,,,,,,2,"When the Field Service Territory model is enabled, the qualifier type automatically switches to 'Territory' and remains fixed. This means the optimization process focuses on territories instead of assignment groups.",Implementing Field Service Processes
Which two types of user groups are most commonly configured in Field Service Management? (Choose two.),multiple-choice,Agent groups,Inventory groups,Dispatcher groups,Scheduling groups,,,,,,,,,,,,"1,3",The most common types of user groups in Field Service Management include user groups for agents and dispatchers. These are essential for organizing and managing field service tasks and responsibilities.,Implementing Field Service Processes
"When setting up a user group for field service agents, which three tabs are available for adding additional configuration? (Choose three.)",multiple-choice,Skills,Locations Covered,Schedule Windows,Product Models,Service Level Agreements,,,,,,,,,,,"1,2,4","When setting up agent user groups, the available tabs include Skills (to assign required skills), Locations Covered (to assign geographic locations), and Product Models (to assign equipment used by the group). Other tabs include Roles, Group Members, Groups, and Covered by Dispatch Groups.",Implementing Field Service Processes
Which table is NOT added by the Advanced Part Sourcing feature in Field Service Management?,multiple-choice,Part Request [sn_fsm_part_request],Part Request Line [sn_fsm_part_req_line],Part Requirement [sm_part_requirement],Preferred Stockroom [sn_fsm_pref_stockroom],,,,,,,,,,,,3,"The Part Requirement [sm_part_requirement] table is NOT added by Advanced Part Sourcing - it is an existing table that is updated with new columns (Requested for, Requested quantity, Creation method, Include substitute). The other three tables are newly added by the feature.",Implementing Field Service Processes
"A company is implementing Field Service Management and needs to configure their organization structure. Their requirements are: (1) Northern California qualifiers should review work orders for both San Jose and San Francisco, and (2) Dispatchers in each city should only assign tasks to agents in their own location. Which statements correctly describe the recommended configuration? (Choose two.)",multiple-choice,Create a single NorCal Qualifiers group with both San Jose and San Francisco locations assigned,Create separate qualifier groups for San Jose and San Francisco with the wm_admin role,"Create separate dispatcher groups per city (SJ Dispatchers, SF Dispatchers) with their respective locations",Assign all dispatchers to a single regional group to simplify management,Qualifiers should be assigned the wm_agent role to review work orders,,,,,,,,,,,"1,3","Based on the example user group setup, qualifiers covering multiple locations (like NorCal) should have multiple locations assigned to a single qualifier group with the wm_qualifier role. Dispatchers should be organized by location (e.g., SJ Dispatchers, SF Dispatchers) to assign tasks only to agents in their respective areas.",Implementing Field Service Processes
"When a field agent records asset removal using the Now Mobile Agent application, what state and substate does the part change to?",multiple-choice,"State: Out of Stock, Substate: Removed","State: In Stock, Substate: Defective","State: In Use, Substate: Pending Return","State: Retired, Substate: Disposed",,,,,,,,,,,,2,"When an asset is removed, it is removed from the Asset Usages related list and the state for the part changes to In Stock and the substate changes to Defective. This allows the part to be tracked for repair or disposal.",Implementing Field Service Processes
A company has 20 technicians with appointments spread across a city and wants to reduce driving time between appointments. The administrator needs to configure Schedule Optimization to run overnight and generate an optimized schedule. Which configuration element defines the objective to minimize driving time?,multiple-choice,Optimization Scope,Scheduling Attribute,Policy,Optimization Batch,,,,,,,,,,,,3,"Policies determine how to optimize agent schedules based on defined objectives or constraints. The documentation specifically uses minimizing driving time as an example of a policy configuration. By running a batch the night before, the system evaluates all tasks and generates an optimized schedule based on the policy objectives.",Implementing Field Service Processes
Which two configuration elements are part of the Schedule Optimization workflow that must be created before scheduling batches to run automatically? (Choose two.),multiple-choice,Scheduling Attributes to define reusable optimization settings,Work Order Templates to generate tasks,Optimization Scopes to associate batches with scheduling attributes,Labor Rate Cards to calculate agent costs,Preventive Maintenance schedules to trigger work orders,,,,,,,,,,,"1,3",The Schedule Optimization configuration workflow includes configuring scheduling attributes (reusable sets of common optimization settings like travel estimate providers) and creating optimization scopes (to associate batches with existing scheduling attribute configurations). These elements work together before scheduling batches to run automatically.,Implementing Field Service Processes
Which three plugins extend Field Service Management capabilities with workforce and scheduling features? (Choose three.),multiple-choice,Field Service Crew Operations (com.snc.fsm_crew_scheduling),Field Service Management Customer Experience (com.snc.fsm_customer_experience),Field Service Multi-Day Task Scheduling (com.snc.fsm_multiday_tasks),Field Service Territory Planning (com.snc.fsm_territory_planning),Customer Service with Field Service Management (com.snc.csm_fsm_integration),Field Service Management Virtual Conferencing Integration (com.snc.fsm_vci),,,,,,,,,,"1,3,4",Field Service Crew Operations enables assigning the same set of resources repeatedly to different tasks. Field Service Multi-Day Task Scheduling enables dispatchers to assign work order tasks spanning multiple schedule entries. Field Service Territory Planning filters best matched territories for better scheduling. All three directly enhance workforce management and scheduling capabilities.,Implementing Field Service Processes
Which action is NOT available to field agents when tracking assets for a work order task using the Now Mobile Agent application?,multiple-choice,Use Part - Record the usage of an asset from inventory,Remove Part - Record the removal of a defective asset,Swap Part - Record the replacement of an asset,Order Part - Request a new part from the warehouse,,,,,,,,,,,,4,"The mobile asset tracking feature provides three options: Use Part (record asset usage), Remove Part (record asset removal), and Swap Part (record asset replacement). Ordering parts from a warehouse is handled through a separate parts request workflow, not through the asset tracking feature accessed via the Parts section of a work order task.",Implementing Field Service Processes
Which statements about Schedule Optimization based on territories are TRUE? (Choose two.),multiple-choice,"If the Territory Planning plugin is not installed, Schedule Optimization cannot run at all","When both Territory Planning and Schedule Optimization plugins are active with Territory Model enabled, tasks are exclusively optimized based on territories","Before activating the Field Service Territory Model, batches optimized by assignment groups must be made inactive",Territory-based optimization does not support overlapping territories between agents,Agents cannot have temporary start locations when using Territory Model,,,,,,,,,,,"2,3","When both the Territory Planning and Schedule Optimization plugins are installed and the Territory Model is active, tasks are exclusively optimized based on territories. Additionally, before activating the Field Service Territory Model, administrators must ensure batches optimized by assignment groups are inactive and territory-based batches are active.",Implementing Field Service Processes
What happens when the Field Service Management plugin is activated in relation to the Appointment Booking plugin?,multiple-choice,The Appointment Booking plugin must be manually activated from the Plugin Repository,The Appointment Booking plugin (com.snc.appointment_booking) is activated automatically,A service catalog request must be submitted to activate Appointment Booking,The Appointment Booking plugin requires a separate license activation,,,,,,,,,,,,2,"According to ServiceNow documentation, the Appointment Booking plugin (com.snc.appointment_booking) is activated automatically when you activate the Field Service Management plugin. This plugin also activates the Appointment Booking Demo Data plugin which provides demo data.",Implementing Field Service Processes
Which roles are included with the Appointment Booking feature? (Choose two.),multiple-choice,Appointment booking admin [sn_apptmnt_booking.appointment_booking_admin],Appointment booking dispatcher [sn_apptmnt_booking.appointment_booking_dispatcher],Appointment booking user [sn_apptmnt_booking.appointment_booking_user],Appointment booking scheduler [sn_apptmnt_booking.appointment_booking_scheduler],,,,,,,,,,,,"1,3","The Appointment Booking feature adds three roles: appointment_booking_admin (creates configurations), appointment_booking_manager (creates/updates records), and appointment_booking_user (books appointments from Customer or Consumer Service Portal). The admin and user roles are correct answers from the options provided.",Implementing Field Service Processes
A Field Service administrator notices that agents are frequently double-booking appointments. The administrator wants to disable lock validation at the business rule level for specific tables. Which property should be configured?,multiple-choice,sn_apptmnt_booking.SingleConcurrentLockAppointmentConfigs,sn_apptmnt_booking.DisableLockingOnBRLevel,sn_apptmnt_booking.return_unavailable_slots,sn_apptmnt_booking.max_appointments_returned,,,,,,,,,,,,2,The sn_apptmnt_booking.DisableLockingOnBRLevel property allows you to specify tables where locking is managed differently to prevent double bookings. Enter a comma-separated list of tables to disable lock validation at the business rule level.,Implementing Field Service Processes
"In Workforce Optimization for Field Service, what is the difference between Adherence and Conformance metrics?",multiple-choice,"Adherence measures work completed regardless of timing, while Conformance measures schedule accuracy","Adherence analyzes how closely agents follow their schedule, while Conformance measures work completed regardless of when it was done","Adherence tracks overtime hours, while Conformance tracks regular shift hours","Adherence measures agent availability, while Conformance measures task completion rate",,,,,,,,,,,,2,"According to ServiceNow documentation, Adherence is a metric to analyze how closely agents follow their schedule in completing work assignments, while Conformance measures the work completed regardless of when it was completed. A high adherence rate indicates agents are sticking to their schedules.",Implementing Field Service Processes
Which features are available with Scheduling in Workforce Optimization for Field Service? (Choose three.),multiple-choice,"Filter agents in the team calendar based on location, region, or assignment groups",Automatically generate work orders from schedule conflicts,Approve or reject agent time off and shift-swap requests,Use historical adherence reports to analyze coaching opportunities,Automatically assign agents to tasks based on GPS location tracking,,,,,,,,,,,"1,3,4","Workforce Optimization Scheduling provides these key features: filtering agents in the team calendar based on location/region/assignment groups, approving or rejecting agent time off and shift-swap requests, and using historical adherence reports to analyze and recommend coaching opportunities for agents.",Implementing Field Service Processes
"A Field Service Manager is configuring mandatory skills for Field Service Management and wants to use dynamic scheduling. After enabling the work.management.use.mandatory.skills property and configuring the Work Order forms, which matching criteria should replace the existing 'Matching Skills for Dynamic Scheduling' criteria?",multiple-choice,Matching All Skills for Dynamic Scheduling,Matching Mandatory Skills for Dynamic Scheduling,Matching Required Skills for Dynamic Scheduling,Matching Task Skills for Dynamic Scheduling,,,,,,,,,,,,2,"When using dynamic scheduling with the mandatory skills feature, you must update the task filter for the dynamic scheduling configuration and replace the 'Matching Skills for Dynamic Scheduling' matching criteria with 'Matching Mandatory Skills for Dynamic Scheduling' matching criteria.",Implementing Field Service Processes
"When creating an event configuration for an agent calendar, what are the two available Setup methods?",multiple-choice,Basic and Advanced,Simple and Scripted,Standard and Custom,Manual and Automated,,,,,,,,,,,,2,The Event Configuration form provides two Setup methods: Simple (use condition builder to set up this configuration) and Scripted (use advanced scripts to set up this configuration). The Script field becomes available when the Scripted value is selected.,Implementing Field Service Processes
Which plugins are automatically activated when you enable the Field Service Management plugin for appointment booking? (Choose two.),multiple-choice,Appointment Booking plugin (com.snc.appointment_booking),Dynamic Scheduling plugin (com.snc.dynamic_scheduling),FSM Agent Workspace plugin (com.snc.agent_workspace.fsm),Customer Service Install Base Management plugin (com.snc.install_base),Appointment Booking Demo Data plugin (com.snc.appointment_booking_demo),,,,,,,,,,,"1,3","The Appointment Booking plugin (com.snc.appointment_booking) is automatically activated when you enable the Field Service Management plugin. Additionally, the FSM Agent Workspace plugin (com.snc.agent_workspace.fsm) is activated when you enable the Field Service Management plugin.",Implementing Field Service Processes
A Field Service administrator needs to create a work plan for routine maintenance on all Apple computers in the organization. The plan should automatically include any new Apple computers added to the system. Which configuration combination should the administrator use?,multiple-choice,"Type: General, enable 'Apply to new matching records', and set filter conditions on the Computer table","Type: Model based, select Apple computer models, and enable 'Apply to new matching records'","Type: Install base, select Apple models, and enable 'Forecast work orders'","Type: Model based, select Apple computer models, and set Task creation policy to 'Add to existing'",,,,,,,,,,,,2,"For maintenance on specific computer models (Apple computers), the administrator should use 'Model based' type which allows selecting specific Product catalog items to identify CIs requiring maintenance. Enabling 'Apply to new matching records' ensures schedules are applied to all records added since the last plan execution that meet the conditions.",Implementing Field Service Processes
Which schedule entry event type is NOT available by default for agent calendar event configurations in Field Service Management?,multiple-choice,Event — Appointment,Event — Time Off,Event — Travel,Event — Meeting,,,,,,,,,,,,3,"Event — Travel is not listed among the default event type configurations. The available default types are: Event — Appointment, Event — Excluded, Event — Meeting, Event — Phone, Event — Time Off, and Event — Other.",Implementing Field Service Processes
