Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"A developer creates a new update set and sets it as the current update set. They then create a new scoped application and its first table, but notice the update set contains no customer updates. What is the most likely explanation?",multiple-choice,The developer did not have the admin role required to track update set changes,"The application was created in a new scope, so the update set in the previous scope did not capture those records",Update sets do not track table creation records by default,The update set must be marked as complete before records appear in the customer updates list,,,,,,,,,,,,2,"When a new scoped application is created, it establishes a new application scope. The update set that was created before the application belongs to a different scope, so it does not capture the records created within the new application scope. This is why the recommended practice is to use 'Publish to Update Set' after creating the application rather than relying on a pre-existing update set.",Application Development
Which of the following are capabilities of the Automated Test Framework (ATF) in ServiceNow? (Select all that apply),multiple-choice,Pre-built test steps that can be configured without writing JavaScript,Automatic rollback of test data after test execution,Screenshots captured at each step during test execution,Automatic generation of test cases from application business rules,,,,,,,,,,,,"1,2,3","ATF provides pre-built test steps that can be used without JavaScript (though JavaScript can be added for enhancement), supports rolling back test data after execution to maintain a clean environment, and captures screenshots at each step during test runs. These capabilities make ATF a powerful tool for automating repetitive validation test cases.",Application Development
A development team is building a scoped application over a two-week sprint. They need to track incremental code changes during development and deploy a stable version to a test instance at the end of the sprint. Which approach aligns with ServiceNow best practices?,multiple-choice,Create a single update set for the entire sprint and publish to the application repository when development is finished,"Use named update sets organized by story or feature for incremental development, then publish to the application repository when a stable version is ready for testing",Publish to the application repository after each individual change to ensure no work is lost,Use 'Publish to Update Set' at the end of each day to create daily snapshots for deployment,,,,,,,,,,,,2,"Named update sets should be used as smaller chunks for managing incremental development, organized by story, sprint, or feature. Publishing to the application repository should happen when the application reaches a stable version that is viable for testing or deployment. This separates the concerns of managing development (update sets) from managing deployment (application repository).",Application Development
What must be enabled on a ServiceNow instance before Automated Test Framework (ATF) tests can be executed?,multiple-choice,The ATF Test Designer plugin,Test runners,The Test Management application,Scheduled job execution for the ATF scope,,,,,,,,,,,,2,"Test runners must be enabled (switched on) on the instance before ATF tests can be executed. Test runners are the components that actually carry out the automated test steps by interacting with the ServiceNow instance. Without active test runners, ATF tests cannot run.",Application Development
Which of the following are recommended practices when using update sets during scoped application development? (Select all that apply),multiple-choice,Use 'Publish to Update Set' after creating the application as an initial commit,"Create named update sets organized by story, sprint, or feature",Let a single update set run for the entire development cycle to capture all changes,"Mark update sets as complete at the end of each day, sprint, or completed story",,,,,,,,,,,,"1,2,4","Best practices for update set management include: using 'Publish to Update Set' as an initial commit after app creation, creating named update sets organized by meaningful development units (story, sprint, feature), and marking update sets as complete at logical boundaries (end of day, sprint, or story). This approach provides organized version control and clear change tracking throughout development.",Application Development
What type of record is captured by an update set in ServiceNow?,multiple-choice,Data records such as incidents or task entries,Configuration and customization records such as business rules,User login and session history records,Reporting and dashboard usage analytics,,,,,,,,,,,,2,"Update sets capture configuration and customization changes — records that define the behavior of an application, such as business rules, UI policies, and client scripts. Plain data records (e.g., incident records, custom table rows) are not tracked by update sets. See",Application Development
What is the recommended method for promoting a scoped application between instances within the same organizational stack?,multiple-choice,Publish to Update Set and export as XML,Publish to the ServiceNow Store,Publish to the Application Repository,Clone the source instance to the target instance,,,,,,,,,,,,3,"Publishing to the Application Repository is the recommended method for promoting applications between instances in the same organizational stack. It provides a secure, streamlined process for install, update, rollback, and uninstall operations. See",Application Development
A developer is working in the SatcheGobu application scope with an active named update set. They then create a brand new application called Red Panda Pandering using ServiceNow Studio. What happens to the developer's current update set?,multiple-choice,The active update set captures the new application creation along with all previous changes,The active update set is automatically deleted when a new application scope is created,"The developer's scope switches to the new application, and the previous update set does not capture the new application",The active update set is merged into the new application's default update set,,,,,,,,,,,,3,"When a new application is created, the developer's scope changes to the new application scope, and the original update set (belonging to the previous scope) does not capture the new application. Update sets are subservient to application scope — they belong to a specific scope and cannot capture changes outside of it. See",Application Development
Which of the following statements about the Publish to Update Set feature on an application record are true? (Select all that apply),multiple-choice,It only captures changes made since the last publish operation,It packages the entire application into a completed update set,It moves application file records into the sys_update_xml table,It automatically deploys the application to all connected instances,,,,,,,,,,,,"2,3",The Publish to Update Set related link takes all records from the application files related list and packages them into a completed update set stored in the sys_update_xml table. It captures the entire application — not just deltas since the last publish. See,Application Development
A developer needs to share a custom scoped application with a colleague who has a separate personal developer instance that is not part of the developer's organizational instance stack. Which deployment method should the developer use?,multiple-choice,Publish to the Application Repository,Publish to Update Set and export as XML,Use the Application Manager Install button on the colleague's instance,Publish to the ServiceNow Store,,,,,,,,,,,,2,When sharing an application outside of your organizational instance stack — such as to a personal developer instance or the developer share — Publish to Update Set and export as XML is the appropriate method. The XML file can be imported into any ServiceNow instance regardless of organizational affiliation. See,Application Development
Which of the following are true about the ServiceNow Application Repository? (Select all that apply),multiple-choice,Only instances sharing the same app creator company code can see available applications,It requires a vendor agreement with ServiceNow before applications can be published,"It makes it easier to update, rollback, and uninstall deployed applications compared to update sets",The Application Manager interface shows available and installed applications from the repository,,,,,,,,,,,,"1,3,4","The Application Repository restricts visibility based on the app creator company code, making it a secure internal distribution mechanism. It provides streamlined lifecycle management including update, rollback, and uninstall capabilities. The Application Manager is the interface for viewing and managing applications from the repository. See",Application Development
What is the relationship between update sets and application scope in ServiceNow?,multiple-choice,Update sets are the parent container that can hold multiple application scopes,Update sets and application scopes are independent and unrelated constructs,Update sets belong to an application scope and are subservient to it,Application scope is automatically determined by whichever update set is currently active,,,,,,,,,,,,3,"Update sets belong to application scopes and are subservient to them. Application scope is the larger container, and an application scope can contain multiple update sets. An update set in one scope cannot capture changes made in a different scope. See",Application Development
What happens when the Roles field on an Application Menu record is left empty in ServiceNow?,multiple-choice,Only administrators can see the application menu in the Application Navigator,The application menu is hidden from all users until a role is specified,All authenticated users can see the application menu in the Application Navigator,Only users with the itil role can see the application menu,,,,,,,,,,,,3,"When no role is listed in the Roles field of an Application Menu record, all authenticated users can see it. As the source states, 'if there's not a role listed in the Roles field, then everyone's invited to the party.' This is how the Self-Service application menu works — it has no role specified, so even self-service users with no roles can see it. See",Application Development
What is the default behavior when no access control rules (ACLs) exist for a table in ServiceNow?,multiple-choice,All authenticated users have full CRUD access to the table,Only users with the admin role can access the table,Access is denied by default,"Read access is granted to all users, but write access is denied",,,,,,,,,,,,3,"When no access control rules exist for a table, access is denied by default. As stated in the source, 'if there's not some means of governing the access, then access would be denied by default.' This is why it is critical to create ACLs when building custom tables. See",Application Development
What level of access does a table.none access control rule control in ServiceNow?,multiple-choice,Access to individual fields on the table,Row-level access to the table's records,Access to all fields not covered by other ACLs,Administrative access to modify the table schema,,,,,,,,,,,,2,"A table.none access control rule controls row-level access to the table. As explained in the source, 'those grant access at the row level. And you have to pass one of those in order to do anything on the table at all.' This is the foundational ACL — like a front door key — that must be passed before any field-level ACLs are evaluated. See",Application Development
Which statements are true about how roles work on Application Menu and Module records in ServiceNow? (Select all that apply),multiple-choice,"If multiple roles are listed on an Application Menu, the user must have all of them to see the menu","If a Module's Role field is left empty, the module is visible to anyone who can see the parent Application Menu","If multiple roles are listed on an Application Menu, the user needs only one of them to see the menu",Roles on Application Menu and Module records provide the same level of data security as access control rules,,,,,,,,,,,,"2,3","When multiple roles are listed on an Application Menu, the user only needs one of them — 'Think of it as like there being more than one key that opens the lock.' Additionally, when a Module's Role field is empty, it inherits visibility from the parent Application Menu — 'it means that as long as you can see the parent application menu, then so too can you see the module.' See",Application Development
A developer has a custom table with a table.none read ACL requiring the 'x_app_user' role. All internal fields are currently accessible to users with that role. The developer needs to restrict the 'confidential_notes' field so that only users with the 'x_app_manager' role can view it. What should the developer do?,multiple-choice,Add the x_app_manager role to the existing table.none read ACL,Create a table.confidential_notes field-level read ACL requiring the x_app_manager role,Create a deny unless ACL that blocks x_app_user from the confidential_notes field,Remove the x_app_user role from the table.none ACL and create individual field ACLs for every field,,,,,,,,,,,,2,"The developer should create a field-level ACL (table.confidential_notes) requiring the x_app_manager role. This is the standard approach for restricting access to a specific field — like putting a special lock on one room. The field-specific ACL will override the more general access, restricting that field to only users who pass its check. See",Application Development
"Besides create, read, write, and delete, which additional operation type can be controlled through access control rules in ServiceNow?",multiple-choice,Import,Reporting,Cloning,Archiving,,,,,,,,,,,,2,"Access control rules can control operations beyond basic CRUD, including reporting. As stated in the source, 'we might also be controlling for operations such as reporting on or reading reports or even list editing records or the columns therein on a table.' See",Application Development
How does a table.* (wildcard) access control rule behave when a field-specific ACL also exists for a field on the same table?,multiple-choice,The wildcard rule overrides the field-specific ACL,"Both the wildcard and field-specific rules are evaluated together, and the user must pass both","The field-specific ACL takes precedence, and the wildcard rule does not apply to that field","The wildcard rule applies first, and the field-specific rule is only checked if the wildcard fails",,,,,,,,,,,,3,"A table.* (wildcard) ACL acts as a field-level access control only 'where there is no field-specific rule already.' When a field-specific ACL exists, it takes precedence and the wildcard does not apply to that field. As the source explains, 'often in the world of computers, the more specific situation is the one that wins.' See",Application Development
"A developer has a custom table with 30 fields. Most fields should be readable by users with the 'viewer' role, but the 'salary' field should only be readable by users with the 'hr_manager' role. Which combination of ACLs should the developer create to achieve this efficiently? (Select all that apply)",multiple-choice,A table.none read ACL requiring the viewer role for row-level access,A table.* (wildcard) read ACL requiring the viewer role for default field access,A table.salary field-level read ACL requiring the hr_manager role,Individual field-level read ACLs for each of the 29 non-salary fields requiring the viewer role,,,,,,,,,,,,"1,2,3","This scenario requires three ACLs working together: (1) A table.none ACL for row-level access (the 'front door'), (2) a table.* wildcard ACL to grant the viewer role access to all fields by default (this also causes all fields to require an ACL check), and (3) a field-specific table.salary ACL for the hr_manager role, which overrides the wildcard for that field. This is the efficient approach demonstrated in the source's house metaphor. See",Application Development
"When creating a user record specifically for integration purposes, what does enabling the 'Web service access only' option accomplish?",multiple-choice,It restricts the user to read-only operations on all tables,It prevents the user from logging into ServiceNow through a web browser while still allowing authentication for integrations,It automatically grants the user the web_service_admin role,"It limits the user to REST API access only, excluding SOAP requests",,,,,,,,,,,,2,"Enabling 'Web service access only' on a user record forbids that user from logging into the ServiceNow GUI through a web browser (an interactive session). The user's credentials can only be used for providing authentication for integrations or web service access. The user is still treated like any other user regarding groups, roles, and ACLs. See",Application Development
"A scoped application's table is configured to allow access from all application scopes, but only the Read and Update database operations are enabled. A script running in a different application scope attempts to insert a new record and then update an existing record on this table. What is the expected outcome?",multiple-choice,Both operations succeed because access from all scopes is allowed,The insert is denied but the update succeeds,Both operations are denied because cross-scope access requires caller restriction approval,The insert succeeds but is logged in the restricted caller access table for review,,,,,,,,,,,,2,"When cross-scope access is granted, the specific database operations (Create, Read, Update, Delete) that are enabled determine what actions are permitted. Since only Read and Update are checked, the insert (create) operation is denied while the update operation is allowed. See",Application Development
A developer is building a scoped application that contains sensitive data. They want to be notified when out-of-scope applications attempt to access their table and require each access attempt to be manually approved before it is permitted. Which caller access setting should the developer configure?,multiple-choice,Caller tracking,None,Caller restriction,Set the application access to 'No application scopes',,,,,,,,,,,,3,"Caller restriction ensures that every time something from out of scope tries to access the table, a record is created in the restricted caller access table with a status of unapproved. The developer must then manually approve each access request before it is permitted. This is the 'ask for permission' approach. See",Application Development
"When publishing an application to the ServiceNow Store, which protection policy options can be applied to individual application artifacts to protect intellectual property? (Select all that apply)",multiple-choice,No protection — the artifact can be read and edited by the installer,Read-only — the artifact can be read but not modified,Black box — the artifact appears as an essentially empty record to the installer,Encrypted — the artifact source code is stored with AES-256 encryption at rest,,,,,,,,,,,,"1,2,3","ServiceNow provides three protection policy options for application artifacts published to the Store: no protection (read and edit), read-only (read but cannot modify), and black box (appears as an empty record). These are applied on a record-by-record basis. See",Application Development
What is the purpose of the 'Allow configuration' setting on a scoped application's table?,multiple-choice,It allows administrators to modify the table schema from any application scope,It permits out-of-scope applications to create configurations such as client scripts or form buttons that affect the table,It enables automatic configuration of field-level ACL rules across all scopes,It allows the table to inherit configuration settings from its parent application,,,,,,,,,,,,2,"The 'Allow configuration' setting controls whether out-of-scope applications can create configuration artifacts — such as client scripts, UI actions (buttons), or other customizations — that target the table. For example, a private application could own a button on the globally scoped incident form by leveraging this setting. See",Application Development
"When creating a custom application in ServiceNow, what is the primary purpose of Application Scope?",multiple-choice,To define which users can access the application,To isolate application artifacts and prevent naming conflicts with other applications,To determine which ServiceNow instance the application runs on,To set the maximum number of records the application can create,,,,,,,,,,,,2,"Application Scope provides namespace isolation for application artifacts (tables, scripts, properties, etc.). Each scoped application has a unique scope prefix that prevents naming conflicts and controls cross-scope access to protect application integrity.",Application Development
A developer needs to import data from a CSV file into a custom table. What is the correct sequence of steps?,multiple-choice,Create Transform Map → Upload CSV → Run Transform → Verify data,Upload CSV to Import Set table → Create Transform Map → Run Transform → Verify data,Create custom table → Upload CSV directly to the table → Verify data,Create REST API → POST CSV data → Process with Business Rule,,,,,,,,,,,,2,"The import process follows: 1) Upload CSV to create an Import Set staging table, 2) Create a Transform Map to define field mappings between staging and target table, 3) Run the Transform to move data, 4) Verify the results. The staging table acts as an intermediary for data validation.",Application Development
Which of the following are components of the Service Catalog? (Choose two.),multiple-choice,Record Producers,Transform Maps,Order Guides,Business Rules,,,,,,,,,,,,"1,3","Record Producers and Order Guides are Service Catalog components. Record Producers create records on tables via the catalog interface (e.g., creating incidents from self-service). Order Guides bundle multiple catalog items into a guided ordering process.",Application Development
What is the purpose of the Automated Test Framework (ATF) in ServiceNow application development?,multiple-choice,To automatically generate code for custom applications,To create and run automated tests that validate application functionality without manual testing,To benchmark application performance under load,To automatically deploy applications to production,,,,,,,,,,,,2,"ATF allows developers to create automated test cases that simulate user interactions and validate expected outcomes. Tests can verify form submissions, workflows, business rules, and other application behaviors, replacing manual regression testing.",Application Development
"Which tool in ServiceNow provides a low-code way to automate processes using triggers, actions, and conditions without traditional scripting?",multiple-choice,Script Editor,Flow Designer,Business Rule Builder,Script Debugger,,,,,,,,,,,,2,"Flow Designer is ServiceNow's low-code/no-code automation tool. It uses a visual interface with triggers (when to run), actions (what to do), and conditions (branching logic) to create automated workflows without writing JavaScript.",Application Development
"A developer needs to control which roles can read, write, create, and delete records on a custom table. Which mechanism should they configure?",multiple-choice,Client Scripts with role checks,Access Control Rules (ACLs),UI Policies with role conditions,Data Policies with user filters,,,,,,,,,,,,2,"Access Control Rules (ACLs) are the platform's security mechanism for controlling CRUD operations on tables and fields based on roles, conditions, and scripts. ACLs are evaluated server-side and enforce security regardless of how data is accessed (UI, API, import).",Application Development
What is the purpose of an Application Scope in ServiceNow?,multiple-choice,To limit which users can access the application,To provide a namespace that prevents naming conflicts between applications,To define the geographic regions where the app is available,To set the maximum number of records the app can create,,,,,,,,,,,,2,"Application Scope provides a namespace (e.g., x_myco_myapp) that prevents naming conflicts between applications. Each scoped app has its own namespace for tables, scripts, and other artifacts.",CAD
A developer wants to create a custom table that extends the Task table. What is the primary benefit of extending Task?,multiple-choice,The custom table will be faster than a standalone table,"The custom table inherits Task fields, business rules, and workflows",The custom table will automatically appear in the navigation menu,The custom table bypasses ACL restrictions from the parent,,,,,,,,,,,,2,"Extending the Task table means the custom table inherits all Task fields (number, state, assignment_group, etc.), business rules, UI policies, and workflows, providing standard task management functionality.",CAD
Which TWO record types are created automatically when you create a new scoped application in ServiceNow? (Choose 2),multiple-choice,Application record in sys_app,A custom table for the application,Application scope record,A default homepage for the application,,,,,,,,,,,,"1,3",Creating a scoped application automatically generates an application record (sys_app) and an application scope record. These define the app's identity and namespace.,CAD
What is the purpose of Update Sets in ServiceNow application development?,multiple-choice,To track and migrate configuration changes between instances,To schedule automatic updates to application data,To version control application source code,To batch update records in a table,,,,,,,,,,,,1,"Update Sets capture configuration changes (not data changes) made in a development instance, allowing them to be migrated to test and production instances in a controlled manner.",CAD
Where do business rules execute in the ServiceNow architecture?,multiple-choice,In the user's web browser (client-side),On the ServiceNow server (server-side),In the MID Server,In the browser's service worker,,,,,,,,,,,,2,"Business rules execute on the server side, not in the browser. They deal primarily with interaction with the database table itself.",Business Rules
Which of the following are types of business rules based on when they execute in the transaction lifecycle? (Select all that apply),multiple-choice,Before,After,Concurrent,Async,,,,,,,,,,,,"1,2,4","ServiceNow business rules can be configured as before, after, display, before query, or async (asynchronous) types. Before, After, and Async are all valid business rule execution types.",Business Rules
What is the primary purpose of an asynchronous business rule?,multiple-choice,To execute before a record is displayed to the user,To run non-time-sensitive logic without blocking the user's session,To validate field values before a record is saved to the database,To pass server-side data to client-side scripts using g_scratchpad,,,,,,,,,,,,2,"Asynchronous business rules are used for operations that are not time-sensitive. They are added to the job queue and execute at the next available moment, returning control to the user's UI immediately.",Business Rules
Which type of business rule supports the use of g_scratchpad to pass data from the server to the client?,multiple-choice,Before business rule,After business rule,Display business rule,Async business rule,,,,,,,,,,,,3,The g_scratchpad object is only available in display business rules. It provides a mechanism to pass server-side data to client-side scripts.,Business Rules
"A developer needs to automatically populate a calculated field value on an Incident record before it is written to the database, without the user explicitly setting it. Which type of business rule should the developer use?",multiple-choice,Display business rule,Before business rule,After business rule,Async business rule,,,,,,,,,,,,2,"A before business rule runs after the form is submitted but before the record is written to the database, making it ideal for populating or modifying field values before the save occurs.",Business Rules
Why are the current and previous objects NOT available in scheduled script executions?,multiple-choice,Scheduled scripts run on the client side where these objects are not supported,Scheduled scripts are not associated with a specific table record,Scheduled scripts only support GlideForm (g_form) APIs,The current and previous objects are deprecated in the Yokohama release,,,,,,,,,,,,2,"The current and previous objects are only available in server-side scripts that are associated with a specific table record (i.e., scripts with a table field on the trigger). Scheduled scripts have no table association, so GlideRecord or GlideQuery must be used instead.",Business Rules
A developer writes the expression current.caller_id.department.name in a business rule on the Incident table. What technique is being used and what value is returned?,multiple-choice,Dot-walking — returns the name of the department of the caller on the incident,GlideRecord chaining — returns the sys_id of the caller's department,Reference querying — returns the caller's user name,Object inheritance — returns the incident's department field,,,,,,,,,,,,1,"This is dot-walking, which traverses reference fields across tables. Starting from the current Incident record, it follows caller_id to the User table, then department to the Department table, and retrieves the Name field value.",Business Rules
Which of the following are valid database operations that can trigger a business rule in ServiceNow? (Select all that apply),multiple-choice,Insert,Update,Export,Delete,,,,,,,,,,,,"1,2,4","Business rules can be triggered on insert, update, delete, and query operations against a table. Export is not a database operation that triggers business rules.",Business Rules
"In an onChange client script, what does the 'oldValue' parameter represent?",multiple-choice,The value of the field immediately before the most recent user edit on the client side,The value stored on the server when the form was loaded,The default value defined in the field's dictionary entry,The value from the same field on the previously viewed record,,,,,,,,,,,,2,"The oldValue parameter in an onChange client script represents the value that was stored on the server when the form loaded. It does not track intermediate client-side edits — if a user changes the field 20 times before saving, oldValue still reflects the original server-side value.",Business Rules
What is the purpose of the 'Execute if false' script section in a UI policy?,multiple-choice,It runs validation logic before the UI policy condition is evaluated,It defines scripted actions to perform when the UI policy condition is no longer true,It prevents the UI policy from executing on specific form views,It logs diagnostic information when the UI policy condition fails to evaluate,,,,,,,,,,,,2,"The 'Execute if false' script section in a UI policy allows developers to define actions that should occur when the UI policy condition evaluates to false (i.e., is no longer met). This is essential for undoing scripted changes such as clearing field messages when the triggering condition changes.",Business Rules
"A developer creates a scripted UI policy that uses g_form.showFieldMessage() to display an informational message beneath a field when a condition is met. After testing, the developer notices the message remains visible even after the condition is no longer true. What is the most likely cause?",multiple-choice,The showFieldMessage() method requires a form save before it can be cleared,The developer did not add a corresponding script in the 'Execute if false' section to clear the message,UI policy scripts cannot interact with field messages and a client script should be used instead,The UI policy's 'Reverse if false' checkbox is not selected on the UI policy record,,,,,,,,,,,,2,"When a UI policy uses scripting (such as g_form.showFieldMessage()) to modify the form, the platform cannot automatically reverse those scripted changes when the condition becomes false. The developer must explicitly add reversal logic in the 'Execute if false' script section — for example, calling g_form.hideFieldMessage() to remove the message. UI policy actions auto-reverse, but scripts do not.",Business Rules
Which of the following are parameters provided by the onChange client script template function? (Select all that apply),multiple-choice,control,current,isLoading,previous,,,,,,,,,,,,"1,3","The onChange client script template function provides five parameters: control, oldValue, newValue, isLoading, and isTemplate. The 'control' parameter gives access to the UI element of the field, while 'isLoading' is a boolean indicating whether the form is still loading.",Business Rules
