Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
What should a user do to extend domain separation to a new custom table they have created?,multiple-choice,Configure ACLs for the table,Add a sys_domain field to the table's dictionary definition,Create a domain visibility record,Enable the table in Domain Support plugin settings,,,,,,,,,,,,2,"You can extend domain separation to any new tables you create by adding a sys_domain field to the table's dictionary definition. By default, the system only domain-separates platform and baseline application tables where appropriate.",Data Separation/Visibility
"In domain separation, what does 'visibility from below' mean?",multiple-choice,Child domains can see records in parent domains,Parent domains can see records in child domains,All domains see all records,No domains can see any records,,,,,,,,,,,,1,'Visibility from below' allows child domains to see records that exist in their parent domains. This enables sharing of common reference data while maintaining separation for domain-specific records.,Data Separation/Visibility
Which system property controls IRE domain separation mode in CMDB?,multiple-choice,glide.identification_engine.platform_domain_separation_enabled,glide.cmdb.domain_mode,sys.domain_separation.ire,cmdb.identification.domain,,,,,,,,,,,,1,"The system property glide.identification_engine.platform_domain_separation_enabled controls IRE domain separation mode. When set to false (default), strict mode is used where CIs are only identified within the logged-in user's domain.",Data Separation/Visibility
"In IRE strict mode (default), which statements are TRUE? (Choose two.)",multiple-choice,CIs are only identified within the logged-in user's domain,Parent domains can access all child domain CIs,Duplicate CIs across domains are NOT considered duplicates,All domains share a single identification scope,,,,,,,,,,,,"1,3","In strict mode (default), identification processes only CIs where the domain ID matches the logged-in user's domain. If duplicate CIs exist across domains (including parent and child domains), they are NOT considered duplicates because their domain IDs don't match.",Data Separation/Visibility
A tenant administrator reports they can see records from another tenant's domain. What should be investigated first?,multiple-choice,Check if the user has the admin role which bypasses domain restrictions,Restart the instance,Delete the user's account,Check if domain separation is still enabled,,,,,,,,,,,,1,"Users with the admin role can see records across all domains. The first step is to verify the user's roles, as admin bypasses domain restrictions. Tenant admins should have domain-specific admin roles instead.",Data Separation
How does domain separation affect record-level ACLs (Access Control Lists)?,multiple-choice,ACLs are completely replaced by domain separation,Domain separation adds an additional layer of data filtering; ACLs still apply within the domain context,ACLs override domain separation rules,Domain separation and ACLs cannot coexist,,,,,,,,,,,,2,"Domain separation and ACLs work together — domain separation first filters records by domain visibility, then ACLs provide additional access control within the visible domain records.",Data Separation
What is 'domain overrides' functionality in domain separation?,multiple-choice,The ability to disable domain separation for specific users,"The ability for a child domain to have its own version of a parent domain record (e.g., business rule, UI policy) that takes precedence within that domain",The ability to move records between domains,The ability to merge two domains into one,,,,,,,,,,,,2,"Domain overrides allow child domains to create their own versions of parent domain records like business rules, UI policies, or notifications. The child domain version takes precedence within that domain.",Data Separation
A service provider is evaluating whether to domain-separate a custom table. Which factors should they consider? (Choose two),multiple-choice,The color scheme of the table's forms,Whether the table contains tenant-specific data that must be isolated,Whether related tables and processes are already domain-separated,The physical location of the database server,,,,,,,,,,,,"2,3","Key factors include whether the data needs tenant isolation and whether related tables/processes are already domain-separated, to maintain referential integrity and consistent domain boundaries.",Data Separation
Which TWO statements are true about domain-separated tables? (Choose 2),multiple-choice,Records inherit the domain of the user who creates them by default,The sys_domain field is automatically added when domain separation is enabled on a table,All tables are domain-separated by default when the plugin is activated,Domain separation can be removed from a table after it has been enabled,,,,,,,,,,,,"1,2","Records inherit the creating user's domain by default, and enabling domain separation on a table automatically adds the sys_domain field to track which domain each record belongs to.",CIS-SP
A service provider needs to share a knowledge base article across all tenant domains. In which domain should the article be created?,multiple-choice,The TOP domain,The global domain,Each tenant domain individually,A shared content domain,,,,,,,,,,,,2,Records in the global domain are visible to all child domains. Creating the article in the global domain makes it accessible across all tenants without duplication.,CIS-SP
At which domain separation support level are application properties domain-aware as needed?,multiple-choice,Basic,Standard,Enhanced,None - properties are never domain-aware,,,,,,,,,,,,2,"At the Standard support level, application properties are domain-aware as needed. This level includes all aspects of Basic level support plus the ability for service providers to create or modify processes per customer, with the instance owner configuring MVP business logic per tenant.",Domain Support in Applications
Which features are available in the extended domain separation functionality for Performance Analytics with the Domain Separation Support plugin? (Choose three),multiple-choice,Hierarchical multi-domain configurations,Automatic data backup per domain,Collect aggregate scores across domains,Dashboard filtering by domain,Cross-instance domain replication,,,,,,,,,,,"1,3,4","The extended functionality available in the Performance Analytics — Domain Separation Support plugin includes: (1) Hierarchical multi-domain configurations to group domains and control score collection, (2) Collect aggregate scores by combining scores from multiple domains in a domain configuration, and (3) Dashboard filtering by domain to show scores by domain or domain aggregate.",Domain Support in Applications
"Evaluate the following statements about domain separation in Event Management:

Statement 1: Impact calculation in Event Management is supported with segregation based on how CIs are segregated.

Statement 2: The discovery process automatically segregates CIs by domain in Event Management.

Which statements are TRUE?",multiple-choice,Statement 1 only,Statement 2 only,Both statements,Neither statement,,,,,,,,,,,,1,"Statement 1 is TRUE: Impact calculation is supported in Event Management domain separation, with segregation based on the manner in which CIs are segregated. Statement 2 is FALSE: The discovery process does NOT segregate CIs by domain - this is explicitly noted as a limitation in the documentation.",Domain Support in Applications
Which API enables copying Performance Analytics records between different domains on the same instance?,multiple-choice,GlideDomain,PADomainUtils,DomainCopy,GlideRecord,,,,,,,,,,,,2,The PADomainUtils API enables you to copy Performance Analytics records between different domains on the same instance. This is useful for propagating PA configurations across domains.,Domain Support in Applications
"A sample use case for Enhanced domain separation support level states: 'Tenant-customers of a shared environment must be able to modify the impact, urgency, or priority matrix to set priority within their domain.' This demonstrates which capability?",multiple-choice,Basic data separation,Service provider process customization,Tenant self-service configuration of business logic,Global administrator delegation,,,,,,,,,,,,3,This sample use case demonstrates the Enhanced support level capability where tenants of the instance can configure minimum viable product (MVP) business logic and data parameters for themselves. The ability to modify the priority matrix within their domain is tenant self-service configuration.,Domain Support in Applications
What support level does CMDB have for domain separation?,multiple-choice,No support,Basic support only,Standard support,Enterprise support,,,,,,,,,,,,3,"CMDB has Standard level domain separation support. This includes all aspects of Basic level support, plus domain-aware application properties and business logic that allows service providers to create or modify processes per customer tenant.",Domain Support in Applications
Which CMDB features support domain separation? (Choose two.),multiple-choice,CMDB Health,CMDB Query Builder,Global platform settings,Instance time zone,,,,,,,,,,,,"1,2",CMDB Health and CMDB Query Builder both support domain separation. This allows domain-specific health monitoring and querying of configuration items within appropriate domain boundaries.,Domain Support in Applications
Which domain separation support level means an application stores data in the global domain and has no domain awareness?,multiple-choice,Not supported,Baseline,Standard,Enhanced,,,,,,,,,,,,1,"At the 'Not supported' level, the application has no domain awareness and stores all data in the global domain, making it unsuitable for multi-tenant environments.",Domain Separation Support for Applications
What does it mean when an application has 'Standard' domain separation support?,multiple-choice,The application cannot be used with domain separation,"The application supports domain-separated data and processes, with most features working in a multi-tenant environment",The application requires a separate instance per tenant,The application only works in the global domain,,,,,,,,,,,,2,"Standard support means the application's data and processes are domain-separated, with most features functioning correctly in a multi-tenant environment, though some advanced customizations may be limited.",Domain Separation Support for Applications
A service provider wants to use Vulnerability Response in a domain-separated environment. What should they check first?,multiple-choice,If the application has enough licenses,The domain separation compatibility matrix to verify the support level and any limitations,If MID Servers are configured,The number of active users,,,,,,,,,,,,2,"Before deploying any application in a domain-separated environment, administrators should check the domain separation compatibility matrix to understand the support level and known limitations.",Domain Separation Support for Applications
Which ITSM application has Enhanced domain separation support? (Choose two),multiple-choice,Incident Management,Change Management,Visual Task Boards,Problem Management,,,,,,,,,,,,"1,4","Incident Management and Problem Management have Enhanced domain separation support, allowing domain-specific process customization including priority matrices and assignment rules.",Domain Separation Support for Applications
How does Service Catalog handle domain separation?,multiple-choice,Catalogs and catalog items cannot be domain-separated,"Catalogs, categories, and catalog items can be assigned to specific domains, controlling visibility per tenant",Each tenant must have a completely separate Service Catalog instance,Service Catalog ignores domain separation entirely,,,,,,,,,,,,2,"Service Catalog supports domain separation — catalogs, categories, and catalog items can be assigned to specific domains, controlling which tenants can see and request which items.",Domain Separation Support for Applications
A service provider discovers that a specific ServiceNow application they need has only 'Baseline' domain separation support. What does this imply for their implementation?,multiple-choice,They cannot use the application at all,The application has basic domain data separation but may lack domain-specific process customization for individual tenants,The application will work exactly like one with Enhanced support,They need to purchase additional plugins,,,,,,,,,,,,2,"Baseline support means the sys_domain field exists on key tables for data separation, but the application may not support domain-specific process customization or configurations per tenant.",Domain Separation Support for Applications
Which plugin extends domain separation support for Performance Analytics?,multiple-choice,Domain Support for Performance Analytics (com.snc.pa.domain),Domain Separation plugin (com.glide.domain.msp_extensions.installer),Performance Analytics Premium,ITSM Domain Support,,,,,,,,,,,,1,"The Domain Support for Performance Analytics plugin (com.snc.pa.domain) extends PA with domain-specific capabilities including domain-separated indicators, breakdowns, and dashboards.",Domain Separation Support for Applications
What is the impact of using an application that does NOT support domain separation in a domain-separated instance?,multiple-choice,The instance crashes,"Data from all tenants may be visible to all users of that application, creating potential data leakage",The application automatically becomes domain-aware,Only the admin user can access the application,,,,,,,,,,,,2,"Applications without domain separation support store data in the global domain without domain boundaries, potentially exposing one tenant's data to users in other domains.",Domain Separation Support for Applications
Which ServiceNow application has the HIGHEST level of domain separation support?,multiple-choice,Incident Management,Knowledge Management,Performance Analytics,Project Portfolio Management,,,,,,,,,,,,1,"Incident Management has full (Enhanced) domain separation support, including domain-separated workflows, SLAs, and assignment rules.",CIS-SP
What is a key consideration when implementing domain separation for the Service Catalog?,multiple-choice,Catalog items cannot be shared across domains,Catalog items in the global domain are available to all child domains,Each domain must have completely separate catalog categories,Variable sets are not supported with domain separation,,,,,,,,,,,,2,"Service Catalog items created in the global domain are visible across all child domains, while domain-specific items are only visible within their domain. This allows shared and tenant-specific catalog offerings.",CIS-SP
"In a domain-separated GRC implementation, how is the domain determined for records that are automatically generated based on their parent object?",multiple-choice,Records are always placed in the global domain,Records inherit the domain of their parent object or creating user's domain,Records are randomly distributed across available domains,Records are placed in the lowest domain in the hierarchy,,,,,,,,,,,,2,"Records that are automatically generated either through scheduled jobs or background scripts are domain separated based on their parent object or user domain for all Policy and Compliance objects. Controls, risks, or risk assessments that are auto-generated based on the entities must also be domain separated following this rule.",Foundational Data Management
"Which tables are used for reconciliation rules and DO have sys_domain, sys_overrides, and sys_domain_path fields? (Choose three)",multiple-choice,Reconciliation Definition (cmdb_reconciliation_definition),Identifier (cmdb_identifier),Datasource Precedence (cmdb_datasource_precedence),Identifier Entries (cmdb_identifier_entry),Data Source Staleness Definitions (cmdb_datasource_staleness),,,,,,,,,,,"1,3,5","The reconciliation definition rules that are used during the reconciliation process can be defined for different domains. Tables with sys_domain field include: Reconciliation Definition (cmdb_reconciliation_definition), Datasource Precedence (cmdb_datasource_precedence), and Data Source Staleness Definitions (cmdb_datasource_staleness).",Foundational Data Management
How does the CMDB Health dashboard handle domain separation when displaying health failures and scores?,multiple-choice,It shows all CI health data regardless of domain,It aggregates and reports based on user's domain visibility of CIs,It only shows global domain CI health data,Health data must be manually filtered by domain,,,,,,,,,,,,2,"If the Domain Support — Domain Extensions Installer plugin is activated, then the CMDB Health dashboard is domain aware. It aggregates and reports health failures and scores based on user's domain visibility of CIs. If domain visibility lets a user see a CI, then the audit rule in that user's domain applies to that CI.",Foundational Data Management
"Evaluate the following statements about CMDB Health rules in a domain-separated environment:

Statement 1: Required fields for completeness are based on the class schema defined in System dictionary and are fixed for all domains.

Statement 2: Orphan rules are domain-separated and can be different for different domains.

Which statements are TRUE?",multiple-choice,Statement 1 only,Statement 2 only,Both statements,Neither statement,,,,,,,,,,,,3,Both statements are TRUE. Required fields are based on the class schema defined in the platform's System dictionary and cannot be changed - they are fixed for all domains. Orphan rules are domain-separated; there are different orphan rules for different domains stored in the CMDB Health Orphan Rule [cmdb_health_orphan_rule] table which is domain separated.,Foundational Data Management
"What happens when a CI is inserted during the identification process and no records are found, regardless of domain separation mode?",multiple-choice,The CI is placed in the global domain,The CI domain ID is the same as the domain ID of the logged-in user's domain,The CI is queued for manual domain assignment,The CI is rejected until a domain is specified,,,,,,,,,,,,2,"During matching, if no records are found and a CI is inserted, the CI domain ID is the same as the domain ID of the logged-in user's domain. Domain IDs don't need to be explicitly sent in the input payload of the identification engine APIs; internally, the identification engine uses the current domain ID of the user calling the APIs.",Foundational Data Management
"Starting with the Tokyo release, how are metric tests from the global domain applied to subdomains in CMDB Health?",multiple-choice,Global domain metric tests are never applied to subdomains,CIs in the global domain are evaluated only against metric tests specified in the global domain,All subdomain tests are applied to global CIs,Metric tests must be manually replicated to each subdomain,,,,,,,,,,,,2,"Starting with the Tokyo release, CIs in the global domain are evaluated only against metric tests specified in the global domain. In subdomains, local metric tests are applied only to the CIs in that subdomain and are not applied to the global domain CIs (even though they are visible). This prevents large amounts of duplicated data from subdomain tests on global CIs.",Foundational Data Management
Which Health Preferences settings are domain-separated and can be configured differently for each domain? (Choose three),multiple-choice,Global system properties,Failure Threshold,Create Task setting,Task Assignee Group,Dashboard job schedule,,,,,,,,,,,"2,3,4","Failure Threshold, Create Task, and Task Assignee Group can be set differently for different domains depending on what is needed in each domain. These settings are stored in the cmdb_health_metric_pref table, which is domain separated.",Foundational Data Management
An administrator is concerned about long-running CMDB Health dashboard jobs in an environment with many domains. What is the most effective way to reduce job runtime?,multiple-choice,Increase the server memory allocation,Set the Active flag to false for domains that don't need to appear in the dashboard,Reduce the number of CIs in the database,Run the jobs during off-peak hours only,,,,,,,,,,,,2,"The Active setting is the most important because it affects how long the jobs run. The more domains with flags set to Active, the longer the jobs take. It's best to select only those domains you wish to be Active and set Active=false for the rest. If there is a large number of domains (>100), the job can take a very long time. Setting Active to false for root domains disables all child domains in the hierarchy.",Foundational Data Management
What is NOT a characteristic of Health inclusion rules in a domain-separated CMDB environment?,multiple-choice,Health inclusion rules are domain separated,Each domain can have its specific health inclusion rules,Rules defined globally are inherited by all sub-domains,Health inclusion rules automatically sync across instances,,,,,,,,,,,,4,"Health inclusion rules do NOT automatically sync across instances - this is not a feature of health inclusion rules. However, they ARE domain separated, each domain CAN have specific rules, rules defined globally ARE inherited by sub-domains according to domain structure, and rules can be overridden at any domain or class level.",Foundational Data Management
Which tables have sys_domain field for domain separation in CMDB Reconciliation?,multiple-choice,Identifier and Identifier Entries tables,Reconciliation Definition and Datasource Precedence tables,All CMDB tables,No tables have domain fields,,,,,,,,,,,,2,"Reconciliation Definition (cmdb_reconciliation_definition) and Datasource Precedence (cmdb_datasource_precedence) tables have sys_domain, sys_overrides, and sys_domain_path fields, allowing domain-specific reconciliation rules. Identification rules are always global.",Foundational Data Management
Where are Identification Rules defined in a domain-separated instance?,multiple-choice,Per domain,At the global level only,Per user,Per CI class,,,,,,,,,,,,2,"Identification rules and identification inclusion rules are always defined at the global level. The following tables don't have a sys_domain field: Identifier (cmdb_identifier), Identifier Entries (cmdb_identifier_entry), Related Entries (cmdb_related_entry), Identification Inclusion Rules (cmdb_ie_active_config).",Foundational Data Management
An MSP needs different CI data staleness rules for different customer domains. Which table should be configured?,multiple-choice,cmdb_identifier,cmdb_datasource_staleness,cmdb_identifier_entry,cmdb_ie_active_config,,,,,,,,,,,,2,The Data Source Staleness Definitions table (cmdb_datasource_staleness) has sys_domain field and can be configured per domain to define different staleness rules for each customer's CIs.,Foundational Data Management
How does the domain_path field work in domain-separated tables?,multiple-choice,It stores the user's navigation history,"It contains the full path from the root domain to the record's domain, enabling efficient domain hierarchy queries",It stores the file path for attachments,It records the URL path for the record,,,,,,,,,,,,2,"The sys_domain_path field stores the complete hierarchy path (e.g., /global/TOP/CustomerA/) enabling the system to efficiently determine domain visibility and inheritance.",Foundational Data Management
A service provider needs to import CI data for multiple tenants via a single data source. How should they handle domain assignment during import?,multiple-choice,Import all data to global and manually reassign later,Use transform map scripts to set the sys_domain field based on tenant identifiers in the source data,Create separate import sets for each tenant,Domain assignment happens automatically,,,,,,,,,,,,2,"Transform map scripts can programmatically set the sys_domain field during import based on tenant identifiers in the source data, ensuring correct domain assignment at import time.",Foundational Data Management
"In CMDB domain separation, what is the purpose of the 'containment' domain separation mode for IRE?",multiple-choice,It quarantines infected CIs,"It ensures CIs are only matched within their own domain during identification, preventing cross-domain CI matching",It limits the size of the CMDB,It encrypts CI data within domains,,,,,,,,,,,,2,"Containment mode (also known as strict mode) ensures that CI identification only matches records within the same domain, preventing a CI in one tenant's domain from matching with another tenant's CIs.",Foundational Data Management
An MSP notices that CMDB Health scores are inconsistent across tenant domains. What is the MOST likely explanation?,multiple-choice,CMDB Health doesn't work with domain separation,"Each domain can have different Health Preferences and metric configurations, leading to different scoring criteria",The CMDB Health plugin needs to be reinstalled,Only the global domain can have health scores,,,,,,,,,,,,2,"CMDB Health preferences (like staleness thresholds and inclusion rules) are domain-separated, meaning each domain can have different configurations that produce different scores.",Foundational Data Management
Which table is used to define domain visibility rules in ServiceNow?,multiple-choice,sys_user_group,domain_table_access,sys_db_object,sys_user_role,,,,,,,,,,,,2,"The domain_table_access table defines which domains have visibility to records in specific tables, controlling cross-domain data access beyond the default hierarchy-based visibility.",Foundational Data Management
What is the sys_overrides field used for in domain separation?,multiple-choice,To override system security,To allow a domain-specific record to override a parent domain record with the same key values,To bypass approval workflows,To override user session timeouts,,,,,,,,,,,,2,"The sys_overrides field enables domain-specific customization by allowing a child domain record to override a parent domain record, such as having a domain-specific business rule override a global one.",Foundational Data Management
What happens to CMDB configuration items when domain separation is enabled?,multiple-choice,All CIs are automatically duplicated for each domain,CIs can be assigned to specific domains using the sys_domain field,CMDB does not support domain separation,CIs are always visible across all domains regardless of separation,,,,,,,,,,,,2,"When domain separation is enabled, CMDB configuration items can be assigned to specific domains using the sys_domain field, controlling which tenants can see which CIs.",CIS-SP
Which approach is recommended for managing users who need access to multiple domains?,multiple-choice,Create duplicate user accounts in each domain,Assign the user to the global domain,Use domain override records to grant cross-domain access,Elevate the user to the admin role,,,,,,,,,,,,3,Domain override records allow specific users to access records in domains other than their own without creating duplicates or granting excessive privileges.,CIS-SP
What is the primary purpose of domain separation in ServiceNow?,multiple-choice,To improve database query performance,"To separate data, processes, and administrative tasks into logical groupings",To enable multiple users to log in simultaneously,To provide backup and disaster recovery capabilities,,,,,,,,,,,,2,"Domain separation enables you to separate data, processes, and administrative tasks into logical groupings called domains. You can control several aspects of this separation, including which users can see and access data.",Initial Domain Setup and Architecture
Which plugin must be activated to enable domain separation functionality in ServiceNow?,multiple-choice,Domain Support — Domain Extension Installer,Service Provider Portal,Multi-Instance Management,Data Archive,,,,,,,,,,,,1,The Domain Support — Domain Extension Installer plugin must be activated to enable domain separation capabilities. This plugin adds the necessary infrastructure for creating and managing domains.,Initial Domain Setup and Architecture
Which of the following are valid benefits of implementing domain separation for customers? (Choose three),multiple-choice,Enforce absolute data segregation between business entities,Customize business process definitions and user interfaces for each domain,Automatic database replication across data centers,Maintain some global processes and global reporting in a single instance,Eliminate the need for user authentication,,,,,,,,,,,"1,2,4","Domain separation is best for customers who need to: (1) enforce absolute data segregation between business entities (data separation), (2) customize business process definitions and user interfaces for each domain (delegated administration), and (3) maintain some global processes and global reporting in a single instance.",Initial Domain Setup and Architecture
When is using separate ServiceNow instances recommended instead of domain separation?,multiple-choice,When you need to share reports across departments,When you need complete and total separation of all system properties and do not require global reporting,When you want to use a single login page for all users,When you want to reduce licensing costs,,,,,,,,,,,,2,"If you need complete and total separation of all system properties and do not require global reporting or global processes, separate instances are the best option. Domain separation within a single instance still shares some global properties and processes.",Initial Domain Setup and Architecture
What is the relationship between the global domain and the TOP domain in ServiceNow?,multiple-choice,They are the same domain,TOP is the root domain containing all records; global is a special domain for shared reference data,Global is higher than TOP in the hierarchy,They are unrelated concepts,,,,,,,,,,,,2,TOP is the root domain at the highest level of the domain hierarchy and contains all records. The global domain is a special domain used to store shared reference data (like system properties) that should be visible to all domains. Records in global domain are typically accessible from all domains.,Initial Domain Setup and Architecture
Which property must be set to true to enable domain separation on a ServiceNow instance?,multiple-choice,glide.sys.domain.enabled,glide.sys.domain.delegated_administration,glide.sys.domain.separation,glide.sys.domain.active,,,,,,,,,,,,1,The property glide.sys.domain.enabled must be set to true to activate domain separation on the instance.,Initial Domain Setup and Architecture
What is the domain hierarchy structure in ServiceNow?,multiple-choice,A flat structure where all domains are equal,"A tree structure with global at the root, TOP domain below it, and customer domains as children of TOP",A mesh network where all domains connect to each other,A two-level structure with only global and one customer domain,,,,,,,,,,,,2,"ServiceNow domain separation uses a hierarchical tree structure: Global domain is the root, the TOP domain sits below global, and tenant/customer domains are created as children under TOP.",Initial Domain Setup and Architecture
What is the significance of the TOP domain in ServiceNow domain separation?,multiple-choice,It replaces the global domain,It serves as the parent domain for all tenant domains and is typically used by the service provider,It is only used for testing purposes,It automatically duplicates all global domain records,,,,,,,,,,,,2,"The TOP domain is the service provider's domain that sits directly below global. All tenant/customer domains are created as children of TOP, and the service provider manages shared resources at this level.",Initial Domain Setup and Architecture
An MSP is setting up domain separation and needs to determine where shared configuration items like knowledge articles should reside. Where should they place shared content?,multiple-choice,In each tenant domain individually,In the TOP or global domain so it is visible to all child domains,In a separate ServiceNow instance,In an external content management system,,,,,,,,,,,,2,Shared content should be placed in the TOP or global domain because domain separation visibility rules allow child domains to see records from parent domains by default.,Initial Domain Setup and Architecture
Which of the following is a prerequisite before enabling domain separation on a ServiceNow instance? (Choose two),multiple-choice,All existing data must be deleted,Careful planning of the domain hierarchy and data segregation strategy,Understanding which applications support domain separation,Upgrading to the latest ServiceNow release,,,,,,,,,,,,"2,3","Before enabling domain separation, organizations must plan their domain hierarchy carefully and verify which applications support domain separation, as not all applications are domain-separation aware.",Initial Domain Setup and Architecture
What happens to existing records when domain separation is first enabled on an instance?,multiple-choice,All records are automatically deleted,Existing records remain in the global domain until explicitly reassigned,Records are randomly distributed across domains,The instance must be rebuilt from scratch,,,,,,,,,,,,2,"When domain separation is enabled, existing records stay in the global domain. Administrators must then assign records to appropriate domains as part of the migration process.",Initial Domain Setup and Architecture
What is delegated administration in the context of domain separation?,multiple-choice,Allowing any user to administer any domain,"Enabling domain-level administrators to manage users, groups, and configurations within their own domain",Removing the need for a global administrator,Automatically synchronizing admin settings across domains,,,,,,,,,,,,2,"Delegated administration allows service providers to give tenant administrators control over their own domain's users, groups, and certain configurations without affecting other domains.",Initial Domain Setup and Architecture
A service provider needs to onboard a new customer tenant. Which steps are required? (Choose two),multiple-choice,Create a new ServiceNow instance for the customer,Create a new domain under the TOP domain for the customer,Assign appropriate users and groups to the new domain,Disable domain separation temporarily,,,,,,,,,,,,"2,3",Onboarding a new tenant requires creating a child domain under TOP and assigning users/groups to that domain with appropriate roles.,Initial Domain Setup and Architecture
Why is domain separation considered irreversible once enabled in production?,multiple-choice,Because ServiceNow doesn't provide an uninstall option,"Because the sys_domain field is added to many tables and data relationships become domain-dependent, making reversal extremely complex",Because it requires a special license that cannot be returned,Because other instances are automatically affected,,,,,,,,,,,,2,"Once enabled, domain separation adds the sys_domain field to numerous tables and all data operations become domain-aware. Reversing this would require restructuring all domain-dependent data relationships.",Initial Domain Setup and Architecture
Which role is required to create and manage domains in ServiceNow?,multiple-choice,itil,admin,domain_admin,user_admin,,,,,,,,,,,,2,The admin role is required to create and manage the domain hierarchy. Domain administrators (domain_admin) can manage within their domain but cannot create new domains.,Initial Domain Setup and Architecture
