Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
Which of the following are features that technology consumers can typically select when requesting a technical service offering through the request catalog? (Select TWO),multiple-choice,Level of performance and availability,CMDB class hierarchy and identification rules,Location or geography and environment,Discovery schedule frequency and scan depth,,,,,,,,,,,,"1,3","When requesting technical service offerings through the request catalog, technology consumers can typically select: level of performance, location or geography, environment, pricing, availability, capability, support group (for incident), technical approval group (for change), and packaging options (commitments).",Configuration
"The Nutanix Prism Central class [cmdb_ci_nutanix_prism_central] was added in CMDB CI Class Models Release 1.6.0. What is the role of a Nutanix Prism Central component, and which class does it extend?",multiple-choice,It is a storage clustering controller that extends Application [cmdb_ci_appl],It is a multi-cluster manager for centralized management that extends Virtual Machine Object [cmdb_ci_vm_object],It is a physical host for running virtual machines that extends Virtualization Server [cmdb_ci_virtualization_server],It is a grouping of physical disks for storage that extends Storage Pool [cmdb_ci_storage_pool],,,,,,,,,,,,2,"Nutanix Prism Central extends Virtual Machine Object [cmdb_ci_vm_object] and is described as a multi-cluster manager responsible for managing multiple Acropolis Clusters to provide a single, centralized management interface. It was introduced in Release 1.6.0.",Configuration
A ServiceNow administrator wants to use Dynamic CI Groups in the Manage Technical Services domain. Which of the following are valid use cases for Dynamic CI Groups? (Select TWO),multiple-choice,Replacing spreadsheet-based tracking with a query-based application service when Service Mapping is not yet enabled,Creating nested groups where one Dynamic CI Group contains other CI groups for hierarchical management,Relating a Technical Service Offering to a managed group of infrastructure CIs without manually creating individual relationships,Automatically generating service commitments and SLAs for all CIs in the group based on the parent service,,,,,,,,,,,,"1,3","Two documented use cases for Dynamic CI Groups are: (1) using them as a query-based application service when Service Mapping is not enabled, replacing manual spreadsheet tracking; and (2) relating a Technical Service Offering to a managed group of infrastructure CIs through a single relationship instead of manually creating individual relationships.",Configuration
"In the CSDM Foundation domain, which table stores business process configuration items?",multiple-choice,cmdb_ci_service,cmdb_ci_business_process,ast_contract,cmdb_business_workflow,,,,,,,,,,,,2,"Business processes in the CSDM Foundation domain are stored in the cmdb_ci_business_process table. Business processes are manually-maintained CIs that can track declared and determined criticality as well as impact to confidentiality, integrity, and availability.",Configuration
"In the CMDB CI Class Models store app, which class does the API Gateway [cmdb_ci_api_gateway] class extend?",multiple-choice,Configuration Item [cmdb_ci],API [cmdb_ci_api],Application [cmdb_ci_appl],API Component [cmdb_ci_api_component],,,,,,,,,,,,3,The API Gateway [cmdb_ci_api_gateway] class extends the Application [cmdb_ci_appl] class. This makes sense because an API gateway is an application-level infrastructure component that centralizes client API requests and manages backend processes and services.,Configuration
"How are contracts classified within the CSDM Foundation domain, and where are they stored?",multiple-choice,Contracts are CIs stored in the cmdb_ci_contract table,Contracts are not CIs and are stored in the ast_contract table,Contracts are CIs stored in the cmdb_model table alongside product models,Contracts are not CIs and are stored in the sla_contract table,,,,,,,,,,,,2,"In the CSDM Foundation domain, a contract is explicitly not a CI. Contracts are stored in the [ast_contract] table and use contract model types from the Product Models module. They contain detailed information such as contract number, start/end dates, terms and conditions, and financial terms.",Configuration
What is the relationship between a life cycle stage and a life cycle stage status in the CSDM framework?,multiple-choice,Life cycle stage and life cycle stage status are interchangeable terms that describe the same CI attribute,"Life cycle stage is the particular status within a phase, while life cycle stage status is the broad phase","Life cycle stage is one of the broad phases a CI moves through, while life cycle stage status is the particular status within that stage","Life cycle stage applies only to hardware CIs, while life cycle stage status applies to all CI types",,,,,,,,,,,,3,"A life cycle stage is one of the broad phases that a CI moves through, from inception or procurement to retirement and end of life. Life cycle stage status is the particular status of a CI within its current life cycle stage. For example, a hardware CI in the Operational stage might have statuses such as In Use, In Maintenance, or End of Support.",Configuration
Which of the following is a valid value for the Type attribute on the API [cmdb_ci_api] class?,multiple-choice,MQTT,gRPC,FTP,AMQP,,,,,,,,,,,,2,"The Type attribute on the API [cmdb_ci_api] class is a choice list that includes: REST, SOAP, HTTP, gRPC, GraphQL, and Websocket. gRPC is one of the six valid values for this attribute.",Configuration
Which TWO of the following are base types that product models can be extended into in the CSDM Foundation domain? (Select TWO),multiple-choice,Facility model,Network model,Consumable model,Subscription model,,,,,,,,,,,,"1,3","Product models are extended into seven base types: application model (version agnostic), software model (version specific), contract model, facility model, hardware model, consumable model, and service model. Both facility model and consumable model are among these seven base types.",Configuration
An administrator needs to convert existing CI Install Status values to CSDM life-cycle value pairs so that ServiceNow products can properly recognize legacy CIs. Which module should they use to configure this mapping?,multiple-choice,CMDB > CI Status Converter,CSDM > Life Cycle Mapping,Asset > Life Cycle Configuration,CSDM > Status Migration Wizard,,,,,,,,,,,,2,"The Life Cycle Mapping module (CSDM > Life Cycle Mapping) is used to specify how existing life-cycle values should be converted to CSDM life-cycle value pairs. This mapping ensures ServiceNow products can properly recognize legacy CIs in the environment. Legacy status fields such as CI Install Status, Asset State, and Product Model Status can be mapped to the Life Cycle Stage and Life Cycle Stage Status fields.",Configuration
A ServiceNow administrator is configuring API CI relationships in the CMDB using the API extension classes. Which TWO of the following are correctly defined relationship structures? (Select TWO),multiple-choice,"API Gateway 'Provides::Provided By' Managed API, with a Dependent relationship type","API Frontend 'Contains::Contained by' API Backend, with a Dependent relationship type","API 'Uses::Used by' API Component, with a Suggested relationship type","API Component 'Depends on::Used by' API Gateway, with a Suggested relationship type",,,,,,,,,,,,"1,3","The API extension classes define specific relationship structures: API [cmdb_ci_api] has a 'Uses::Used by' relationship with API Component [cmdb_ci_api_component] with a Suggested relationship type, and API Gateway [cmdb_ci_api_gateway] has a 'Provides::Provided By' relationship with Managed API [cmdb_ci_managed_api] with a Dependent relationship type. These are two of the four key API relationships defined in the CMDB CI Class Models store app.",Configuration
Which system property controls whether CI Form is used for viewing CI details in CMDB Workspace?,multiple-choice,sn_cmdb_ws.ci_form.enabled,sn_cmdb_ws_explore_ci.record.enabled,cmdb.workspace.ci_details.view,sn_cmdb_ws.record.form_view,,,,,,,,,,,,2,"The system property sn_cmdb_ws_explore_ci.record.enabled controls whether the CI Form feature is used for viewing CI details in CMDB Workspace. By default it is set to true, enabling the CI Form experience.",Configuration
Which CSDM domain contains base data that must be populated before you can use ServiceNow products or add data to the CMDB?,multiple-choice,Design domain,Build domain,Foundation domain,Manage Technical Services domain,,,,,,,,,,,,3,The Foundation domain involves tables that contain base data referenced from or to objects in the other CSDM domains. Foundation data is required before you can use ServiceNow products or add data to the CMDB.,Configuration
A CI timeline in CMDB Workspace fails to load for a particular CI. What is a possible cause of this behavior?,multiple-choice,The CI has no associated change requests in the last 30 days,The number of history activities for the CI exceeds 200,The user does not have the cmdb_admin role,CMDB 360 has not been enabled for the instance,,,,,,,,,,,,2,"A CI timeline in CMDB Workspace fails to load when the number of any activity type exceeds its threshold. The threshold for history activities is 200. Other thresholds include incidents (100), requests (50), and total events (200).",Configuration
"Why can't CIs in the CSDM Design domain be selected for Incident, Problem, or Change Management?",multiple-choice,They are classified as retired CIs with no active lifecycle state,They represent non-operational design and planning artifacts,They require additional ITOM licensing to become operational,They are stored in read-only CMDB tables that prevent association,,,,,,,,,,,,2,"CIs in the Design domain aren't operational because they support the design and planning of digital products. Since they are non-operational, they cannot be selected for Incident Management, Problem Management, or Change Management.",Configuration
Which of the following are standard views available in CMDB Workspace? (Select TWO),multiple-choice,CMDB 360,Service Mapping,Discovery Dashboard,My Work,,,,,,,,,,,,"1,4","CMDB Workspace provides five standard views: Home, My Work, CMDB 360, Insights, and Management. CMDB 360 provides aggregations and analysis of CMDB 360 data, while My Work is used to manage tasks related to data compliance such as attestation and certification tasks.",Configuration
"An organization needs to represent deployed application stacks that can be used in Incident, Problem, and Change Management, created separately for each region and environment (Development, QA, Production). Which CSDM service type should they use?",multiple-choice,Business service,Application service,Technical service,Digital product service,,,,,,,,,,,,2,"Application services are logical representations of a deployed application stack. They are operational CIs used in Incident, Problem, and Change Management, and can be created for each region and each environment (Development, QA, and Production).",Configuration
How do business services and technical services differ in the CSDM framework?,multiple-choice,"Business services are non-operational CIs, while technical services are operational CIs","Business services are consumer/seller-focused, while technical services are provider-focused","Business services support hierarchical structures, while technical services do not","Business services are managed by ITOM products, while technical services are managed by CSM",,,,,,,,,,,,2,"In the CSDM framework, a business service must be focused on the consumer or seller, while technical services must be provider-focused and include the technology provided for the business to consume or sell. Both are operational CIs.",Configuration
An administrator needs to both save changes to CI attributes and delete CI records from within CMDB Workspace. Which role requirements must be met? (Select TWO),multiple-choice,CMDB Admin role for saving CI attribute changes,CMDB Editor role for saving CI attribute changes,CMDB Admin role for deleting CI records,itil role for deleting CI records,,,,,,,,,,,,"1,3","In CMDB Workspace, only the CMDB Admin role can save changes to CI attributes and perform delete operations on CI records via the More Actions menu. CMDB Editor and CMDB User roles can access CI details but cannot save or delete.",Configuration
What is the primary purpose of the Common Service Data Model (CSDM)?,multiple-choice,To replace the CMDB with a new database structure,To provide guidance on where to place data in ServiceNow for maximum value,To install new applications that manage service data,To create custom tables for each customer's unique needs,,,,,,,,,,,,2,"CSDM is guidance on where to put data inside of ServiceNow to get the most value out of your investment. It is not a SKU or product to purchase, but free guidance on data placement and structure.",CSDM Fundamentals
What is 'technical debt' in the context of CSDM implementation?,multiple-choice,The cost of purchasing ServiceNow licenses,The effort required to rework customizations that don't align with CSDM standards,The time needed to train users on new features,The budget allocated for IT infrastructure upgrades,,,,,,,,,,,,2,"Technical debt in CSDM context refers to the cost and effort required to rework customizations that don't follow CSDM guidance. When organizations create customizations instead of using out-of-box capabilities, they accumulate technical debt that prevents them from leveraging new platform capabilities.",CSDM Fundamentals
Which three pillars are essential for managing data successfully according to CSDM? (Select all that apply),multiple-choice,Ingest - bringing data into the system,Govern - managing data lifecycle and structure,Insight - using data for operational and strategic activities,Export - sending data to external systems,,,,,,,,,,,,"1,2,3","The three key pillars for managing data successfully in CSDM are: Ingest (bringing data in from automation or manual sources), Govern (managing the lifecycle and structure of data with CSDM at the center), and Insight (using the data for operational, planning, and strategic activities).",CSDM Fundamentals
What is the key difference between the Application table (cmdb_ci_appl) and the Business Application table in ServiceNow?,multiple-choice,They are the same table with different labels,Application is for discovered software installations; Business Application is for the portfolio of applications,Business Application is for internal apps; Application is for external apps,Application requires a license; Business Application is free to use,,,,,,,,,,,,2,"The Application table (cmdb_ci_appl) is populated by Discovery with installed software (bits and bytes) found on hosts. The Business Application table represents your organization's portfolio of applications for planning and enterprise architecture purposes, and is version-agnostic.",CSDM Fundamentals
What is an Application Service in CSDM and why is it considered one of the most important objects?,multiple-choice,A cloud-hosted application that ServiceNow manages,A deployed instance of a business application used for operational impact analysis,A service ticket category for application-related issues,A backup copy of a business application for disaster recovery,,,,,,,,,,,,2,"Application Service represents a deployed instance of a business application (e.g., dev, QA, prod environments). It's critical because it's the operational CI used in incident, problem, and change management for impact analysis - showing what business services are affected when technology has issues.",CSDM Fundamentals
What is the purpose of the Ideation and Strategy domain introduced in CSDM 5?,multiple-choice,To manage incident tickets related to strategy meetings,To capture product ideas and strategic planning before development begins,To store user feedback after services are deployed,To track service level agreements for strategic services,,,,,,,,,,,,2,"The Ideation and Strategy domain is new in CSDM 5 and captures where ideas begin. It includes product ideas, strategic planning objects like mission, vision, and value identification, and goals - enabling better business decisions about what to green-light or hold off.",CSDM Fundamentals
What does the Business Capability object in the Design and Planning domain represent?,multiple-choice,The technical specifications of a software application,"What your company does, decomposed into subcapabilities for planning",The list of users who can access business applications,The hardware capacity requirements for running services,,,,,,,,,,,,2,"Business Capability represents what your company does and is used in capability-based planning. It can be decomposed into subcapabilities and helps identify people, processes, and technology needed to do work. This is used for strategic planning decisions about technology or skill investments.",CSDM Fundamentals
"Which attribute has replaced the 'use_for' field for identifying CI environments (dev, QA, prod) in CSDM?",multiple-choice,lifecycle_stage,environment,install_status,stage_status,,,,,,,,,,,,2,"The 'use_for' attribute was historically used to identify environments (dev, QA, prod) but was not available on all CIs. It has been replaced by the 'environment' attribute, which provides consistent environment identification across all CI types.",CSDM Fundamentals
What capability has replaced the use of cmdb_real_group and cmdb_real_group_type tables for identifying groups responsible for CIs?,multiple-choice,Assignment Groups,TEAMs,Support Groups,CI Relationships,,,,,,,,,,,,2,"TEAMs is a related list capability on CIs that identifies the unique groups responsible for various elements of a CI - support group, managed group, change group, vulnerability group, development group, etc. It replaces the previous cmdb_real_group and cmdb_real_group_type tables.",CSDM Fundamentals
Why should organizations avoid creating CIs directly in the Base Service class?,multiple-choice,The Base Service class has been completely removed from the platform,"Extended dedicated tables (business services, technical services) should be used via Service Builder",The Base Service class requires additional licensing,CIs in the Base Service class cannot have relationships,,,,,,,,,,,,2,"The Base Service class has been extended over the years with dedicated tables for business services, technical services, etc. CSDM guidance is to use these extended dedicated tables and Service Builder to create CIs, rather than creating them directly in the Base Service class.",CSDM Fundamentals
What has replaced the need for the Software Package and Software Install tables?,multiple-choice,Discovery patterns,SAM Foundations,Application Service records,TEAMs capability,,,,,,,,,,,,2,"SAM Foundations has replaced the need for the Software Package and Software Install tables. These tables were part of the original CMDB and the initial APM/SAM iterations. With SAM Foundations installed (which is recommended even without a SAM license), these legacy tables are no longer necessary.",CSDM Fundamentals
Which implementation approaches for CSDM are recommended? (Select all that apply),multiple-choice,Outcome-centric - tackling data requirements for a specific outcome,Domain-centric - focusing on a specific area of the model,"Stepwise (crawl, walk, run, fly) - legacy approach being moved away from",Big-bang - implementing everything at once,,,,,,,,,,,,"1,2","CSDM recommends outcome-centric (achieving a specific outcome) and domain-centric (tackling a specific area of the model) approaches. The stepwise approach (crawl, walk, run, fly) is being moved away from as it doesn't always provide immediate value, especially for larger organizations.",CSDM Fundamentals
"When a new version of CSDM is released (e.g., CSDM 5), what happens to existing CSDM implementations?",multiple-choice,Existing implementations must be completely rebuilt to comply with the new version,CSDM iterates and adds to the model without removing previous work - organizations expand as needed,All tables are renamed and data must be migrated,Previous CSDM versions become unsupported immediately,,,,,,,,,,,,2,"CSDM versions iterate rather than replace. Each version adds more to the model, and organizations can look at what pieces are important to their goals and expand from their current implementation. Changes are primarily label changes, and the underlying table functionality remains the same.",CSDM Fundamentals
"Why is the Business Process CI placed in the Foundation domain rather than other domains, even though it is a CMDB class?",multiple-choice,It is deprecated and no longer used,"It can reference multiple objects throughout the platform, not just other CIs",It has the smallest data footprint,It is only used by external integrations,,,,,,,,,,,,2,"Business Process is in the Foundation domain because it can reference multiple elements throughout the platform, not just CIs - including locations, documentation, and users critical to processes. This is important for business continuity when geopolitical issues affect a location, impacting processes in that area.",CSDM Fundamentals
"How many common value stream categories come out-of-box in ServiceNow, based on Harvard University research?",multiple-choice,5,10,15,25,,,,,,,,,,,,3,"ServiceNow provides approximately 15 value stream categories out-of-box. These were identified through research done by Harvard University using six of the largest companies in the world, representing common value streams across all organizations and industries.",CSDM Fundamentals
What is the relationship between Life Cycle Stage and Stage Status in CSDM?,multiple-choice,They are two names for the same attribute,Stage is the overall phase; Status provides greater detail within that stage,Status is the overall phase; Stage provides greater detail,They are independent attributes with no relationship,,,,,,,,,,,,2,"Life Cycle Stage represents the overall stage of an asset/CI (e.g., Build, Operational, End of Life). Stage Status provides greater detail within each stage (e.g., within Operational: In Use, Out of Support, Pending Retirement). Together they provide a complete picture of the CI lifecycle.",CSDM Fundamentals
Why are Life Cycle Stage and Stage Status values non-editable by customers in CSDM?,multiple-choice,They are protected by licensing restrictions,To allow ServiceNow to develop consistent platform capabilities around known data values,They are calculated automatically and cannot be changed,"They are only visible in reports, not on forms",,,,,,,,,,,,2,"Life Cycle Stage and Stage Status values are non-editable because over 50% of customers previously customized status fields, making it difficult for ServiceNow to develop consistent platform features. With standardized, non-editable values, ServiceNow can build reliable capabilities. Customers can submit requests for new values.",CSDM Fundamentals
Which new Service Instance types were added in CSDM 5 beyond Application Service? (Choose 3),multiple-choice,Data Service Instance,Network Service Instance,Business Service Instance,Facility Service Instance,Technical Service Instance,,,,,,,,,,,"1,2,4","CSDM 5 added five new Service Instance types: Data Service Instance, Network Service Instance, Connection Service Instance, Facility Service Instance, and Operational Process Service Instance. These allow segregating instances beyond application services into their proper categories.",CSDM Fundamentals
What is the difference between AI Function and AI Application in CSDM?,multiple-choice,AI Function is for machine learning; AI Application is for rule-based AI,AI Function is AI found in the cloud; AI Application is AI found on-premises,AI Function is free; AI Application requires licensing,AI Function runs on servers; AI Application runs on endpoints,,,,,,,,,,,,2,"AI Function identifies instances of AI found in the cloud, while AI Application identifies AI that is found internally on-premises within your environment. This differentiation helps track where AI capabilities are deployed across cloud and on-prem infrastructure.",CSDM Fundamentals
What was Technology Service Offering renamed to in CSDM 5?,multiple-choice,Technical Service Offering,Technology Management Offering,Service Instance Offering,IT Service Offering,,,,,,,,,,,,2,"Technology Service Offering was relabeled to Technology Management Offering in CSDM 5. Similarly, Technology Service became Technology Management Service. These objects identify groups responsible for providing elements of the service delivery network.",CSDM Fundamentals
What is the primary purpose of Dynamic CI Groups in CSDM?,multiple-choice,To manually assign CIs to support groups,"To programmatically group CIs using various methods, enabling collective metadata management",To create backup copies of CI records,To delete obsolete CIs in bulk,,,,,,,,,,,,2,"Dynamic CI Groups use various methods to programmatically group CIs together, rather than manually relating them. This enables managing manual metadata (like support groups) that isn't discovered, and supports use cases like patch management by grouping CIs automatically.",CSDM Fundamentals
What does the Subscriber concept in Service Consumption allow organizations to define?,multiple-choice,The technical components that deliver a service,"Who consumes a service - people, groups, departments, or locations",The pricing model for internal services,The SLA response times for incidents,,,,,,,,,,,,2,"The Subscriber perspective in Service Consumption allows declaring who consumes a service. This can be people in a group, an entire department, or a location that depends on the service. This business context helps understand the impact when services are affected.",CSDM Fundamentals
Why is the Service Consumption domain typically built with input from business stakeholders rather than IT technologists?,multiple-choice,IT technologists don't have system access to this domain,Business stakeholders understand what business services exist and who depends on them,It requires special certifications that only business users have,The domain uses non-technical terminology that IT can't understand,,,,,,,,,,,,2,"The Service Consumption domain represents the business view - what business services exist and who consumes them. Business stakeholders are experts in understanding the business functions that depend on technology, while IT typically focuses on the technical delivery layer.",CSDM Fundamentals
"In CSDM 5, what was the Service Instance table (cmdb_ci_service_auto) previously labeled as?",multiple-choice,Business Service,Application Service,Technology Service,Technical Service,,,,,,,,,,,,2,"The cmdb_ci_service_auto table was previously labeled Application Service. In CSDM 5, it was relabeled to Service Instance because there are now multiple types of service instances (Application Service, Data Service Instance, Network Service Instance, etc.), not just application services.",Govern
Which new Service Instance types were added in CSDM 5 in addition to Application Service? (Select all that apply),multiple-choice,Data Service Instance,Network Service Instance,Business Service Instance,Facility Service Instance,,,,,,,,,,,,"1,2,4","CSDM 5 added five new service instance types beyond Application Service: Data Service Instance, Network Service Instance, Connection Service Instance, Facility Service Instance, and Operational Process Service Instance. Business Service Instance is not one of the new types - Business Service remains a separate concept in the Service Consumption domain.",Govern
What is a Dynamic CI Group and why is it valuable in the Service Delivery domain?,multiple-choice,A group of users who can modify CI records dynamically,A programmatic way to group CIs based on criteria rather than manual relationships,A temporary grouping of CIs during maintenance windows,A dashboard widget that displays CI counts dynamically,,,,,,,,,,,,2,"Dynamic CI Group uses various methods to programmatically group CIs together based on criteria, eliminating the need to manually relate CIs into collections. This enables capabilities like managing manual metadata and grouping CIs for patch management.",Govern
"An organization needs to track four different portfolio types: technology services, business capabilities, product delivery, and customer-facing products. According to CSDM, how should these portfolios be structured?",multiple-choice,All four should use the same portfolio structure based on departments,"Technology Management Services by shared IT services, Business Services by capabilities, Service Instances by value streams, and Products by product lines",Create custom portfolio tables for each type,Use only the Service Catalog to organize all portfolio types,,,,,,,,,,,,2,"CSDM recommends different portfolio structures for different purposes: Technology Management Services organized by shared IT services, Business Services organized by business capability structure, Service Instances organized across product/value streams for manufacturing and delivery, and products sold externally organized by product lines.",Govern
What role is required to create a CMDB Data Manager policy in CMDB Workspace?,multiple-choice,itil,sn_cmdb_admin,cmdb_user,data_manager_user,,,,,,,,,,,,2,"The sn_cmdb_admin role is explicitly required to create CMDB Data Manager policies in CMDB Workspace, as stated in the ServiceNow documentation.",Govern
"What happens when an administrator tries to create a CMDB Data Manager policy of type Retire, Archive, or Delete without an active retirement definition for the targeted class?",multiple-choice,The policy is created but remains in a Draft state until the retirement definition is added,An error message appears and the operation fails,The policy is created successfully but the CIs are excluded during task execution,The system automatically generates a default retirement definition for the class,,,,,,,,,,,,2,"The lifecycle policies Retire, Archive, and Delete require that an active retirement definition exists for each targeted class. If you attempt to create such a policy without this prerequisite, an error message appears and the operation fails.",Govern
"An administrator creates a CMDB Data Manager attestation policy that targets 30,000 CIs. How will CMDB Data Manager handle the task creation?",multiple-choice,"It creates a single task containing all 30,000 CIs","It creates 3 tasks, each targeting 10,000 CIs",It fails with an error because the maximum CI limit is exceeded,"It creates 30 tasks, each targeting 1,000 CIs",,,,,,,,,,,,2,"CMDB Data Manager limits the number of target CIs per task to 10,000. When a task exceeds that number, Data Manager automatically creates as many additional tasks as needed. For 30,000 CIs, it creates 3 tasks of 10,000 CIs each.",Govern
What is the navigation path to access scripted audits in ServiceNow?,multiple-choice,All > CMDB > Audits > Scripted Audits,All > Compliance > Scripted Audits > Audits,All > Configuration > CMDB Audits > Scripted,All > CMDB Workspace > Management > Scripted Audits,,,,,,,,,,,,2,The correct navigation path for scripted audits is All > Compliance > Scripted Audits > Audits. An audit type of 'Scripted' automatically filters the list.,Govern
Which field is required for a scripted audit but hidden for all other audit types?,multiple-choice,Template,Filter,Run this script,Table,,,,,,,,,,,,2,The Filter field is required for scripted audits but is hidden for all other audit types. It defines the records the scripted audit evaluates.,Govern
An administrator is configuring a CMDB Data Manager policy and selects 'User Field' as the Assignment type. Which table do the columns listed in the Task assignment dropdown reference?,multiple-choice,Group [sys_user_group],User [sys_user],Task [task],Configuration Item [cmdb_ci],,,,,,,,,,,,2,"When the Assignment type is 'User Field', the Task assignment dropdown is dynamically populated with columns in the policy's table that reference the User [sys_user] table, such as 'Attested by' and 'Assigned to'. Records are grouped by this column and tasks are assigned to the resulting users.",Govern
Which CMDB Data Manager lifecycle policy types require an active retirement definition for each targeted class? (Select all that apply),multiple-choice,Retire,Attestation,Archive,Certification,Delete,,,,,,,,,,,"1,3,5","The lifecycle policies Retire, Archive, and Delete all require that an active retirement definition exists for each targeted class in the policy. Without it, the policy creation fails with an error.",Govern
